Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,      18.71,    20.82,    16.73,    13.95,    23.33
        1.0,      26.95,    29.30,    25.02,    21.77,    31.72
        2.0,      35.07,    37.67,    33.52,    29.29,    39.82
        3.0,      42.23,    45.00,    41.25,    35.92,    46.74
        4.0,      48.00,    50.86,    47.69,    41.35,    52.12
        5.0,      52.22,    55.04,    52.58,    45.39,    55.85
        6.0,      54.87,    57.58,    55.84,    48.06,    58.00
        7.0,      56.15,    58.68,    57.61,    49.47,    58.82
        8.0,      56.32,    58.65,    58.14,    49.86,    58.65
        9.0,      55.74,    57.85,    57.76,    49.52,    57.84
       10.0,      54.73,    56.63,    56.84,    48.73,    56.70
       11.0,      53.53,    55.25,    55.66,    47.75,    55.46
       12.0,      52.33,    53.88,    54.45,    46.73,    54.25
       13.0,      51.18,    52.57,    53.28,    45.75,    53.09
       14.0,      50.09,    51.33,    52.19,    44.85,    51.99
       15.0,      49.05,    50.13,    51.14,    43.99,    50.92
       16.0,      48.04,    48.97,    50.13,    43.16,    49.89
       17.0,      47.06,    47.84,    49.15,    42.36,    48.89
       18.0,      46.11,    46.75,    48.19,    41.59,    47.92
       19.0,      45.20,    45.69,    47.26,    40.84,    46.99
       20.0,      44.31,    44.66,    46.36,    40.13,    46.09
       21.0,      43.45,    43.67,    45.48,    39.43,    45.21
       22.0,      42.62,    42.71,    44.63,    38.76,    44.36
       23.0,      41.81,    41.77,    43.81,    38.11,    43.54
       24.0,      41.03,    40.87,    43.00,    37.48,    42.75
       25.0,      40.27,    39.99,    42.22,    36.88,    41.99
       26.0,      39.54,    39.14,    41.46,    36.29,    41.24
       27.0,      38.82,    38.32,    40.73,    35.72,    40.53
       28.0,      38.13,    37.52,    40.01,    35.18,    39.83
       29.0,      37.47,    36.75,    39.31,    34.65,    39.16
       30.0,      36.82,    36.00,    38.64,    34.14,    38.51
       31.0,      36.19,    35.27,    37.98,    33.64,    37.88
       32.0,      35.58,    34.57,    37.34,    33.16,    37.27
       33.0,      35.00,    33.89,    36.72,    32.70,    36.68
       34.0,      34.42,    33.23,    36.12,    32.25,    36.11
       35.0,      33.87,    32.58,    35.53,    31.82,    35.56
       36.0,      33.33,    31.96,    34.96,    31.40,    35.02
       37.0,      32.81,    31.36,    34.40,    30.99,    34.50
       38.0,      32.31,    30.78,    33.86,    30.60,    34.00
       39.0,      31.82,    30.21,    33.34,    30.22,    33.52
       40.0,      31.35,    29.66,    32.83,    29.85,    33.05
       41.0,      30.89,    29.13,    32.33,    29.49,    32.59
       42.0,      30.44,    28.62,    31.85,    29.14,    32.15
       43.0,      30.01,    28.12,    31.38,    28.81,    31.73
       44.0,      29.59,    27.63,    30.93,    28.48,    31.31
       45.0,      29.18,    27.16,    30.48,    28.16,    30.91
       46.0,      28.79,    26.71,    30.05,    27.86,    30.53
       47.0,      28.40,    26.26,    29.63,    27.56,    30.15
       48.0,      28.03,    25.84,    29.22,    27.27,    29.79
       49.0,      27.67,    25.42,    28.83,    26.99,    29.44
       50.0,      27.32,    25.02,    28.44,    26.72,    29.10
       51.0,      26.98,    24.63,    28.07,    26.46,    28.77
       52.0,      26.65,    24.25,    27.70,    26.20,    28.45
       53.0,      26.33,    23.88,    27.34,    25.95,    28.14
       54.0,      26.02,    23.53,    27.00,    25.71,    27.84
       55.0,      25.72,    23.18,    26.66,    25.48,    27.55
       56.0,      25.42,    22.85,    26.33,    25.25,    27.27
       57.0,      25.14,    22.52,    26.01,    25.03,    26.99
       58.0,      24.86,    22.21,    25.70,    24.81,    26.73
       59.0,      24.60,    21.90,    25.40,    24.60,    26.47
       60.0,      24.33,    21.61,    25.10,    24.40,    26.23
       61.0,      24.08,    21.32,    24.82,    24.20,    25.99
       62.0,      23.83,    21.04,    24.54,    24.01,    25.75
       63.0,      23.60,    20.77,    24.27,    23.82,    25.53
