Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       2.24,     2.30,     2.26,     2.26,     2.13
        2.0,       3.63,     3.67,     3.65,     3.65,     3.56
        3.0,       4.82,     4.83,     4.83,     4.83,     4.80
        4.0,       5.90,     5.87,     5.90,     5.90,     5.94
        5.0,       6.90,     6.82,     6.89,     6.89,     7.01
        6.0,       7.84,     7.72,     7.82,     7.82,     8.02
        7.0,       8.74,     8.57,     8.70,     8.70,     8.98
        8.0,       9.59,     9.38,     9.54,     9.54,     9.92
        9.0,      10.42,    10.15,    10.35,    10.35,    10.82
       10.0,      11.22,    10.90,    11.14,    11.14,    11.69
       11.0,      11.99,    11.63,    11.90,    11.90,    12.55
       12.0,      12.75,    12.34,    12.64,    12.64,    13.38
       13.0,      13.48,    13.02,    13.36,    13.36,    14.19
       14.0,      14.20,    13.69,    14.06,    14.06,    14.99
       15.0,      14.91,    14.35,    14.75,    14.75,    15.78
       16.0,      15.60,    14.99,    15.43,    15.43,    16.55
       17.0,      16.28,    15.61,    16.09,    16.09,    17.31
       18.0,      16.94,    16.23,    16.74,    16.74,    18.05
       19.0,      17.60,    16.84,    17.38,    17.38,    18.79
       20.0,      18.24,    17.43,    18.01,    18.01,    19.51
       21.0,      18.88,    18.02,    18.63,    18.63,    20.23
       22.0,      19.51,    18.60,    19.24,    19.25,    20.96
       23.0,      20.16,    19.19,    19.85,    19.89,    21.72
       24.0,      20.85,    19.81,    20.48,    20.56,    22.54
       25.0,      21.59,    20.48,    21.15,    21.28,    23.44
       26.0,      22.38,    21.19,    21.87,    22.06,    24.41
       27.0,      23.23,    21.94,    22.66,    22.90,    25.43
       28.0,      24.11,    22.72,    23.49,    23.76,    26.48
       29.0,      24.98,    23.49,    24.34,    24.61,    27.50
       30.0,      25.81,    24.22,    25.17,    25.42,    28.45
       31.0,      26.56,    24.88,    25.93,    26.14,    29.28
       32.0,      27.18,    25.44,    26.59,    26.73,    29.95
       33.0,      27.66,    25.88,    27.11,    27.19,    30.44
       34.0,      27.98,    26.19,    27.47,    27.49,    30.75
       35.0,      28.15,    26.38,    27.67,    27.65,    30.89
       36.0,      28.18,    26.46,    27.71,    27.68,    30.88
       37.0,      28.11,    26.45,    27.62,    27.62,    30.77
       38.0,      27.97,    26.38,    27.43,    27.48,    30.59
       39.0,      27.79,    26.28,    27.19,    27.31,    30.38
       40.0,      27.59,    26.17,    26.92,    27.13,    30.15
       41.0,      27.40,    26.05,    26.65,    26.94,    29.93
       42.0,      27.21,    25.95,    26.39,    26.77,    29.72
       43.0,      27.03,    25.84,    26.16,    26.60,    29.52
       44.0,      26.86,    25.75,    25.93,    26.44,    29.32
       45.0,      26.69,    25.65,    25.72,    26.27,    29.12
       46.0,      26.52,    25.55,    25.51,    26.11,    28.93
       47.0,      26.36,    25.45,    25.30,    25.95,    28.74
       48.0,      26.20,    25.36,    25.11,    25.80,    28.55
       49.0,      26.04,    25.26,    24.92,    25.64,    28.36
       50.0,      25.89,    25.17,    24.73,    25.48,    28.18
       51.0,      25.74,    25.07,    24.55,    25.33,    28.00
