Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       1.98,     1.63,     2.07,     2.33,     1.89
        2.0,       3.44,     3.07,     3.55,     3.78,     3.37
        3.0,       4.76,     4.43,     4.87,     5.00,     4.72
        4.0,       5.99,     5.76,     6.10,     6.11,     6.00
        5.0,       7.17,     7.06,     7.26,     7.14,     7.22
        6.0,       8.30,     8.33,     8.37,     8.10,     8.41
        7.0,       9.40,     9.58,     9.44,     9.02,     9.56
        8.0,      10.47,    10.82,    10.47,     9.89,    10.68
        9.0,      11.51,    12.04,    11.48,    10.74,    11.78
       10.0,      12.53,    13.25,    12.47,    11.55,    12.86
       11.0,      13.54,    14.45,    13.43,    12.34,    13.92
       12.0,      14.52,    15.64,    14.37,    13.11,    14.97
       13.0,      15.50,    16.82,    15.30,    13.86,    16.00
       14.0,      16.45,    17.99,    16.21,    14.60,    17.02
       15.0,      17.40,    19.16,    17.11,    15.31,    18.02
       16.0,      18.34,    20.31,    17.99,    16.01,    19.02
       17.0,      19.26,    21.47,    18.87,    16.70,    20.00
       18.0,      20.17,    22.61,    19.73,    17.38,    20.98
       19.0,      21.08,    23.75,    20.58,    18.05,    21.94
       20.0,      21.98,    24.88,    21.42,    18.70,    22.90
       21.0,      22.87,    26.02,    22.25,    19.35,    23.85
       22.0,      23.76,    27.17,    23.08,    19.98,    24.79
       23.0,      24.67,    28.37,    23.93,    20.62,    25.74
       24.0,      25.63,    29.66,    24.83,    21.27,    26.74
       25.0,      26.66,    31.08,    25.79,    21.96,    27.81
       26.0,      27.78,    32.62,    26.83,    22.69,    28.99
       27.0,      28.99,    34.27,    27.95,    23.46,    30.29
       28.0,      30.26,    35.98,    29.10,    24.27,    31.68
       29.0,      31.53,    37.66,    30.25,    25.09,    33.11
       30.0,      32.75,    39.25,    31.35,    25.90,    34.51
       31.0,      33.86,    40.67,    32.35,    26.64,    35.80
       32.0,      34.81,    41.84,    33.19,    27.30,    36.89
       33.0,      35.54,    42.72,    33.85,    27.84,    37.74
       34.0,      36.04,    43.32,    34.32,    28.24,    38.29
       35.0,      36.32,    43.63,    34.59,    28.51,    38.54
       36.0,      36.39,    43.70,    34.69,    28.66,    38.52
       37.0,      36.30,    43.58,    34.65,    28.70,    38.26
       38.0,      36.09,    43.35,    34.53,    28.66,    37.84
       39.0,      35.82,    43.05,    34.34,    28.57,    37.32
       40.0,      35.52,    42.72,    34.14,    28.45,    36.75
       41.0,      35.22,    42.40,    33.94,    28.34,    36.19
       42.0,      34.93,    42.10,    33.75,    28.22,    35.65
       43.0,      34.66,    41.80,    33.57,    28.12,    35.15
       44.0,      34.40,    41.51,    33.39,    28.02,    34.68
       45.0,      34.15,    41.23,    33.22,    27.92,    34.24
       46.0,      33.91,    40.95,    33.05,    27.83,    33.80
       47.0,      33.67,    40.67,    32.88,    27.73,    33.39
       48.0,      33.43,    40.39,    32.71,    27.64,    32.98
       49.0,      33.20,    40.12,    32.55,    27.54,    32.59
       50.0,      32.98,    39.85,    32.38,    27.45,    32.22
       51.0,      32.75,    39.58,    32.22,    27.36,    31.85
       52.0,      32.54,    39.32,    32.06,    27.26,    31.50
       53.0,      32.32,    39.06,    31.90,    27.17,    31.16
       54.0,      32.11,    38.80,    31.74,    27.08,    30.83
       55.0,      31.91,    38.54,    31.59,    26.99,    30.51
       56.0,      31.70,    38.29,    31.44,    26.89,    30.20
       57.0,      31.50,    38.03,    31.28,    26.80,    29.90
       58.0,      31.31,    37.79,    31.13,    26.71,    29.60
       59.0,      31.12,    37.54,    30.98,    26.62,    29.32
       60.0,      30.93,    37.29,    30.83,    26.53,    29.05
       61.0,      30.74,    37.05,    30.69,    26.44,    28.78
       62.0,      30.56,    36.81,    30.54,    26.35,    28.52
       63.0,      30.38,    36.58,    30.40,    26.26,    28.27
       64.0,      30.20,    36.34,    30.26,    26.17,    28.03
       65.0,      30.03,    36.11,    30.12,    26.08,    27.80
       66.0,      29.85,    35.88,    29.98,    25.99,    27.57
