Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       1.85,     1.46,     1.85,     2.25,     1.85
        2.0,       3.59,     3.10,     3.60,     4.04,     3.60
        3.0,       5.29,     4.82,     5.33,     5.69,     5.33
        4.0,       6.97,     6.58,     7.03,     7.25,     7.03
        5.0,       8.64,     8.39,     8.72,     8.75,     8.72
        6.0,      10.30,    10.22,    10.39,    10.20,    10.39
        7.0,      11.95,    12.09,    12.06,    11.62,    12.06
        8.0,      13.60,    13.97,    13.71,    13.00,    13.71
        9.0,      15.24,    15.88,    15.36,    14.36,    15.36
       10.0,      16.88,    17.80,    17.00,    15.69,    17.00
       11.0,      18.51,    19.74,    18.64,    17.00,    18.64
       12.0,      20.15,    21.70,    20.29,    18.31,    20.30
       13.0,      21.85,    23.72,    22.00,    19.64,    22.03
       14.0,      23.66,    25.86,    23.84,    21.06,    23.89
       15.0,      25.67,    28.22,    25.90,    22.60,    25.95
       16.0,      27.90,    30.86,    28.21,    24.30,    28.24
       17.0,      30.36,    33.80,    30.77,    26.14,    30.73
       18.0,      32.99,    36.98,    33.51,    28.09,    33.37
       19.0,      35.68,    40.31,    36.31,    30.06,    36.04
       20.0,      38.30,    43.61,    39.03,    31.97,    38.60
       21.0,      40.71,    46.72,    41.49,    33.71,    40.93
       22.0,      42.77,    49.44,    43.57,    35.18,    42.90
       23.0,      44.38,    51.65,    45.14,    36.33,    44.42
       24.0,      45.49,    53.24,    46.16,    37.10,    45.45
       25.0,      46.08,    54.20,    46.61,    37.52,    46.00
       26.0,      46.21,    54.54,    46.57,    37.60,    46.12
       27.0,      45.95,    54.37,    46.11,    37.41,    45.90
       28.0,      45.41,    53.81,    45.36,    37.04,    45.43
       29.0,      44.70,    53.00,    44.44,    36.54,    44.81
       30.0,      43.91,    52.06,    43.45,    35.99,    44.14
       31.0,      43.12,    51.10,    42.46,    35.44,    43.46
       32.0,      42.35,    50.18,    41.52,    34.90,    42.81
       33.0,      41.63,    49.32,    40.63,    34.39,    42.18
       34.0,      40.94,    48.51,    39.78,    33.90,    41.58
       35.0,      40.28,    47.74,    38.96,    33.42,    40.99
       36.0,      39.63,    46.99,    38.17,    32.95,    40.42
       37.0,      39.01,    46.27,    37.41,    32.49,    39.86
       38.0,      38.40,    45.57,    36.67,    32.05,    39.31
       39.0,      37.81,    44.90,    35.96,    31.61,    38.77
       40.0,      37.24,    44.25,    35.28,    31.18,    38.24
       41.0,      36.68,    43.62,    34.61,    30.76,    37.73
       42.0,      36.14,    43.01,    33.97,    30.35,    37.22
       43.0,      35.61,    42.42,    33.35,    29.94,    36.73
       44.0,      35.10,    41.85,    32.75,    29.55,    36.25
       45.0,      34.61,    41.30,    32.18,    29.17,    35.78
       46.0,      34.12,    40.77,    31.62,    28.79,    35.32
       47.0,      33.65,    40.25,    31.08,    28.42,    34.87
       48.0,      33.20,    39.75,    30.56,    28.06,    34.42
       49.0,      32.76,    39.27,    30.05,    27.71,    33.99
       50.0,      32.33,    38.80,    29.57,    27.37,    33.57
       51.0,      31.91,    38.35,    29.09,    27.03,    33.16
       52.0,      31.50,    37.91,    28.64,    26.70,    32.75
       53.0,      31.10,    37.48,    28.20,    26.37,    32.36
       54.0,      30.72,    37.07,    27.77,    26.06,    31.97
       55.0,      30.34,    36.67,    27.36,    25.75,    31.59
       56.0,      29.98,    36.28,    26.97,    25.45,    31.22
       57.0,      29.62,    35.91,    26.58,    25.15,    30.86
       58.0,      29.28,    35.54,    26.21,    24.86,    30.50
       59.0,      28.94,    35.19,    25.85,    24.58,    30.15
       60.0,      28.62,    34.85,    25.50,    24.30,    29.81
       61.0,      28.30,    34.52,    25.17,    24.03,    29.48
       62.0,      27.99,    34.19,    24.84,    23.76,    29.16
       63.0,      27.69,    33.88,    24.53,    23.50,    28.84
       64.0,      27.39,    33.58,    24.23,    23.25,    28.53
       65.0,      27.11,    33.28,    23.93,    23.00,    28.22
       66.0,      26.83,    32.99,    23.65,    22.76,    27.92
       67.0,      26.56,    32.72,    23.37,    22.52,    27.63
       68.0,      26.29,    32.44,    23.11,    22.28,    27.34
       69.0,      26.04,    32.18,    22.85,    22.06,    27.06
       70.0,      25.79,    31.92,    22.60,    21.83,    26.79
       71.0,      25.54,    31.68,    22.36,    21.61,    26.52
       72.0,      25.30,    31.43,    22.13,    21.40,    26.26
