Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       1.59,     1.19,     1.47,     2.02,     1.69
        2.0,       3.27,     2.72,     3.13,     3.83,     3.42
        3.0,       5.00,     4.40,     4.86,     5.57,     5.18
        4.0,       6.76,     6.19,     6.66,     7.26,     6.95
        5.0,       8.55,     8.07,     8.49,     8.92,     8.73
        6.0,      10.36,    10.02,    10.36,    10.56,    10.51
        7.0,      12.19,    12.03,    12.25,    12.18,    12.30
        8.0,      14.04,    14.10,    14.17,    13.78,    14.10
        9.0,      15.90,    16.21,    16.12,    15.36,    15.90
       10.0,      17.77,    18.37,    18.08,    16.93,    17.71
       11.0,      19.66,    20.58,    20.06,    18.49,    19.52
       12.0,      21.57,    22.83,    22.07,    20.04,    21.33
       13.0,      23.52,    25.17,    24.17,    21.59,    23.16
       14.0,      25.60,    27.71,    26.45,    23.18,    25.05
       15.0,      27.87,    30.53,    29.00,    24.87,    27.08
       16.0,      30.42,    33.72,    31.90,    26.74,    29.32
       17.0,      33.25,    37.28,    35.12,    28.80,    31.82
       18.0,      36.34,    41.14,    38.60,    31.05,    34.55
       19.0,      39.57,    45.18,    42.20,    33.43,    37.46
       20.0,      42.78,    49.18,    45.71,    35.84,    40.41
       21.0,      45.81,    52.94,    48.94,    38.13,    43.24
       22.0,      48.48,    56.24,    51.70,    40.18,    45.78
       23.0,      50.63,    58.91,    53.85,    41.86,    47.90
       24.0,      52.17,    60.84,    55.30,    43.09,    49.46
       25.0,      53.07,    62.00,    56.04,    43.83,    50.43
       26.0,      53.36,    62.44,    56.13,    44.08,    50.81
       27.0,      53.13,    62.27,    55.69,    43.90,    50.67
       28.0,      52.49,    61.64,    54.86,    43.38,    50.10
       29.0,      51.60,    60.71,    53.80,    42.63,    49.24
       30.0,      50.57,    59.65,    52.64,    41.75,    48.23
       31.0,      49.51,    58.56,    51.49,    40.84,    47.17
       32.0,      48.49,    57.51,    50.38,    39.95,    46.13
       33.0,      47.54,    56.52,    49.35,    39.12,    45.16
       34.0,      46.64,    55.58,    48.37,    38.35,    44.25
       35.0,      45.78,    54.68,    47.44,    37.62,    43.39
       36.0,      44.96,    53.80,    46.53,    36.92,    42.57
       37.0,      44.16,    52.95,    45.67,    36.25,    41.78
       38.0,      43.39,    52.12,    44.83,    35.60,    41.01
       39.0,      42.65,    51.31,    44.03,    34.97,    40.27
       40.0,      41.93,    50.53,    43.25,    34.36,    39.56
       41.0,      41.23,    49.77,    42.51,    33.78,    38.87
