Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       1.90,     1.91,     1.91,     1.89,     1.91
        2.0,       3.27,     3.28,     3.28,     3.26,     3.28
        3.0,       4.49,     4.49,     4.49,     4.48,     4.49
        4.0,       5.62,     5.62,     5.62,     5.62,     5.62
        5.0,       6.69,     6.69,     6.69,     6.70,     6.69
        6.0,       7.72,     7.71,     7.71,     7.73,     7.71
        7.0,       8.71,     8.70,     8.70,     8.73,     8.70
        8.0,       9.67,     9.65,     9.65,     9.70,     9.65
        9.0,      10.60,    10.58,    10.58,    10.64,    10.58
       10.0,      11.51,    11.49,    11.49,    11.56,    11.49
       11.0,      12.40,    12.38,    12.38,    12.46,    12.38
       12.0,      13.27,    13.25,    13.25,    13.35,    13.25
       13.0,      14.13,    14.10,    14.10,    14.21,    14.10
       14.0,      14.97,    14.94,    14.94,    15.07,    14.94
       15.0,      15.80,    15.76,    15.76,    15.91,    15.76
       16.0,      16.62,    16.58,    16.58,    16.74,    16.58
       17.0,      17.42,    17.38,    17.38,    17.56,    17.38
       18.0,      18.22,    18.17,    18.17,    18.36,    18.17
       19.0,      19.01,    18.95,    18.95,    19.16,    18.95
       20.0,      19.78,    19.73,    19.73,    19.95,    19.73
       21.0,      20.56,    20.50,    20.50,    20.73,    20.49
       22.0,      21.35,    21.30,    21.30,    21.51,    21.28
       23.0,      22.18,    22.16,    22.16,    22.28,    22.11
       24.0,      23.08,    23.09,    23.12,    23.07,    23.04
       25.0,      24.08,    24.13,    24.18,    23.91,    24.10
       26.0,      25.18,    25.25,    25.35,    24.85,    25.29
       27.0,      26.37,    26.43,    26.59,    25.88,    26.58
       28.0,      27.60,    27.63,    27.85,    27.02,    27.92
       29.0,      28.82,    28.77,    29.05,    28.21,    29.24
       30.0,      29.95,    29.82,    30.14,    29.40,    30.44
       31.0,      30.93,    30.70,    31.06,    30.52,    31.45
       32.0,      31.70,    31.38,    31.75,    31.48,    32.21
       33.0,      32.24,    31.85,    32.19,    32.21,    32.68
       34.0,      32.51,    32.11,    32.40,    32.68,    32.85
       35.0,      32.55,    32.18,    32.39,    32.86,    32.75
       36.0,      32.37,    32.10,    32.21,    32.76,    32.42
       37.0,      32.04,    31.90,    31.91,    32.43,    31.92
       38.0,      31.60,    31.65,    31.53,    31.91,    31.31
       39.0,      31.11,    31.36,    31.13,    31.27,    30.66
       40.0,      30.60,    31.07,    30.73,    30.58,    30.01
