Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       1.86,     1.74,     1.74,     2.12,     1.87
        2.0,       3.16,     3.08,     3.08,     3.28,     3.19
        3.0,       4.30,     4.30,     4.30,     4.23,     4.38
        4.0,       5.36,     5.45,     5.45,     5.06,     5.47
        5.0,       6.36,     6.55,     6.55,     5.83,     6.50
        6.0,       7.31,     7.61,     7.61,     6.53,     7.49
        7.0,       8.23,     8.64,     8.64,     7.20,     8.45
        8.0,       9.12,     9.65,     9.65,     7.83,     9.37
        9.0,       9.99,    10.63,    10.63,     8.43,    10.26
       10.0,      10.83,    11.60,    11.60,     9.00,    11.14
       11.0,      11.66,    12.55,    12.55,     9.56,    11.99
       12.0,      12.47,    13.48,    13.48,    10.10,    12.83
       13.0,      13.27,    14.40,    14.40,    10.62,    13.65
       14.0,      14.05,    15.31,    15.31,    11.12,    14.46
       15.0,      14.82,    16.20,    16.20,    11.61,    15.26
       16.0,      15.58,    17.09,    17.09,    12.09,    16.04
       17.0,      16.33,    17.96,    17.96,    12.56,    16.82
       18.0,      17.07,    18.83,    18.83,    13.02,    17.58
       19.0,      17.80,    19.69,    19.69,    13.47,    18.33
       20.0,      18.52,    20.54,    20.54,    13.91,    19.08
       21.0,      19.23,    21.38,    21.38,    14.35,    19.81
       22.0,      19.94,    22.22,    22.22,    14.77,    20.54
       23.0,      20.64,    23.06,    23.05,    15.19,    21.26
       24.0,      21.36,    23.92,    23.90,    15.61,    22.00
       25.0,      22.10,    24.82,    24.79,    16.04,    22.76
       26.0,      22.89,    25.78,    25.73,    16.49,    23.57
       27.0,      23.74,    26.82,    26.75,    16.97,    24.43
       28.0,      24.65,    27.90,    27.84,    17.49,    25.35
       29.0,      25.58,    29.02,    28.97,    18.02,    26.31
       30.0,      26.51,    30.12,    30.10,    18.56,    27.26
       31.0,      27.40,    31.16,    31.17,    19.08,    28.17
       32.0,      28.19,    32.09,    32.14,    19.54,    28.99
       33.0,      28.85,    32.86,    32.94,    19.93,    29.68
       34.0,      29.36,    33.45,    33.55,    20.22,    30.21
       35.0,      29.69,    33.85,    33.95,    20.41,    30.56
       36.0,      29.86,    34.08,    34.14,    20.50,    30.75
       37.0,      29.89,    34.15,    34.15,    20.49,    30.78
       38.0,      29.80,    34.10,    34.01,    20.41,    30.69
