Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       1.88,     1.75,     1.75,     2.11,     1.91
        2.0,       3.18,     3.09,     3.09,     3.31,     3.23
        3.0,       4.33,     4.31,     4.31,     4.31,     4.40
        4.0,       5.40,     5.46,     5.46,     5.19,     5.47
        5.0,       6.40,     6.56,     6.56,     6.00,     6.49
        6.0,       7.36,     7.61,     7.61,     6.76,     7.45
        7.0,       8.28,     8.64,     8.64,     7.47,     8.38
        8.0,       9.18,     9.64,     9.64,     8.14,     9.28
        9.0,      10.04,    10.62,    10.62,     8.79,    10.15
       10.0,      10.89,    11.57,    11.57,     9.41,    11.00
       11.0,      11.72,    12.52,    12.52,    10.02,    11.82
       12.0,      12.53,    13.44,    13.44,    10.60,    12.63
       13.0,      13.32,    14.35,    14.35,    11.16,    13.43
       14.0,      14.11,    15.25,    15.25,    11.71,    14.21
       15.0,      14.87,    16.14,    16.14,    12.25,    14.97
       16.0,      15.63,    17.02,    17.02,    12.78,    15.73
       17.0,      16.38,    17.88,    17.88,    13.29,    16.47
       18.0,      17.12,    18.74,    18.74,    13.79,    17.20
       19.0,      17.85,    19.59,    19.59,    14.28,    17.92
       20.0,      18.57,    20.43,    20.43,    14.77,    18.64
       21.0,      19.28,    21.27,    21.27,    15.24,    19.34
       22.0,      19.98,    22.09,    22.09,    15.71,    20.04
       23.0,      20.69,    22.92,    22.92,    16.17,    20.73
       24.0,      21.40,    23.77,    23.75,    16.63,    21.43
       25.0,      22.14,    24.67,    24.62,    17.11,    22.16
       26.0,      22.93,    25.62,    25.55,    17.60,    22.93
       27.0,      23.77,    26.64,    26.55,    18.14,    23.75
       28.0,      24.66,    27.72,    27.61,    18.71,    24.61
       29.0,      25.59,    28.82,    28.71,    19.30,    25.51
       30.0,      26.51,    29.91,    29.81,    19.90,    26.41
       31.0,      27.38,    30.93,    30.86,    20.48,    27.27
       32.0,      28.17,    31.84,    31.81,    21.00,    28.04
       33.0,      28.83,    32.60,    32.60,    21.43,    28.69
       34.0,      29.34,    33.18,    33.20,    21.76,    29.20
       35.0,      29.67,    33.58,    33.61,    21.97,    29.54
       36.0,      29.85,    33.79,    33.82,    22.06,    29.74
