Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       1.85,     1.73,     1.73,     2.12,     1.84
        2.0,       3.14,     3.07,     3.07,     3.25,     3.17
        3.0,       4.28,     4.29,     4.29,     4.17,     4.36
        4.0,       5.33,     5.44,     5.44,     4.98,     5.47
        5.0,       6.33,     6.54,     6.54,     5.71,     6.51
        6.0,       7.28,     7.61,     7.61,     6.39,     7.52
        7.0,       8.20,     8.64,     8.64,     7.03,     8.48
        8.0,       9.09,     9.65,     9.65,     7.63,     9.42
        9.0,       9.95,    10.64,    10.64,     8.20,    10.34
       10.0,      10.80,    11.61,    11.61,     8.75,    11.23
       11.0,      11.62,    12.56,    12.56,     9.28,    12.10
       12.0,      12.43,    13.50,    13.50,     9.79,    12.96
       13.0,      13.23,    14.42,    14.42,    10.28,    13.80
       14.0,      14.01,    15.33,    15.33,    10.76,    14.63
       15.0,      14.78,    16.23,    16.23,    11.23,    15.44
       16.0,      15.54,    17.12,    17.12,    11.69,    16.25
       17.0,      16.29,    18.00,    18.00,    12.13,    17.04
       18.0,      17.03,    18.87,    18.87,    12.56,    17.82
       19.0,      17.76,    19.73,    19.73,    12.99,    18.60
       20.0,      18.49,    20.59,    20.59,    13.41,    19.36
       21.0,      19.20,    21.44,    21.44,    13.81,    20.12
       22.0,      19.91,    22.28,    22.28,    14.22,    20.87
       23.0,      20.61,    23.12,    23.12,    14.61,    21.61
       24.0,      21.33,    23.98,    23.97,    15.01,    22.37
       25.0,      22.08,    24.89,    24.86,    15.41,    23.15
       26.0,      22.88,    25.86,    25.81,    15.84,    23.99
       27.0,      23.73,    26.90,    26.85,    16.29,    24.90
       28.0,      24.64,    27.99,    27.95,    16.77,    25.87
       29.0,      25.59,    29.11,    29.09,    17.27,    26.87
       30.0,      26.53,    30.22,    30.24,    17.77,    27.88
       31.0,      27.42,    31.26,    31.33,    18.25,    28.83
       32.0,      28.22,    32.20,    32.31,    18.68,    29.69
       33.0,      28.88,    32.97,    33.12,    19.04,    30.40
       34.0,      29.39,    33.57,    33.73,    19.32,    30.94
       35.0,      29.72,    33.98,    34.11,    19.50,    31.28
       36.0,      29.88,    34.20,    34.29,    19.59,    31.43
       37.0,      29.89,    34.27,    34.28,    19.59,    31.43
       38.0,      29.79,    34.22,    34.12,    19.52,    31.29
       39.0,      29.61,    34.10,    33.85,    19.41,    31.06
       40.0,      29.38,    33.93,    33.54,    19.27,    30.78
       41.0,      29.15,    33.75,    33.21,    19.12,    30.49
       42.0,      28.92,    33.59,    32.89,    18.98,    30.21
       43.0,      28.71,    33.43,    32.60,    18.84,    29.95
       44.0,      28.51,    33.28,    32.33,    18.72,    29.71
       45.0,      28.32,    33.14,    32.07,    18.60,    29.49
       46.0,      28.14,    33.00,    31.82,    18.49,    29.27
       47.0,      27.96,    32.87,    31.57,    18.37,    29.05
       48.0,      27.79,    32.73,    31.33,    18.26,    28.84
       49.0,      27.62,    32.59,    31.09,    18.16,    28.63
       50.0,      27.45,    32.45,    30.86,    18.05,    28.42
       51.0,      27.28,    32.32,    30.63,    17.94,    28.22
       52.0,      27.11,    32.18,    30.41,    17.84,    28.03
       53.0,      26.95,    32.05,    30.19,    17.74,    27.83
       54.0,      26.79,    31.91,    29.98,    17.64,    27.64
       55.0,      26.64,    31.78,    29.77,    17.54,    27.46
       56.0,      26.48,    31.64,    29.56,    17.44,    27.28
       57.0,      26.33,    31.51,    29.36,    17.35,    27.10
       58.0,      26.18,    31.38,    29.16,    17.25,    26.92
       59.0,      26.03,    31.25,    28.96,    17.16,    26.74
       60.0,      25.88,    31.12,    28.77,    17.07,    26.57
       61.0,      25.74,    30.99,    28.58,    16.97,    26.40
       62.0,      25.59,    30.86,    28.39,    16.88,    26.24
       63.0,      25.45,    30.73,    28.21,    16.80,    26.08
       64.0,      25.31,    30.60,    28.03,    16.71,    25.92
       65.0,      25.17,    30.47,    27.85,    16.62,    25.76
       66.0,      25.04,    30.34,    27.67,    16.54,    25.60
       67.0,      24.90,    30.21,    27.50,    16.45,    25.45
       68.0,      24.77,    30.09,    27.33,    16.37,    25.30
       69.0,      24.64,    29.96,    27.16,    16.29,    25.15
       70.0,      24.51,    29.83,    27.00,    16.21,    25.00
       71.0,      24.38,    29.71,    26.83,    16.13,    24.85
       72.0,      24.25,    29.58,    26.67,    16.05,    24.71
       73.0,      24.13,    29.46,    26.51,    15.97,    24.57
       74.0,      24.00,    29.34,    26.36,    15.89,    24.43
       75.0,      23.88,    29.21,    26.20,    15.81,    24.29
       76.0,      23.76,    29.09,    26.05,    15.73,    24.15
       77.0,      23.64,    28.97,    25.90,    15.66,    24.02
       78.0,      23.52,    28.85,    25.75,    15.58,    23.88
       79.0,      23.40,    28.73,    25.60,    15.51,    23.75
       80.0,      23.28,    28.61,    25.46,    15.44,    23.62
       81.0,      23.16,    28.49,    25.31,    15.36,    23.49
       82.0,      23.05,    28.37,    25.17,    15.29,    23.37
       83.0,      22.93,    28.25,    25.03,    15.22,    23.24
       84.0,      22.82,    28.13,    24.89,    15.15,    23.12
       85.0,      22.71,    28.01,    24.75,    15.08,    22.99
       86.0,      22.60,    27.89,    24.62,    15.01,    22.87
       87.0,      22.49,    27.78,    24.48,    14.94,    22.75
       88.0,      22.38,    27.66,    24.35,    14.87,    22.63
       89.0,      22.27,    27.54,    24.22,    14.80,    22.51
       90.0,      22.16,    27.43,    24.09,    14.74,    22.39
       91.0,      22.06,    27.31,    23.96,    14.67,    22.28
       92.0,      21.95,    27.20,    23.83,    14.60,    22.16
       93.0,      21.84,    27.08,    23.71,    14.54,    22.05
       94.0,      21.74,    26.97,    23.58,    14.47,    21.94
       95.0,      21.64,    26.86,    23.46,    14.41,    21.82
       96.0,      21.53,    26.74,    23.33,    14.34,    21.71
       97.0,      21.43,    26.63,    23.21,    14.28,    21.60
       98.0,      21.33,    26.52,    23.09,    14.22,    21.49
       99.0,      21.23,    26.41,    22.97,    14.15,    21.39
      100.0,      21.13,    26.30,    22.85,    14.09,    21.28
      101.0,      21.03,    26.19,    22.73,    14.03,    21.17
      102.0,      20.93,    26.08,    22.62,    13.97,    21.07
      103.0,      20.83,    25.97,    22.50,    13.91,    20.96
      104.0,      20.74,    25.86,    22.39,    13.84,    20.86
      105.0,      20.64,    25.75,    22.27,    13.78,    20.76
      106.0,      20.55,    25.64,    22.16,    13.72,    20.65
      107.0,      20.45,    25.54,    22.05,    13.66,    20.55
      108.0,      20.36,    25.43,    21.94,    13.60,    20.45
      109.0,      20.26,    25.32,    21.83,    13.55,    20.35
      110.0,      20.17,    25.22,    21.72,    13.49,    20.25
      111.0,      20.08,    25.11,    21.61,    13.43,    20.15
      112.0,      19.98,    25.00,    21.50,    13.37,    20.06
      113.0,      19.89,    24.90,    21.39,    13.31,    19.96
      114.0,      19.80,    24.79,    21.29,    13.26,    19.86
      115.0,      19.71,    24.69,    21.18,    13.20,    19.77
      116.0,      19.62,    24.59,    21.08,    13.14,    19.67
      117.0,      19.53,    24.48,    20.97,    13.09,    19.58
      118.0,      19.44,    24.38,    20.87,    13.03,    19.48
      119.0,      19.35,    24.28,    20.77,    12.97,    19.39
      120.0,      19.26,    24.18,    20.66,    12.92,    19.30
      121.0,      19.18,    24.08,    20.56,    12.86,    19.21
      122.0,      19.09,    23.97,    20.46,    12.81,    19.12
      123.0,      19.00,    23.87,    20.36,    12.76,    19.02
      124.0,      18.92,    23.77,    20.26,    12.70,    18.93
      125.0,      18.83,    23.67,    20.16,    12.65,    18.84
      126.0,      18.75,    23.57,    20.07,    12.59,    18.76
      127.0,      18.66,    23.48,    19.97,    12.54,    18.67
      128.0,      18.58,    23.38,    19.87,    12.49,    18.58
      129.0,      18.49,    23.28,    19.77,    12.43,    18.49
      130.0,      18.41,    23.18,    19.68,    12.38,    18.40
      131.0,      18.33,    23.08,    19.58,    12.33,    18.32
      132.0,      18.25,    22.99,    19.49,    12.28,    18.23
      133.0,      18.16,    22.89,    19.40,    12.23,    18.15
      134.0,      18.08,    22.80,    19.30,    12.17,    18.06
      135.0,      18.00,    22.70,    19.21,    12.12,    17.98
      136.0,      17.92,    22.60,    19.12,    12.07,    17.89
      137.0,      17.84,    22.51,    19.03,    12.02,    17.81
      138.0,      17.76,    22.41,    18.93,    11.97,    17.73
      139.0,      17.68,    22.32,    18.84,    11.92,    17.64
      140.0,      17.60,    22.23,    18.75,    11.87,    17.56
      141.0,      17.52,    22.13,    18.66,    11.82,    17.48
      142.0,      17.45,    22.04,    18.57,    11.77,    17.40
      143.0,      17.37,    21.95,    18.49,    11.72,    17.32
      144.0,      17.29,    21.86,    18.40,    11.67,    17.24
      145.0,      17.21,    21.76,    18.31,    11.63,    17.16
      146.0,      17.14,    21.67,    18.22,    11.58,    17.08
      147.0,      17.06,    21.58,    18.14,    11.53,    17.00
      148.0,      16.99,    21.49,    18.05,    11.48,    16.92
      149.0,      16.91,    21.40,    17.96,    11.43,    16.84
      150.0,      16.83,    21.31,    17.88,    11.39,    16.76
      151.0,      16.76,    21.22,    17.79,    11.34,    16.69
      152.0,      16.69,    21.13,    17.71,    11.29,    16.61
      153.0,      16.61,    21.05,    17.63,    11.24,    16.53
      154.0,      16.54,    20.96,    17.54,    11.20,    16.46
      155.0,      16.46,    20.87,    17.46,    11.15,    16.38
      156.0,      16.39,    20.78,    17.38,    11.10,    16.30
      157.0,      16.32,    20.69,    17.29,    11.06,    16.23
      158.0,      16.25,    20.61,    17.21,    11.01,    16.15
      159.0,      16.17,    20.52,    17.13,    10.97,    16.08
      160.0,      16.10,    20.44,    17.05,    10.92,    16.01
      161.0,      16.03,    20.35,    16.97,    10.88,    15.93
      162.0,      15.96,    20.26,    16.89,    10.83,    15.86
      163.0,      15.89,    20.18,    16.81,    10.79,    15.79
      164.0,      15.82,    20.09,    16.73,    10.74,    15.71
      165.0,      15.75,    20.01,    16.65,    10.70,    15.64
      166.0,      15.68,    19.93,    16.57,    10.65,    15.57
      167.0,      15.61,    19.84,    16.50,    10.61,    15.50
      168.0,      15.54,    19.76,    16.42,    10.56,    15.43
      169.0,      15.47,    19.68,    16.34,    10.52,    15.36
      170.0,      15.41,    19.59,    16.26,    10.48,    15.29
      171.0,      15.34,    19.51,    16.19,    10.43,    15.22
      172.0,      15.27,    19.43,    16.11,    10.39,    15.15
      173.0,      15.20,    19.35,    16.04,    10.35,    15.08
      174.0,      15.14,    19.27,    15.96,    10.30,    15.01
      175.0,      15.07,    19.19,    15.89,    10.26,    14.94
      176.0,      15.00,    19.11,    15.81,    10.22,    14.87
      177.0,      14.94,    19.03,    15.74,    10.18,    14.80
      178.0,      14.87,    18.95,    15.66,    10.14,    14.74
      179.0,      14.80,    18.87,    15.59,    10.09,    14.67
      180.0,      14.74,    18.79,    15.52,    10.05,    14.60
      181.0,      14.67,    18.71,    15.44,    10.01,    14.53
      182.0,      14.61,    18.63,    15.37,     9.97,    14.47
      183.0,      14.55,    18.55,    15.30,     9.93,    14.40
      184.0,      14.48,    18.47,    15.23,     9.89,    14.34
      185.0,      14.42,    18.40,    15.16,     9.85,    14.27
      186.0,      14.35,    18.32,    15.08,     9.81,    14.21
      187.0,      14.29,    18.24,    15.01,     9.76,    14.14
      188.0,      14.23,    18.17,    14.94,     9.72,    14.08
      189.0,      14.17,    18.09,    14.87,     9.68,    14.01
      190.0,      14.10,    18.01,    14.80,     9.64,    13.95
      191.0,      14.04,    17.94,    14.74,     9.60,    13.88
      192.0,      13.98,    17.86,    14.67,     9.57,    13.82
      193.0,      13.92,    17.79,    14.60,     9.53,    13.76
      194.0,      13.86,    17.71,    14.53,     9.49,    13.70
      195.0,      13.80,    17.64,    14.46,     9.45,    13.63
      196.0,      13.73,    17.57,    14.39,     9.41,    13.57
      197.0,      13.67,    17.49,    14.33,     9.37,    13.51
      198.0,      13.61,    17.42,    14.26,     9.33,    13.45
      199.0,      13.55,    17.35,    14.19,     9.29,    13.39
      200.0,      13.49,    17.27,    14.13,     9.25,    13.33
      201.0,      13.44,    17.20,    14.06,     9.22,    13.26
      202.0,      13.38,    17.13,    13.99,     9.18,    13.20
      203.0,      13.32,    17.06,    13.93,     9.14,    13.14
      204.0,      13.26,    16.99,    13.86,     9.10,    13.08
      205.0,      13.20,    16.91,    13.80,     9.07,    13.02
      206.0,      13.14,    16.84,    13.73,     9.03,    12.97
      207.0,      13.09,    16.77,    13.67,     8.99,    12.91
      208.0,      13.03,    16.70,    13.61,     8.95,    12.85
      209.0,      12.97,    16.63,    13.54,     8.92,    12.79
      210.0,      12.91,    16.56,    13.48,     8.88,    12.73
      211.0,      12.86,    16.49,    13.42,     8.84,    12.67
      212.0,      12.80,    16.42,    13.35,     8.81,    12.62
      213.0,      12.74,    16.36,    13.29,     8.77,    12.56
      214.0,      12.69,    16.29,    13.23,     8.73,    12.50
      215.0,      12.63,    16.22,    13.17,     8.70,    12.44
      216.0,      12.58,    16.15,    13.11,     8.66,    12.39
      217.0,      12.52,    16.08,    13.05,     8.63,    12.33
      218.0,      12.47,    16.02,    12.98,     8.59,    12.27
      219.0,      12.41,    15.95,    12.92,     8.56,    12.22
      220.0,      12.36,    15.88,    12.86,     8.52,    12.16
      221.0,      12.30,    15.81,    12.80,     8.49,    12.11
      222.0,      12.25,    15.75,    12.74,     8.45,    12.05
      223.0,      12.20,    15.68,    12.68,     8.42,    12.00
      224.0,      12.14,    15.62,    12.63,     8.38,    11.94
      225.0,      12.09,    15.55,    12.57,     8.35,    11.89
      226.0,      12.04,    15.49,    12.51,     8.31,    11.84
      227.0,      11.98,    15.42,    12.45,     8.28,    11.78
      228.0,      11.93,    15.36,    12.39,     8.24,    11.73
      229.0,      11.88,    15.29,    12.33,     8.21,    11.67
      230.0,      11.83,    15.23,    12.28,     8.18,    11.62
      231.0,      11.77,    15.16,    12.22,     8.14,    11.57
      232.0,      11.72,    15.10,    12.16,     8.11,    11.52
      233.0,      11.67,    15.04,    12.11,     8.08,    11.46
      234.0,      11.62,    14.97,    12.05,     8.04,    11.41
      235.0,      11.57,    14.91,    11.99,     8.01,    11.36
      236.0,      11.52,    14.85,    11.94,     7.98,    11.31
      237.0,      11.47,    14.79,    11.88,     7.94,    11.26
      238.0,      11.42,    14.72,    11.83,     7.91,    11.21
      239.0,      11.37,    14.66,    11.77,     7.88,    11.15
      240.0,      11.32,    14.60,    11.72,     7.85,    11.10
      241.0,      11.27,    14.54,    11.66,     7.81,    11.05
      242.0,      11.22,    14.48,    11.61,     7.78,    11.00
      243.0,      11.17,    14.42,    11.55,     7.75,    10.95
      244.0,      11.12,    14.36,    11.50,     7.72,    10.90
      245.0,      11.07,    14.30,    11.44,     7.69,    10.85
      246.0,      11.02,    14.24,    11.39,     7.65,    10.80
      247.0,      10.97,    14.18,    11.34,     7.62,    10.76
      248.0,      10.93,    14.12,    11.29,     7.59,    10.71
      249.0,      10.88,    14.06,    11.23,     7.56,    10.66
      250.0,      10.83,    14.00,    11.18,     7.53,    10.61
      251.0,      10.78,    13.94,    11.13,     7.50,    10.56
      252.0,      10.74,    13.88,    11.08,     7.47,    10.51
      253.0,      10.69,    13.83,    11.02,     7.44,    10.47
      254.0,      10.64,    13.77,    10.97,     7.41,    10.42
      255.0,      10.59,    13.71,    10.92,     7.38,    10.37
      256.0,      10.55,    13.65,    10.87,     7.35,    10.32
      257.0,      10.50,    13.60,    10.82,     7.32,    10.28
      258.0,      10.46,    13.54,    10.77,     7.28,    10.23
      259.0,      10.41,    13.48,    10.72,     7.25,    10.18
      260.0,      10.36,    13.43,    10.67,     7.23,    10.14
      261.0,      10.32,    13.37,    10.62,     7.20,    10.09
      262.0,      10.27,    13.31,    10.57,     7.17,    10.04
      263.0,      10.23,    13.26,    10.52,     7.14,    10.00
      264.0,      10.18,    13.20,    10.47,     7.11,     9.95
      265.0,      10.14,    13.15,    10.42,     7.08,     9.91
      266.0,      10.09,    13.09,    10.38,     7.05,     9.86
      267.0,      10.05,    13.04,    10.33,     7.02,     9.82
      268.0,      10.01,    12.98,    10.28,     6.99,     9.77
      269.0,       9.96,    12.93,    10.23,     6.96,     9.73
      270.0,       9.92,    12.87,    10.18,     6.93,     9.69
      271.0,       9.88,    12.82,    10.14,     6.90,     9.64
      272.0,       9.83,    12.77,    10.09,     6.88,     9.60
      273.0,       9.79,    12.71,    10.04,     6.85,     9.55
      274.0,       9.75,    12.66,     9.99,     6.82,     9.51
      275.0,       9.70,    12.61,     9.95,     6.79,     9.47
      276.0,       9.66,    12.55,     9.90,     6.76,     9.42
      277.0,       9.62,    12.50,     9.86,     6.74,     9.38
      278.0,       9.58,    12.45,     9.81,     6.71,     9.34
      279.0,       9.53,    12.40,     9.76,     6.68,     9.30
      280.0,       9.49,    12.34,     9.72,     6.65,     9.25
      281.0,       9.45,    12.29,     9.67,     6.63,     9.21
      282.0,       9.41,    12.24,     9.63,     6.60,     9.17
      283.0,       9.37,    12.19,     9.58,     6.57,     9.13
      284.0,       9.33,    12.14,     9.54,     6.54,     9.09
      285.0,       9.29,    12.09,     9.49,     6.52,     9.05
      286.0,       9.25,    12.04,     9.45,     6.49,     9.00
      287.0,       9.20,    11.99,     9.41,     6.46,     8.96
      288.0,       9.16,    11.94,     9.36,     6.44,     8.92
      289.0,       9.12,    11.89,     9.32,     6.41,     8.88
      290.0,       9.08,    11.84,     9.27,     6.38,     8.84
      291.0,       9.04,    11.79,     9.23,     6.36,     8.80
      292.0,       9.01,    11.74,     9.19,     6.33,     8.76
      293.0,       8.97,    11.69,     9.15,     6.31,     8.72
      294.0,       8.93,    11.64,     9.10,     6.28,     8.68
      295.0,       8.89,    11.59,     9.06,     6.25,     8.64
      296.0,       8.85,    11.54,     9.02,     6.23,     8.60
      297.0,       8.81,    11.49,     8.98,     6.20,     8.57
      298.0,       8.77,    11.45,     8.93,     6.18,     8.53
      299.0,       8.73,    11.40,     8.89,     6.15,     8.49
      300.0,       8.69,    11.35,     8.85,     6.13,     8.45
      301.0,       8.66,    11.30,     8.81,     6.10,     8.41
      302.0,       8.62,    11.25,     8.77,     6.08,     8.37
      303.0,       8.58,    11.21,     8.73,     6.05,     8.33
      304.0,       8.54,    11.16,     8.69,     6.03,     8.30
      305.0,       8.51,    11.11,     8.65,     6.00,     8.26
      306.0,       8.47,    11.07,     8.61,     5.98,     8.22
      307.0,       8.43,    11.02,     8.57,     5.95,     8.18
      308.0,       8.39,    10.97,     8.53,     5.93,     8.15
      309.0,       8.36,    10.93,     8.49,     5.90,     8.11
      310.0,       8.32,    10.88,     8.45,     5.88,     8.07
      311.0,       8.28,    10.84,     8.41,     5.86,     8.04
      312.0,       8.25,    10.79,     8.37,     5.83,     8.00
      313.0,       8.21,    10.75,     8.33,     5.81,     7.96
      314.0,       8.18,    10.70,     8.29,     5.78,     7.93
      315.0,       8.14,    10.66,     8.25,     5.76,     7.89
      316.0,       8.10,    10.61,     8.21,     5.74,     7.86
      317.0,       8.07,    10.57,     8.18,     5.71,     7.82
      318.0,       8.03,    10.52,     8.14,     5.69,     7.78
      319.0,       8.00,    10.48,     8.10,     5.67,     7.75
      320.0,       7.96,    10.44,     8.06,     5.64,     7.71
      321.0,       7.93,    10.39,     8.02,     5.62,     7.68
      322.0,       7.89,    10.35,     7.99,     5.60,     7.64
      323.0,       7.86,    10.30,     7.95,     5.57,     7.61
      324.0,       7.82,    10.26,     7.91,     5.55,     7.57
      325.0,       7.79,    10.22,     7.88,     5.53,     7.54
      326.0,       7.76,    10.18,     7.84,     5.50,     7.51
      327.0,       7.72,    10.13,     7.80,     5.48,     7.47
      328.0,       7.69,    10.09,     7.77,     5.46,     7.44
      329.0,       7.65,    10.05,     7.73,     5.44,     7.40
      330.0,       7.62,    10.01,     7.69,     5.41,     7.37
      331.0,       7.59,     9.96,     7.66,     5.39,     7.34
      332.0,       7.55,     9.92,     7.62,     5.37,     7.30
      333.0,       7.52,     9.88,     7.59,     5.35,     7.27
      334.0,       7.49,     9.84,     7.55,     5.33,     7.24
      335.0,       7.46,     9.80,     7.52,     5.30,     7.20
      336.0,       7.42,     9.76,     7.48,     5.28,     7.17
      337.0,       7.39,     9.72,     7.45,     5.26,     7.14
      338.0,       7.36,     9.68,     7.41,     5.24,     7.11
      339.0,       7.33,     9.64,     7.38,     5.22,     7.07
