Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       1.90,     1.78,     1.78,     2.09,     1.95
        2.0,       3.21,     3.12,     3.12,     3.33,     3.27
        3.0,       4.37,     4.34,     4.34,     4.38,     4.42
        4.0,       5.44,     5.48,     5.48,     5.32,     5.48
        5.0,       6.45,     6.57,     6.57,     6.18,     6.47
        6.0,       7.41,     7.62,     7.62,     6.99,     7.41
        7.0,       8.33,     8.64,     8.64,     7.75,     8.31
        8.0,       9.23,     9.62,     9.62,     8.49,     9.18
        9.0,      10.10,    10.59,    10.59,     9.19,    10.03
       10.0,      10.95,    11.54,    11.54,     9.87,    10.85
       11.0,      11.78,    12.47,    12.47,    10.52,    11.65
       12.0,      12.59,    13.38,    13.38,    11.16,    12.43
       13.0,      13.38,    14.28,    14.28,    11.78,    13.19
       14.0,      14.16,    15.17,    15.17,    12.38,    13.94
       15.0,      14.93,    16.04,    16.04,    12.97,    14.68
       16.0,      15.69,    16.91,    16.91,    13.55,    15.40
       17.0,      16.44,    17.76,    17.76,    14.11,    16.12
       18.0,      17.17,    18.60,    18.60,    14.67,    16.82
       19.0,      17.90,    19.44,    19.44,    15.21,    17.51
       20.0,      18.62,    20.27,    20.27,    15.75,    18.19
       21.0,      19.33,    21.09,    21.09,    16.28,    18.87
       22.0,      20.04,    21.93,    21.91,    16.79,    19.53
       23.0,      20.77,    22.81,    22.77,    17.31,    20.19
       24.0,      21.53,    23.77,    23.68,    17.82,    20.86
       25.0,      22.35,    24.83,    24.67,    18.34,    21.55
       26.0,      23.23,    25.99,    25.76,    18.90,    22.29
       27.0,      24.18,    27.23,    26.92,    19.49,    23.07
       28.0,      25.16,    28.50,    28.12,    20.13,    23.89
       29.0,      26.15,    29.75,    29.32,    20.80,    24.74
       30.0,      27.11,    30.90,    30.45,    21.47,    25.59
       31.0,      27.97,    31.91,    31.47,    22.12,    26.40
       32.0,      28.71,    32.71,    32.30,    22.71,    27.13
       33.0,      29.29,    33.28,    32.93,    23.20,    27.75
       34.0,      29.69,    33.62,    33.35,    23.57,    28.23
       35.0,      29.91,    33.73,    33.55,    23.80,    28.56
       36.0,      29.97,    33.66,    33.57,    23.90,    28.75
       37.0,      29.89,    33.45,    33.45,    23.87,    28.81
       38.0,      29.72,    33.15,    33.23,    23.75,    28.77
       39.0,      29.49,    32.81,    32.95,    23.55,    28.66
       40.0,      29.23,    32.45,    32.66,    23.32,    28.51
       41.0,      28.97,    32.10,    32.37,    23.07,    28.34
       42.0,      28.72,    31.77,    32.09,    22.83,    28.19
       43.0,      28.48,    31.45,    31.83,    22.60,    28.04
       44.0,      28.25,    31.14,    31.57,    22.39,    27.91
       45.0,      28.03,    30.83,    31.31,    22.20,    27.78
       46.0,      27.81,    30.53,    31.06,    22.01,    27.65
       47.0,      27.60,    30.24,    30.81,    21.82,    27.52
       48.0,      27.39,    29.95,    30.56,    21.64,    27.40
       49.0,      27.18,    29.67,    30.32,    21.47,    27.27
       50.0,      26.98,    29.39,    30.07,    21.29,    27.15
       51.0,      26.78,    29.12,    29.84,    21.13,    27.03
       52.0,      26.58,    28.85,    29.60,    20.96,    26.90
       53.0,      26.38,    28.59,    29.37,    20.80,    26.78
       54.0,      26.19,    28.33,    29.14,    20.64,    26.66
       55.0,      26.00,    28.08,    28.91,    20.49,    26.54
       56.0,      25.82,    27.83,    28.69,    20.33,    26.41
       57.0,      25.63,    27.58,    28.47,    20.18,    26.29
       58.0,      25.45,    27.35,    28.25,    20.04,    26.17
       59.0,      25.27,    27.11,    28.04,    19.89,    26.05
       60.0,      25.10,    26.88,    27.82,    19.75,    25.93
       61.0,      24.93,    26.66,    27.61,    19.62,    25.82
       62.0,      24.75,    26.43,    27.40,    19.48,    25.70
       63.0,      24.59,    26.22,    27.20,    19.35,    25.58
       64.0,      24.42,    26.00,    27.00,    19.22,    25.46
       65.0,      24.26,    25.79,    26.80,    19.09,    25.35
       66.0,      24.10,    25.59,    26.60,    18.96,    25.23
       67.0,      23.94,    25.39,    26.40,    18.84,    25.12
       68.0,      23.78,    25.19,    26.21,    18.72,    25.00
       69.0,      23.62,    25.00,    26.02,    18.60,    24.89
       70.0,      23.47,    24.80,    25.83,    18.48,    24.77
       71.0,      23.32,    24.62,    25.64,    18.36,    24.66
       72.0,      23.17,    24.43,    25.46,    18.25,    24.55
       73.0,      23.03,    24.25,    25.28,    18.13,    24.44
       74.0,      22.88,    24.08,    25.10,    18.02,    24.32
       75.0,      22.74,    23.90,    24.92,    17.91,    24.21
       76.0,      22.60,    23.73,    24.75,    17.80,    24.10
       77.0,      22.46,    23.56,    24.57,    17.70,    23.99
       78.0,      22.32,    23.40,    24.40,    17.59,    23.88
       79.0,      22.18,    23.24,    24.23,    17.49,    23.77
       80.0,      22.05,    23.08,    24.07,    17.39,    23.67
       81.0,      21.92,    22.92,    23.90,    17.29,    23.56
       82.0,      21.79,    22.77,    23.74,    17.19,    23.45
       83.0,      21.66,    22.62,    23.58,    17.09,    23.34
       84.0,      21.53,    22.47,    23.42,    16.99,    23.24
       85.0,      21.40,    22.33,    23.26,    16.89,    23.13
