Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       1.91,     1.80,     1.80,     2.09,     1.96
        2.0,       3.22,     3.14,     3.14,     3.33,     3.27
        3.0,       4.38,     4.36,     4.36,     4.38,     4.42
        4.0,       5.44,     5.49,     5.49,     5.31,     5.48
        5.0,       6.44,     6.57,     6.57,     6.17,     6.47
        6.0,       7.40,     7.61,     7.61,     6.97,     7.40
        7.0,       8.32,     8.61,     8.61,     7.73,     8.30
        8.0,       9.20,     9.59,     9.59,     8.46,     9.17
        9.0,      10.06,    10.55,    10.55,     9.15,    10.00
       10.0,      10.90,    11.48,    11.48,     9.82,    10.82
       11.0,      11.72,    12.39,    12.39,    10.47,    11.61
       12.0,      12.52,    13.29,    13.29,    11.10,    12.39
       13.0,      13.30,    14.18,    14.18,    11.72,    13.15
       14.0,      14.08,    15.05,    15.05,    12.31,    13.89
       15.0,      14.83,    15.91,    15.91,    12.90,    14.62
       16.0,      15.58,    16.76,    16.76,    13.47,    15.34
       17.0,      16.32,    17.59,    17.59,    14.03,    16.04
       18.0,      17.04,    18.42,    18.42,    14.58,    16.74
       19.0,      17.76,    19.24,    19.24,    15.12,    17.42
       20.0,      18.46,    20.05,    20.05,    15.65,    18.10
       21.0,      19.16,    20.86,    20.86,    16.17,    18.77
       22.0,      19.86,    21.68,    21.66,    16.68,    19.43
       23.0,      20.57,    22.55,    22.47,    17.19,    20.08
       24.0,      21.32,    23.50,    23.33,    17.69,    20.75
       25.0,      22.11,    24.55,    24.26,    18.21,    21.43
       26.0,      22.97,    25.69,    25.28,    18.76,    22.16
       27.0,      23.89,    26.92,    26.38,    19.34,    22.93
       28.0,      24.86,    28.18,    27.53,    19.97,    23.75
       29.0,      25.83,    29.41,    28.70,    20.62,    24.59
       30.0,      26.77,    30.55,    29.83,    21.28,    25.43
       31.0,      27.63,    31.53,    30.84,    21.91,    26.23
       32.0,      28.36,    32.31,    31.70,    22.48,    26.95
       33.0,      28.94,    32.86,    32.37,    22.96,    27.56
       34.0,      29.34,    33.17,    32.81,    23.33,    28.03
       35.0,      29.56,    33.26,    33.04,    23.57,    28.36
       36.0,      29.62,    33.17,    33.07,    23.68,    28.55
       37.0,      29.54,    32.94,    32.94,    23.67,    28.61
       38.0,      29.36,    32.63,    32.70,    23.56,    28.56
       39.0,      29.13,    32.27,    32.39,    23.39,    28.46
       40.0,      28.86,    31.90,    32.06,    23.18,    28.31
       41.0,      28.59,    31.54,    31.73,    22.95,    28.15
       42.0,      28.34,    31.20,    31.41,    22.73,    27.99
       43.0,      28.09,    30.87,    31.12,    22.52,    27.85
       44.0,      27.86,    30.55,    30.83,    22.33,    27.72
       45.0,      27.63,    30.24,    30.55,    22.15,    27.59
       46.0,      27.41,    29.93,    30.28,    21.98,    27.47
