Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       2.19,     2.17,     2.20,     2.24,     2.17
        2.0,       3.89,     3.86,     3.89,     3.92,     3.86
        3.0,       5.43,     5.42,     5.43,     5.45,     5.42
        4.0,       6.89,     6.89,     6.89,     6.88,     6.89
        5.0,       8.28,     8.31,     8.28,     8.24,     8.31
        6.0,       9.63,     9.67,     9.62,     9.55,     9.67
        7.0,      10.94,    11.00,    10.93,    10.82,    11.00
        8.0,      12.21,    12.30,    12.20,    12.05,    12.30
        9.0,      13.46,    13.57,    13.44,    13.26,    13.57
       10.0,      14.68,    14.82,    14.66,    14.44,    14.82
       11.0,      15.89,    16.05,    15.86,    15.60,    16.05
       12.0,      17.08,    17.27,    17.04,    16.75,    17.28
       13.0,      18.29,    18.51,    18.22,    17.90,    18.54
       14.0,      19.55,    19.82,    19.42,    19.10,    19.87
       15.0,      20.89,    21.21,    20.68,    20.37,    21.30
       16.0,      22.33,    22.72,    22.03,    21.74,    22.85
       17.0,      23.87,    24.31,    23.47,    23.19,    24.50
       18.0,      25.47,    25.98,    25.00,    24.71,    26.20
       19.0,      27.10,    27.64,    26.57,    26.25,    27.91
       20.0,      28.67,    29.25,    28.13,    27.75,    29.54
       21.0,      30.12,    30.73,    29.61,    29.14,    31.02
       22.0,      31.40,    32.01,    30.93,    30.36,    32.29
       23.0,      32.44,    33.05,    32.05,    31.37,    33.30
       24.0,      33.23,    33.83,    32.92,    32.13,    34.05
       25.0,      33.77,    34.36,    33.53,    32.65,    34.52
       26.0,      34.07,    34.66,    33.89,    32.95,    34.77
       27.0,      34.18,    34.78,    34.04,    33.06,    34.82
       28.0,      34.14,    34.76,    34.02,    33.03,    34.75
       29.0,      34.02,    34.67,    33.89,    32.92,    34.60
       30.0,      33.85,    34.53,    33.69,    32.77,    34.42
       31.0,      33.67,    34.39,    33.48,    32.60,    34.23
       32.0,      33.50,    34.25,    33.27,    32.44,    34.05
       33.0,      33.34,    34.13,    33.07,    32.29,    33.88
       34.0,      33.18,    34.00,    32.89,    32.14,    33.71
       35.0,      33.03,    33.88,    32.71,    32.00,    33.54
       36.0,      32.88,    33.76,    32.53,    31.86,    33.37
       37.0,      32.73,    33.64,    32.36,    31.72,    33.21
       38.0,      32.58,    33.52,    32.19,    31.58,    33.05
       39.0,      32.44,    33.40,    32.03,    31.44,    32.89
       40.0,      32.29,    33.28,    31.86,    31.30,    32.72
       41.0,      32.15,    33.16,    31.70,    31.16,    32.57
       42.0,      32.00,    33.04,    31.54,    31.02,    32.41
       43.0,      31.86,    32.92,    31.38,    30.89,    32.25
       44.0,      31.72,    32.80,    31.22,    30.75,    32.09
       45.0,      31.58,    32.69,    31.07,    30.62,    31.94
       46.0,      31.44,    32.57,    30.91,    30.49,    31.79
       47.0,      31.30,    32.45,    30.76,    30.35,    31.64
       48.0,      31.16,    32.34,    30.61,    30.22,    31.48
       49.0,      31.03,    32.22,    30.46,    30.09,    31.33
       50.0,      30.89,    32.11,    30.32,    29.96,    31.19
       51.0,      30.76,    32.00,    30.17,    29.83,    31.04
       52.0,      30.63,    31.88,    30.03,    29.70,    30.89
       53.0,      30.50,    31.77,    29.89,    29.57,    30.75
       54.0,      30.36,    31.66,    29.75,    29.45,    30.60
       55.0,      30.23,    31.55,    29.61,    29.32,    30.46
       56.0,      30.11,    31.44,    29.47,    29.19,    30.32
       57.0,      29.98,    31.33,    29.34,    29.07,    30.18
       58.0,      29.85,    31.22,    29.20,    28.94,    30.04
       59.0,      29.73,    31.11,    29.07,    28.82,    29.90
       60.0,      29.60,    31.00,    28.94,    28.70,    29.76
       61.0,      29.48,    30.89,    28.81,    28.58,    29.63
