Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       2.09,     1.94,     2.11,     2.36,     1.94
        2.0,       3.67,     3.59,     3.74,     3.76,     3.59
        3.0,       5.11,     5.14,     5.21,     4.94,     5.14
        4.0,       6.46,     6.63,     6.60,     5.99,     6.63
        5.0,       7.76,     8.08,     7.93,     6.95,     8.08
        6.0,       9.01,     9.49,     9.21,     7.86,     9.49
        7.0,      10.23,    10.88,    10.45,     8.71,    10.88
        8.0,      11.42,    12.25,    11.66,     9.53,    12.25
        9.0,      12.59,    13.59,    12.85,    10.31,    13.59
       10.0,      13.73,    14.92,    14.01,    11.07,    14.92
       11.0,      14.85,    16.24,    15.15,    11.80,    16.23
       12.0,      15.97,    17.55,    16.28,    12.53,    17.54
       13.0,      17.11,    18.89,    17.42,    13.26,    18.85
       14.0,      18.29,    20.30,    18.62,    14.03,    20.22
       15.0,      19.57,    21.81,    19.91,    14.86,    21.70
       16.0,      20.96,    23.46,    21.32,    15.74,    23.32
       17.0,      22.46,    25.24,    22.83,    16.66,    25.10
       18.0,      24.03,    27.10,    24.41,    17.60,    27.01
       19.0,      25.62,    28.98,    26.01,    18.53,    28.97
       20.0,      27.17,    30.80,    27.56,    19.40,    30.91
       21.0,      28.59,    32.48,    28.99,    20.18,    32.72
       22.0,      29.82,    33.94,    30.22,    20.83,    34.30
       23.0,      30.81,    35.13,    31.20,    21.34,    35.57
       24.0,      31.52,    36.00,    31.91,    21.70,    36.48
       25.0,      31.96,    36.57,    32.34,    21.92,    37.02
       26.0,      32.15,    36.87,    32.53,    22.01,    37.21
       27.0,      32.14,    36.93,    32.52,    22.01,    37.10
       28.0,      31.98,    36.83,    32.36,    21.94,    36.78
       29.0,      31.72,    36.63,    32.11,    21.84,    36.31
       30.0,      31.42,    36.38,    31.82,    21.72,    35.77
       31.0,      31.12,    36.11,    31.53,    21.61,    35.22
       32.0,      30.82,    35.86,    31.25,    21.49,    34.69
       33.0,      30.54,    35.62,    30.98,    21.39,    34.20
       34.0,      30.28,    35.39,    30.73,    21.28,    33.73
       35.0,      30.02,    35.16,    30.48,    21.17,    33.28
       36.0,      29.77,    34.93,    30.24,    21.07,    32.85
       37.0,      29.53,    34.70,    30.00,    20.97,    32.44
       38.0,      29.29,    34.48,    29.78,    20.87,    32.03
       39.0,      29.06,    34.26,    29.55,    20.77,    31.64
       40.0,      28.83,    34.04,    29.33,    20.67,    31.27
       41.0,      28.60,    33.82,    29.12,    20.58,    30.90
       42.0,      28.39,    33.60,    28.91,    20.48,    30.55
       43.0,      28.17,    33.39,    28.71,    20.39,    30.21
       44.0,      27.96,    33.18,    28.51,    20.29,    29.88
       45.0,      27.76,    32.97,    28.32,    20.20,    29.55
       46.0,      27.56,    32.76,    28.13,    20.11,    29.24
       47.0,      27.37,    32.55,    27.95,    20.02,    28.94
       48.0,      27.17,    32.34,    27.77,    19.93,    28.65
       49.0,      26.99,    32.14,    27.59,    19.85,    28.37
       50.0,      26.80,    31.94,    27.42,    19.76,    28.09
       51.0,      26.62,    31.74,    27.25,    19.68,    27.83
       52.0,      26.45,    31.54,    27.09,    19.59,    27.57
       53.0,      26.28,    31.35,    26.93,    19.51,    27.32
       54.0,      26.11,    31.15,    26.77,    19.43,    27.08
       55.0,      25.94,    30.96,    26.61,    19.35,    26.84
       56.0,      25.78,    30.77,    26.46,    19.27,    26.62
       57.0,      25.62,    30.58,    26.32,    19.19,    26.39
       58.0,      25.46,    30.39,    26.17,    19.11,    26.18
       59.0,      25.31,    30.20,    26.03,    19.03,    25.97
