Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       3.05,     2.96,     3.14,     3.14,     2.96
        2.0,       5.14,     5.27,     5.02,     5.02,     5.27
        3.0,       7.04,     7.46,     6.64,     6.62,     7.44
        4.0,       8.90,     9.67,     8.17,     8.11,     9.64
        5.0,      10.81,    12.03,     9.69,     9.56,    11.97
        6.0,      12.85,    14.58,    11.25,    11.05,    14.50
        7.0,      15.00,    17.31,    12.88,    12.60,    17.21
        8.0,      17.25,    20.17,    14.56,    14.20,    20.06
        9.0,      19.51,    23.04,    16.23,    15.81,    22.95
       10.0,      21.68,    25.80,    17.84,    17.38,    25.72
       11.0,      23.67,    28.29,    19.31,    18.84,    28.24
       12.0,      25.37,    30.41,    20.58,    20.13,    30.38
       13.0,      26.72,    32.04,    21.59,    21.19,    32.05
       14.0,      27.67,    33.16,    22.32,    21.99,    33.19
       15.0,      28.22,    33.77,    22.77,    22.52,    33.81
       16.0,      28.41,    33.91,    22.96,    22.80,    33.96
       17.0,      28.30,    33.69,    22.94,    22.85,    33.73
       18.0,      27.98,    33.21,    22.76,    22.73,    33.22
       19.0,      27.52,    32.56,    22.48,    22.50,    32.55
       20.0,      26.99,    31.85,    22.14,    22.20,    31.79
       21.0,      26.45,    31.12,    21.79,    21.87,    31.03
       22.0,      25.93,    30.43,    21.45,    21.55,    30.29
       23.0,      25.43,    29.77,    21.12,    21.24,    29.60
       24.0,      24.96,    29.15,    20.81,    20.95,    28.94
       25.0,      24.50,    28.55,    20.50,    20.66,    28.31
       26.0,      24.06,    27.97,    20.21,    20.38,    27.70
       27.0,      23.64,    27.42,    19.92,    20.10,    27.11
       28.0,      23.23,    26.88,    19.64,    19.83,    26.55
       29.0,      22.83,    26.37,    19.36,    19.57,    26.01
       30.0,      22.44,    25.88,    19.10,    19.31,    25.49
       31.0,      22.07,    25.40,    18.84,    19.05,    24.99
       32.0,      21.71,    24.95,    18.58,    18.81,    24.51
       33.0,      21.36,    24.51,    18.33,    18.56,    24.04
       34.0,      21.02,    24.08,    18.09,    18.32,    23.60
       35.0,      20.70,    23.68,    17.86,    18.09,    23.17
       36.0,      20.38,    23.29,    17.63,    17.86,    22.76
       37.0,      20.08,    22.91,    17.40,    17.63,    22.36
       38.0,      19.78,    22.55,    17.19,    17.41,    21.98
       39.0,      19.49,    22.20,    16.97,    17.19,    21.61
       40.0,      19.22,    21.87,    16.77,    16.98,    21.26
       41.0,      18.95,    21.54,    16.57,    16.77,    20.92
       42.0,      18.69,    21.23,    16.37,    16.56,    20.59
       43.0,      18.44,    20.93,    16.18,    16.36,    20.28
       44.0,      18.19,    20.65,    15.99,    16.17,    19.98
       45.0,      17.96,    20.37,    15.81,    15.97,    19.68
       46.0,      17.73,    20.10,    15.63,    15.78,    19.40
       47.0,      17.51,    19.84,    15.46,    15.60,    19.13
       48.0,      17.29,    19.60,    15.29,    15.42,    18.87
       49.0,      17.09,    19.36,    15.12,    15.24,    18.62
       50.0,      16.88,    19.13,    14.96,    15.06,    18.38
       51.0,      16.69,    18.91,    14.81,    14.89,    18.15
       52.0,      16.50,    18.70,    14.65,    14.72,    17.93
       53.0,      16.32,    18.49,    14.51,    14.56,    17.71
       54.0,      16.14,    18.29,    14.36,    14.39,    17.51
       55.0,      15.97,    18.10,    14.22,    14.24,    17.31
       56.0,      15.80,    17.92,    14.08,    14.08,    17.11
       57.0,      15.64,    17.74,    13.95,    13.93,    16.93
       58.0,      15.48,    17.57,    13.81,    13.78,    16.75
       59.0,      15.33,    17.41,    13.69,    13.63,    16.58
       60.0,      15.18,    17.25,    13.56,    13.49,    16.41
       61.0,      15.04,    17.10,    13.44,    13.35,    16.25
       62.0,      14.90,    16.95,    13.32,    13.21,    16.10
       63.0,      14.76,    16.81,    13.20,    13.07,    15.95
       64.0,      14.63,    16.67,    13.09,    12.94,    15.81
       65.0,      14.50,    16.54,    12.98,    12.81,    15.67
       66.0,      14.38,    16.42,    12.87,    12.68,    15.54
       67.0,      14.26,    16.29,    12.77,    12.55,    15.41
       68.0,      14.14,    16.17,    12.66,    12.43,    15.29
       69.0,      14.03,    16.06,    12.56,    12.31,    15.17
       70.0,      13.91,    15.95,    12.47,    12.19,    15.05
       71.0,      13.81,    15.84,    12.37,    12.07,    14.94
       72.0,      13.70,    15.74,    12.28,    11.96,    14.84
       73.0,      13.60,    15.64,    12.19,    11.85,    14.73
       74.0,      13.50,    15.55,    12.10,    11.74,    14.63
       75.0,      13.41,    15.45,    12.01,    11.63,    14.54
       76.0,      13.31,    15.36,    11.93,    11.52,    14.44
       77.0,      13.22,    15.28,    11.84,    11.42,    14.35
       78.0,      13.13,    15.19,    11.76,    11.32,    14.27
       79.0,      13.05,    15.11,    11.68,    11.22,    14.18
       80.0,      12.97,    15.03,    11.61,    11.12,    14.10
       81.0,      12.88,    14.96,    11.53,    11.02,    14.02
       82.0,      12.80,    14.88,    11.46,    10.93,    13.95
       83.0,      12.73,    14.81,    11.39,    10.84,    13.87
       84.0,      12.65,    14.74,    11.32,    10.75,    13.80
       85.0,      12.58,    14.68,    11.25,    10.66,    13.73
       86.0,      12.51,    14.61,    11.18,    10.57,    13.67
       87.0,      12.44,    14.55,    11.12,    10.48,    13.60
       88.0,      12.37,    14.49,    11.05,    10.40,    13.54
       89.0,      12.30,    14.43,    10.99,    10.32,    13.48
       90.0,      12.24,    14.38,    10.93,    10.23,    13.42
       91.0,      12.18,    14.32,    10.87,    10.15,    13.37
       92.0,      12.12,    14.27,    10.81,    10.08,    13.31
       93.0,      12.06,    14.22,    10.75,    10.00,    13.26
       94.0,      12.00,    14.16,    10.70,     9.92,    13.21
       95.0,      11.94,    14.12,    10.64,     9.85,    13.16
       96.0,      11.89,    14.07,    10.59,     9.78,    13.11
       97.0,      11.83,    14.02,    10.54,     9.71,    13.06
       98.0,      11.78,    13.98,    10.49,     9.64,    13.02
       99.0,      11.73,    13.93,    10.44,     9.57,    12.97
      100.0,      11.68,    13.89,    10.39,     9.50,    12.93
      101.0,      11.63,    13.85,    10.34,     9.43,    12.89
      102.0,      11.58,    13.81,    10.29,     9.37,    12.85
      103.0,      11.53,    13.77,    10.25,     9.31,    12.81
      104.0,      11.49,    13.73,    10.20,     9.24,    12.77
      105.0,      11.44,    13.70,    10.16,     9.18,    12.73
      106.0,      11.40,    13.66,    10.12,     9.12,    12.69
      107.0,      11.36,    13.63,    10.08,     9.06,    12.66
      108.0,      11.31,    13.59,    10.03,     9.00,    12.62
      109.0,      11.27,    13.56,     9.99,     8.95,    12.59
      110.0,      11.23,    13.53,     9.96,     8.89,    12.56
      111.0,      11.19,    13.49,     9.92,     8.83,    12.53
      112.0,      11.15,    13.46,     9.88,     8.78,    12.50
      113.0,      11.12,    13.43,     9.84,     8.73,    12.46
      114.0,      11.08,    13.40,     9.81,     8.68,    12.44
      115.0,      11.04,    13.37,     9.77,     8.62,    12.41
      116.0,      11.01,    13.35,     9.74,     8.57,    12.38
      117.0,      10.97,    13.32,     9.70,     8.52,    12.35
      118.0,      10.94,    13.29,     9.67,     8.48,    12.32
      119.0,      10.91,    13.26,     9.64,     8.43,    12.30
      120.0,      10.87,    13.24,     9.60,     8.38,    12.27
      121.0,      10.84,    13.21,     9.57,     8.33,    12.25
      122.0,      10.81,    13.19,     9.54,     8.29,    12.22
      123.0,      10.78,    13.16,     9.51,     8.24,    12.20
      124.0,      10.75,    13.14,     9.48,     8.20,    12.17
      125.0,      10.72,    13.11,     9.45,     8.16,    12.15
      126.0,      10.69,    13.09,     9.42,     8.12,    12.13
      127.0,      10.66,    13.07,     9.40,     8.07,    12.10
      128.0,      10.63,    13.05,     9.37,     8.03,    12.08
      129.0,      10.61,    13.02,     9.34,     7.99,    12.06
      130.0,      10.58,    13.00,     9.31,     7.95,    12.04
      131.0,      10.55,    12.98,     9.29,     7.91,    12.02
      132.0,      10.52,    12.96,     9.26,     7.88,    12.00
      133.0,      10.50,    12.94,     9.24,     7.84,    11.98
      134.0,      10.47,    12.92,     9.21,     7.80,    11.96
      135.0,      10.45,    12.90,     9.19,     7.77,    11.94
      136.0,      10.42,    12.88,     9.16,     7.73,    11.92
      137.0,      10.40,    12.86,     9.14,     7.70,    11.90
      138.0,      10.38,    12.84,     9.12,     7.66,    11.88
      139.0,      10.35,    12.82,     9.10,     7.63,    11.87
      140.0,      10.33,    12.81,     9.07,     7.59,    11.85
      141.0,      10.31,    12.79,     9.05,     7.56,    11.83
      142.0,      10.29,    12.77,     9.03,     7.53,    11.81
      143.0,      10.26,    12.75,     9.01,     7.50,    11.80
      144.0,      10.24,    12.73,     8.99,     7.47,    11.78
      145.0,      10.22,    12.72,     8.97,     7.44,    11.76
      146.0,      10.20,    12.70,     8.95,     7.41,    11.75
      147.0,      10.18,    12.68,     8.93,     7.38,    11.73
      148.0,      10.16,    12.66,     8.91,     7.35,    11.71
      149.0,      10.14,    12.65,     8.89,     7.32,    11.70
      150.0,      10.12,    12.63,     8.87,     7.29,    11.68
      151.0,      10.10,    12.62,     8.85,     7.26,    11.67
      152.0,      10.08,    12.60,     8.83,     7.23,    11.65
      153.0,      10.06,    12.58,     8.81,     7.21,    11.63
      154.0,      10.04,    12.57,     8.80,     7.18,    11.62
      155.0,      10.02,    12.55,     8.78,     7.16,    11.60
      156.0,      10.00,    12.54,     8.76,     7.13,    11.59
      157.0,       9.99,    12.52,     8.74,     7.10,    11.58
      158.0,       9.97,    12.51,     8.73,     7.08,    11.56
      159.0,       9.95,    12.49,     8.71,     7.05,    11.55
      160.0,       9.93,    12.47,     8.69,     7.03,    11.53
      161.0,       9.92,    12.46,     8.68,     7.01,    11.52
      162.0,       9.90,    12.45,     8.66,     6.98,    11.50
      163.0,       9.88,    12.43,     8.65,     6.96,    11.49
      164.0,       9.87,    12.42,     8.63,     6.94,    11.48
      165.0,       9.85,    12.40,     8.61,     6.92,    11.46
      166.0,       9.83,    12.39,     8.60,     6.89,    11.45
      167.0,       9.82,    12.37,     8.58,     6.87,    11.44
      168.0,       9.80,    12.36,     8.57,     6.85,    11.42
      169.0,       9.78,    12.34,     8.56,     6.83,    11.41
      170.0,       9.77,    12.33,     8.54,     6.81,    11.40
      171.0,       9.75,    12.32,     8.53,     6.79,    11.38
      172.0,       9.74,    12.30,     8.51,     6.77,    11.37
      173.0,       9.72,    12.29,     8.50,     6.75,    11.36
      174.0,       9.71,    12.27,     8.48,     6.73,    11.34
      175.0,       9.69,    12.26,     8.47,     6.71,    11.33
      176.0,       9.68,    12.25,     8.46,     6.69,    11.32
      177.0,       9.66,    12.23,     8.44,     6.67,    11.31
      178.0,       9.65,    12.22,     8.43,     6.65,    11.29
      179.0,       9.63,    12.21,     8.42,     6.63,    11.28
      180.0,       9.62,    12.19,     8.40,     6.62,    11.27
      181.0,       9.61,    12.18,     8.39,     6.60,    11.25
      182.0,       9.59,    12.17,     8.38,     6.58,    11.24
      183.0,       9.58,    12.15,     8.37,     6.56,    11.23
      184.0,       9.56,    12.14,     8.35,     6.55,    11.22
      185.0,       9.55,    12.13,     8.34,     6.53,    11.21
      186.0,       9.54,    12.11,     8.33,     6.51,    11.19
      187.0,       9.52,    12.10,     8.32,     6.50,    11.18
      188.0,       9.51,    12.09,     8.31,     6.48,    11.17
      189.0,       9.50,    12.08,     8.29,     6.46,    11.16
      190.0,       9.48,    12.06,     8.28,     6.45,    11.15
      191.0,       9.47,    12.05,     8.27,     6.43,    11.13
      192.0,       9.46,    12.04,     8.26,     6.42,    11.12
      193.0,       9.45,    12.02,     8.25,     6.40,    11.11
      194.0,       9.43,    12.01,     8.24,     6.39,    11.10
      195.0,       9.42,    12.00,     8.22,     6.37,    11.09
      196.0,       9.41,    11.99,     8.21,     6.36,    11.07
      197.0,       9.40,    11.97,     8.20,     6.34,    11.06
      198.0,       9.38,    11.96,     8.19,     6.33,    11.05
      199.0,       9.37,    11.95,     8.18,     6.32,    11.04
      200.0,       9.36,    11.94,     8.17,     6.30,    11.03
      201.0,       9.35,    11.92,     8.16,     6.29,    11.02
      202.0,       9.33,    11.91,     8.15,     6.27,    11.00
      203.0,       9.32,    11.90,     8.14,     6.26,    10.99
      204.0,       9.31,    11.89,     8.13,     6.25,    10.98
      205.0,       9.30,    11.87,     8.12,     6.23,    10.97
      206.0,       9.29,    11.86,     8.11,     6.22,    10.96
      207.0,       9.28,    11.85,     8.10,     6.21,    10.95
      208.0,       9.26,    11.84,     8.09,     6.20,    10.94
      209.0,       9.25,    11.83,     8.08,     6.18,    10.93
      210.0,       9.24,    11.81,     8.07,     6.17,    10.91
      211.0,       9.23,    11.80,     8.06,     6.16,    10.90
      212.0,       9.22,    11.79,     8.05,     6.15,    10.89
      213.0,       9.21,    11.78,     8.04,     6.14,    10.88
      214.0,       9.20,    11.77,     8.03,     6.12,    10.87
      215.0,       9.18,    11.75,     8.02,     6.11,    10.86
      216.0,       9.17,    11.74,     8.01,     6.10,    10.85
      217.0,       9.16,    11.73,     8.00,     6.09,    10.84
      218.0,       9.15,    11.72,     7.99,     6.08,    10.82
      219.0,       9.14,    11.71,     7.98,     6.07,    10.81
      220.0,       9.13,    11.69,     7.97,     6.06,    10.80
      221.0,       9.12,    11.68,     7.96,     6.04,    10.79
      222.0,       9.11,    11.67,     7.95,     6.03,    10.78
      223.0,       9.10,    11.66,     7.94,     6.02,    10.77
