Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       3.05,     2.96,     3.14,     3.14,     2.96
        2.0,       5.14,     5.27,     5.02,     5.02,     5.27
        3.0,       7.04,     7.45,     6.64,     6.62,     7.44
        4.0,       8.89,     9.67,     8.17,     8.10,     9.64
        5.0,      10.81,    12.02,     9.69,     9.55,    11.98
        6.0,      12.84,    14.56,    11.26,    11.03,    14.50
        7.0,      14.99,    17.29,    12.90,    12.57,    17.21
        8.0,      17.23,    20.14,    14.58,    14.15,    20.06
        9.0,      19.49,    23.01,    16.26,    15.75,    22.93
       10.0,      21.66,    25.76,    17.87,    17.31,    25.70
       11.0,      23.65,    28.26,    19.35,    18.77,    28.21
       12.0,      25.35,    30.37,    20.62,    20.06,    30.34
       13.0,      26.69,    32.01,    21.63,    21.12,    32.01
       14.0,      27.64,    33.13,    22.36,    21.93,    33.15
       15.0,      28.20,    33.74,    22.81,    22.47,    33.77
       16.0,      28.40,    33.90,    22.99,    22.76,    33.93
       17.0,      28.30,    33.68,    22.96,    22.83,    33.71
       18.0,      27.98,    33.20,    22.77,    22.73,    33.22
       19.0,      27.52,    32.56,    22.47,    22.51,    32.55
       20.0,      27.00,    31.85,    22.12,    22.22,    31.81
       21.0,      26.47,    31.14,    21.76,    21.91,    31.07
       22.0,      25.95,    30.45,    21.41,    21.60,    30.35
       23.0,      25.46,    29.79,    21.07,    21.30,    29.67
       24.0,      24.99,    29.17,    20.74,    21.01,    29.02
       25.0,      24.53,    28.57,    20.43,    20.74,    28.40
       26.0,      24.10,    28.00,    20.12,    20.47,    27.80
       27.0,      23.67,    27.45,    19.83,    20.20,    27.22
       28.0,      23.27,    26.91,    19.54,    19.94,    26.67
       29.0,      22.87,    26.40,    19.25,    19.68,    26.14
       30.0,      22.49,    25.91,    18.98,    19.43,    25.62
       31.0,      22.12,    25.44,    18.71,    19.19,    25.13
       32.0,      21.76,    24.98,    18.45,    18.94,    24.66
       33.0,      21.41,    24.54,    18.20,    18.71,    24.20
       34.0,      21.08,    24.12,    17.95,    18.47,    23.76
       35.0,      20.75,    23.71,    17.71,    18.25,    23.34
       36.0,      20.44,    23.32,    17.48,    18.02,    22.93
       37.0,      20.13,    22.94,    17.25,    17.80,    22.54
       38.0,      19.84,    22.58,    17.03,    17.58,    22.16
       39.0,      19.55,    22.23,    16.81,    17.37,    21.80
       40.0,      19.28,    21.90,    16.60,    17.16,    21.45
       41.0,      19.01,    21.57,    16.40,    16.96,    21.11
       42.0,      18.75,    21.26,    16.20,    16.76,    20.79
       43.0,      18.50,    20.96,    16.01,    16.56,    20.47
       44.0,      18.26,    20.67,    15.82,    16.37,    20.17
       45.0,      18.02,    20.39,    15.63,    16.18,    19.88
       46.0,      17.79,    20.13,    15.45,    15.99,    19.61
       47.0,      17.57,    19.87,    15.28,    15.81,    19.34
       48.0,      17.36,    19.62,    15.11,    15.63,    19.08
       49.0,      17.15,    19.38,    14.94,    15.45,    18.83
       50.0,      16.95,    19.15,    14.78,    15.28,    18.59
       51.0,      16.75,    18.93,    14.62,    15.11,    18.36
       52.0,      16.56,    18.71,    14.47,    14.94,    18.14
       53.0,      16.38,    18.51,    14.32,    14.78,    17.92
       54.0,      16.20,    18.31,    14.17,    14.62,    17.71
       55.0,      16.03,    18.11,    14.03,    14.46,    17.52
       56.0,      15.86,    17.93,    13.89,    14.30,    17.32
       57.0,      15.70,    17.75,    13.76,    14.15,    17.14
       58.0,      15.54,    17.58,    13.63,    14.00,    16.96
       59.0,      15.39,    17.41,    13.50,    13.85,    16.79
       60.0,      15.24,    17.25,    13.38,    13.71,    16.62
       61.0,      15.10,    17.10,    13.26,    13.57,    16.46
       62.0,      14.96,    16.95,    13.14,    13.43,    16.31
       63.0,      14.82,    16.81,    13.02,    13.29,    16.16
       64.0,      14.69,    16.67,    12.91,    13.16,    16.02
       65.0,      14.56,    16.54,    12.80,    13.03,    15.88
       66.0,      14.44,    16.41,    12.69,    12.90,    15.74
       67.0,      14.31,    16.28,    12.59,    12.77,    15.61
       68.0,      14.20,    16.16,    12.49,    12.65,    15.49
       69.0,      14.08,    16.05,    12.39,    12.53,    15.37
       70.0,      13.97,    15.93,    12.29,    12.41,    15.25
       71.0,      13.86,    15.83,    12.20,    12.29,    15.14
       72.0,      13.76,    15.72,    12.11,    12.17,    15.03
       73.0,      13.66,    15.62,    12.02,    12.06,    14.93
       74.0,      13.56,    15.52,    11.93,    11.95,    14.83
       75.0,      13.46,    15.43,    11.84,    11.84,    14.73
       76.0,      13.37,    15.34,    11.76,    11.73,    14.64
       77.0,      13.27,    15.25,    11.68,    11.62,    14.55
       78.0,      13.19,    15.16,    11.60,    11.52,    14.46
       79.0,      13.10,    15.08,    11.52,    11.42,    14.37
       80.0,      13.02,    15.00,    11.45,    11.32,    14.29
       81.0,      12.93,    14.93,    11.37,    11.22,    14.21
       82.0,      12.85,    14.85,    11.30,    11.12,    14.14
       83.0,      12.78,    14.78,    11.23,    11.03,    14.06
       84.0,      12.70,    14.71,    11.16,    10.93,    13.99
       85.0,      12.63,    14.64,    11.10,    10.84,    13.92
       86.0,      12.55,    14.58,    11.03,    10.75,    13.85
       87.0,      12.48,    14.51,    10.97,    10.67,    13.79
       88.0,      12.41,    14.45,    10.91,    10.58,    13.72
       89.0,      12.35,    14.39,    10.85,    10.49,    13.66
       90.0,      12.28,    14.33,    10.79,    10.41,    13.60
       91.0,      12.22,    14.28,    10.73,    10.33,    13.55
       92.0,      12.16,    14.22,    10.67,    10.25,    13.49
       93.0,      12.10,    14.17,    10.62,    10.17,    13.44
       94.0,      12.04,    14.12,    10.56,    10.09,    13.38
       95.0,      11.98,    14.07,    10.51,    10.01,    13.33
       96.0,      11.92,    14.02,    10.46,     9.94,    13.28
       97.0,      11.87,    13.97,    10.41,     9.86,    13.24
       98.0,      11.82,    13.93,    10.36,     9.79,    13.19
       99.0,      11.76,    13.88,    10.31,     9.72,    13.14
      100.0,      11.71,    13.84,    10.26,     9.65,    13.10
      101.0,      11.66,    13.80,    10.22,     9.58,    13.06
      102.0,      11.61,    13.76,    10.17,     9.51,    13.02
      103.0,      11.57,    13.72,    10.13,     9.45,    12.98
      104.0,      11.52,    13.68,    10.09,     9.38,    12.94
      105.0,      11.47,    13.64,    10.04,     9.32,    12.90
      106.0,      11.43,    13.60,    10.00,     9.25,    12.86
      107.0,      11.39,    13.57,     9.96,     9.19,    12.82
      108.0,      11.34,    13.53,     9.92,     9.13,    12.79
      109.0,      11.30,    13.50,     9.89,     9.07,    12.76
      110.0,      11.26,    13.47,     9.85,     9.01,    12.72
      111.0,      11.22,    13.43,     9.81,     8.95,    12.69
      112.0,      11.18,    13.40,     9.77,     8.90,    12.66
      113.0,      11.14,    13.37,     9.74,     8.84,    12.63
      114.0,      11.11,    13.34,     9.70,     8.79,    12.60
      115.0,      11.07,    13.31,     9.67,     8.73,    12.57
      116.0,      11.03,    13.28,     9.64,     8.68,    12.54
      117.0,      11.00,    13.25,     9.61,     8.63,    12.51
      118.0,      10.96,    13.23,     9.57,     8.57,    12.48
      119.0,      10.93,    13.20,     9.54,     8.52,    12.45
      120.0,      10.90,    13.17,     9.51,     8.47,    12.43
      121.0,      10.86,    13.15,     9.48,     8.43,    12.40
      122.0,      10.83,    13.12,     9.45,     8.38,    12.38
      123.0,      10.80,    13.10,     9.42,     8.33,    12.35
      124.0,      10.77,    13.07,     9.40,     8.28,    12.33
      125.0,      10.74,    13.05,     9.37,     8.24,    12.30
      126.0,      10.71,    13.02,     9.34,     8.19,    12.28
      127.0,      10.68,    13.00,     9.31,     8.15,    12.26
      128.0,      10.65,    12.98,     9.29,     8.11,    12.23
      129.0,      10.62,    12.96,     9.26,     8.06,    12.21
      130.0,      10.60,    12.93,     9.24,     8.02,    12.19
      131.0,      10.57,    12.91,     9.21,     7.98,    12.17
      132.0,      10.54,    12.89,     9.19,     7.94,    12.15
      133.0,      10.52,    12.87,     9.16,     7.90,    12.13
      134.0,      10.49,    12.85,     9.14,     7.86,    12.11
      135.0,      10.46,    12.83,     9.12,     7.82,    12.09
      136.0,      10.44,    12.81,     9.09,     7.78,    12.07
      137.0,      10.41,    12.79,     9.07,     7.75,    12.05
      138.0,      10.39,    12.77,     9.05,     7.71,    12.03
      139.0,      10.37,    12.75,     9.03,     7.67,    12.01
      140.0,      10.34,    12.73,     9.01,     7.64,    11.99
      141.0,      10.32,    12.71,     8.99,     7.60,    11.98
      142.0,      10.30,    12.70,     8.97,     7.57,    11.96
      143.0,      10.27,    12.68,     8.95,     7.53,    11.94
      144.0,      10.25,    12.66,     8.93,     7.50,    11.92
      145.0,      10.23,    12.64,     8.91,     7.47,    11.91
      146.0,      10.21,    12.63,     8.89,     7.43,    11.89
      147.0,      10.19,    12.61,     8.87,     7.40,    11.87
      148.0,      10.17,    12.59,     8.85,     7.37,    11.86
      149.0,      10.15,    12.57,     8.83,     7.34,    11.84
      150.0,      10.13,    12.56,     8.81,     7.31,    11.82
      151.0,      10.11,    12.54,     8.80,     7.28,    11.81
      152.0,      10.09,    12.53,     8.78,     7.25,    11.79
      153.0,      10.07,    12.51,     8.76,     7.22,    11.78
      154.0,      10.05,    12.49,     8.74,     7.19,    11.76
      155.0,      10.03,    12.48,     8.73,     7.16,    11.74
      156.0,      10.01,    12.46,     8.71,     7.14,    11.73
      157.0,       9.99,    12.45,     8.70,     7.11,    11.71
      158.0,       9.97,    12.43,     8.68,     7.08,    11.70
      159.0,       9.95,    12.42,     8.66,     7.05,    11.68
      160.0,       9.94,    12.40,     8.65,     7.03,    11.67
      161.0,       9.92,    12.39,     8.63,     7.00,    11.66
      162.0,       9.90,    12.37,     8.62,     6.98,    11.64
      163.0,       9.88,    12.36,     8.60,     6.95,    11.63
      164.0,       9.87,    12.34,     8.59,     6.93,    11.61
      165.0,       9.85,    12.33,     8.57,     6.90,    11.60
      166.0,       9.83,    12.31,     8.56,     6.88,    11.59
      167.0,       9.82,    12.30,     8.54,     6.86,    11.57
      168.0,       9.80,    12.28,     8.53,     6.83,    11.56
      169.0,       9.78,    12.27,     8.52,     6.81,    11.54
      170.0,       9.77,    12.25,     8.50,     6.79,    11.53
      171.0,       9.75,    12.24,     8.49,     6.76,    11.52
      172.0,       9.74,    12.23,     8.47,     6.74,    11.50
      173.0,       9.72,    12.21,     8.46,     6.72,    11.49
      174.0,       9.71,    12.20,     8.45,     6.70,    11.48
      175.0,       9.69,    12.19,     8.44,     6.68,    11.46
      176.0,       9.68,    12.17,     8.42,     6.66,    11.45
      177.0,       9.66,    12.16,     8.41,     6.64,    11.44
      178.0,       9.65,    12.14,     8.40,     6.62,    11.43
      179.0,       9.63,    12.13,     8.38,     6.60,    11.41
      180.0,       9.62,    12.12,     8.37,     6.58,    11.40
      181.0,       9.60,    12.10,     8.36,     6.56,    11.39
      182.0,       9.59,    12.09,     8.35,     6.54,    11.37
      183.0,       9.57,    12.08,     8.34,     6.52,    11.36
      184.0,       9.56,    12.07,     8.32,     6.50,    11.35
      185.0,       9.55,    12.05,     8.31,     6.48,    11.34
      186.0,       9.53,    12.04,     8.30,     6.47,    11.33
      187.0,       9.52,    12.03,     8.29,     6.45,    11.31
      188.0,       9.51,    12.01,     8.28,     6.43,    11.30
      189.0,       9.49,    12.00,     8.27,     6.41,    11.29
      190.0,       9.48,    11.99,     8.25,     6.40,    11.28
      191.0,       9.47,    11.97,     8.24,     6.38,    11.26
      192.0,       9.45,    11.96,     8.23,     6.36,    11.25
      193.0,       9.44,    11.95,     8.22,     6.35,    11.24
      194.0,       9.43,    11.94,     8.21,     6.33,    11.23
      195.0,       9.41,    11.92,     8.20,     6.31,    11.22
      196.0,       9.40,    11.91,     8.19,     6.30,    11.20
      197.0,       9.39,    11.90,     8.18,     6.28,    11.19
      198.0,       9.37,    11.89,     8.17,     6.27,    11.18
      199.0,       9.36,    11.87,     8.16,     6.25,    11.17
      200.0,       9.35,    11.86,     8.15,     6.24,    11.16
      201.0,       9.34,    11.85,     8.14,     6.22,    11.14
      202.0,       9.33,    11.84,     8.13,     6.21,    11.13
      203.0,       9.31,    11.82,     8.12,     6.19,    11.12
      204.0,       9.30,    11.81,     8.11,     6.18,    11.11
      205.0,       9.29,    11.80,     8.09,     6.16,    11.10
      206.0,       9.28,    11.79,     8.08,     6.15,    11.09
      207.0,       9.26,    11.78,     8.07,     6.13,    11.08
      208.0,       9.25,    11.76,     8.06,     6.12,    11.06
      209.0,       9.24,    11.75,     8.06,     6.11,    11.05
      210.0,       9.23,    11.74,     8.05,     6.09,    11.04
      211.0,       9.22,    11.73,     8.04,     6.08,    11.03
      212.0,       9.21,    11.71,     8.03,     6.07,    11.02
      213.0,       9.19,    11.70,     8.02,     6.05,    11.01
      214.0,       9.18,    11.69,     8.01,     6.04,    10.99
      215.0,       9.17,    11.68,     8.00,     6.03,    10.98
      216.0,       9.16,    11.67,     7.99,     6.02,    10.97
      217.0,       9.15,    11.65,     7.98,     6.00,    10.96
      218.0,       9.14,    11.64,     7.97,     5.99,    10.95
      219.0,       9.13,    11.63,     7.96,     5.98,    10.94
      220.0,       9.12,    11.62,     7.95,     5.97,    10.93
      221.0,       9.10,    11.61,     7.94,     5.96,    10.92
      222.0,       9.09,    11.60,     7.93,     5.94,    10.90
      223.0,       9.08,    11.58,     7.92,     5.93,    10.89
