Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       3.05,     2.97,     3.14,     3.14,     2.97
        2.0,       5.15,     5.28,     5.03,     5.03,     5.28
        3.0,       7.06,     7.47,     6.66,     6.65,     7.47
        4.0,       8.95,     9.70,     8.21,     8.17,     9.71
        5.0,      10.90,    12.07,     9.77,     9.68,    12.08
        6.0,      12.97,    14.63,    11.39,    11.23,    14.65
        7.0,      15.17,    17.37,    13.08,    12.82,    17.39
        8.0,      17.44,    20.23,    14.82,    14.44,    20.25
        9.0,      19.71,    23.10,    16.55,    16.06,    23.12
       10.0,      21.87,    25.84,    18.19,    17.60,    25.86
       11.0,      23.84,    28.32,    19.68,    19.01,    28.33
       12.0,      25.50,    30.41,    20.94,    20.24,    30.41
       13.0,      26.80,    32.03,    21.93,    21.23,    32.02
       14.0,      27.71,    33.13,    22.62,    21.97,    33.11
       15.0,      28.23,    33.73,    23.01,    22.45,    33.71
       16.0,      28.40,    33.88,    23.13,    22.71,    33.86
       17.0,      28.28,    33.67,    23.04,    22.78,    33.65
       18.0,      27.97,    33.20,    22.79,    22.70,    33.19
       19.0,      27.53,    32.57,    22.45,    22.53,    32.58
       20.0,      27.04,    31.88,    22.06,    22.32,    31.90
       21.0,      26.54,    31.19,    21.66,    22.09,    31.22
       22.0,      26.06,    30.53,    21.28,    21.87,    30.56
       23.0,      25.60,    29.90,    20.92,    21.65,    29.94
       24.0,      25.17,    29.29,    20.58,    21.44,    29.35
       25.0,      24.75,    28.72,    20.25,    21.24,    28.79
       26.0,      24.34,    28.16,    19.93,    21.03,    28.24
       27.0,      23.95,    27.63,    19.63,    20.84,    27.72
       28.0,      23.58,    27.12,    19.34,    20.64,    27.21
       29.0,      23.21,    26.62,    19.05,    20.45,    26.73
       30.0,      22.86,    26.15,    18.78,    20.26,    26.26
       31.0,      22.53,    25.69,    18.52,    20.08,    25.81
       32.0,      22.20,    25.25,    18.27,    19.90,    25.38
       33.0,      21.88,    24.83,    18.03,    19.72,    24.96
       34.0,      21.58,    24.43,    17.79,    19.54,    24.56
       35.0,      21.29,    24.03,    17.57,    19.37,    24.18
       36.0,      21.00,    23.66,    17.35,    19.20,    23.81
       37.0,      20.73,    23.30,    17.14,    19.03,    23.45
       38.0,      20.47,    22.95,    16.94,    18.87,    23.11
       39.0,      20.21,    22.61,    16.75,    18.71,    22.78
       40.0,      19.96,    22.29,    16.56,    18.55,    22.46
       41.0,      19.73,    21.98,    16.38,    18.39,    22.15
       42.0,      19.49,    21.68,    16.21,    18.24,    21.86
       43.0,      19.27,    21.39,    16.04,    18.08,    21.57
       44.0,      19.06,    21.11,    15.88,    17.94,    21.30
       45.0,      18.85,    20.85,    15.72,    17.79,    21.04
       46.0,      18.65,    20.59,    15.57,    17.64,    20.78
       47.0,      18.45,    20.34,    15.43,    17.50,    20.54
       48.0,      18.27,    20.10,    15.29,    17.36,    20.31
       49.0,      18.08,    19.87,    15.15,    17.23,    20.08
       50.0,      17.91,    19.65,    15.02,    17.09,    19.86
       51.0,      17.74,    19.44,    14.90,    16.96,    19.65
       52.0,      17.57,    19.24,    14.78,    16.83,    19.45
       53.0,      17.41,    19.04,    14.66,    16.70,    19.26
       54.0,      17.26,    18.85,    14.55,    16.57,    19.07
       55.0,      17.11,    18.66,    14.44,    16.45,    18.89
       56.0,      16.96,    18.49,    14.34,    16.33,    18.71
       57.0,      16.82,    18.32,    14.23,    16.21,    18.54
       58.0,      16.69,    18.15,    14.14,    16.09,    18.38
       59.0,      16.56,    17.99,    14.04,    15.97,    18.22
       60.0,      16.43,    17.84,    13.95,    15.86,    18.07
       61.0,      16.31,    17.69,    13.86,    15.74,    17.93
       62.0,      16.19,    17.55,    13.78,    15.63,    17.79
       63.0,      16.07,    17.41,    13.69,    15.52,    17.65
       64.0,      15.96,    17.28,    13.61,    15.41,    17.52
       65.0,      15.85,    17.15,    13.54,    15.31,    17.40
       66.0,      15.74,    17.03,    13.46,    15.20,    17.27
       67.0,      15.64,    16.91,    13.39,    15.10,    17.16
       68.0,      15.54,    16.80,    13.32,    15.00,    17.04
       69.0,      15.44,    16.69,    13.25,    14.90,    16.93
       70.0,      15.35,    16.58,    13.19,    14.80,    16.83
       71.0,      15.26,    16.47,    13.12,    14.71,    16.73
       72.0,      15.17,    16.37,    13.06,    14.61,    16.63
       73.0,      15.08,    16.28,    13.00,    14.52,    16.53
       74.0,      15.00,    16.19,    12.94,    14.43,    16.44
       75.0,      14.92,    16.09,    12.89,    14.34,    16.35
       76.0,      14.84,    16.01,    12.83,    14.25,    16.26
       77.0,      14.76,    15.92,    12.78,    14.16,    16.18
       78.0,      14.69,    15.84,    12.73,    14.07,    16.10
       79.0,      14.61,    15.76,    12.68,    13.99,    16.02
       80.0,      14.54,    15.69,    12.63,    13.91,    15.95
       81.0,      14.47,    15.61,    12.58,    13.82,    15.87
       82.0,      14.41,    15.54,    12.54,    13.74,    15.80
       83.0,      14.34,    15.47,    12.49,    13.66,    15.73
       84.0,      14.28,    15.40,    12.45,    13.58,    15.67
