Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       3.05,     2.96,     3.14,     3.14,     2.97
        2.0,       5.14,     5.26,     5.02,     5.02,     5.27
        3.0,       7.02,     7.39,     6.62,     6.64,     7.44
        4.0,       8.85,     9.51,     8.11,     8.15,     9.63
        5.0,      10.72,    11.71,     9.58,     9.65,    11.94
        6.0,      12.69,    14.06,    11.08,    11.19,    14.42
        7.0,      14.78,    16.59,    12.65,    12.79,    17.08
        8.0,      16.96,    19.25,    14.28,    14.44,    19.87
        9.0,      19.16,    21.96,    15.92,    16.08,    22.68
       10.0,      21.30,    24.62,    17.53,    17.67,    25.40
       11.0,      23.28,    27.09,    19.03,    19.12,    27.87
       12.0,      24.99,    29.25,    20.34,    20.39,    29.98
       13.0,      26.37,    31.00,    21.41,    21.41,    31.65
       14.0,      27.37,    32.29,    22.21,    22.16,    32.81
       15.0,      27.98,    33.09,    22.72,    22.64,    33.49
       16.0,      28.25,    33.45,    22.95,    22.87,    33.72
       17.0,      28.21,    33.43,    22.95,    22.88,    33.58
       18.0,      27.95,    33.12,    22.77,    22.74,    33.17
       19.0,      27.55,    32.63,    22.47,    22.49,    32.60
       20.0,      27.07,    32.04,    22.10,    22.19,    31.95
       21.0,      26.57,    31.42,    21.70,    21.87,    31.28
       22.0,      26.09,    30.82,    21.32,    21.56,    30.64
       23.0,      25.62,    30.25,    20.95,    21.26,    30.03
       24.0,      25.18,    29.70,    20.61,    20.97,    29.45
       25.0,      24.76,    29.18,    20.28,    20.69,    28.89
       26.0,      24.35,    28.67,    19.95,    20.42,    28.34
       27.0,      23.95,    28.18,    19.64,    20.15,    27.82
       28.0,      23.56,    27.71,    19.34,    19.89,    27.31
       29.0,      23.19,    27.25,    19.05,    19.63,    26.82
       30.0,      22.82,    26.80,    18.76,    19.38,    26.35
       31.0,      22.47,    26.37,    18.49,    19.13,    25.89
