Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       3.19,     3.15,     3.15,     3.32,     3.15
        2.0,       5.42,     5.49,     5.49,     5.19,     5.49
        3.0,       7.40,     7.62,     7.64,     6.74,     7.61
        4.0,       9.29,     9.67,     9.74,     8.12,     9.65
        5.0,      11.20,    11.74,    11.92,     9.41,    11.72
        6.0,      13.18,    13.90,    14.25,    10.67,    13.89
        7.0,      15.28,    16.19,    16.76,    11.96,    16.22
        8.0,      17.50,    18.60,    19.42,    13.30,    18.70
        9.0,      19.80,    21.06,    22.15,    14.70,    21.27
       10.0,      22.07,    23.51,    24.83,    16.12,    23.85
       11.0,      24.24,    25.82,    27.32,    17.52,    26.29
       12.0,      26.17,    27.89,    29.49,    18.82,    28.49
       13.0,      27.79,    29.64,    31.24,    19.96,    30.32
       14.0,      29.03,    31.01,    32.49,    20.89,    31.72
       15.0,      29.85,    31.97,    33.24,    21.55,    32.63
       16.0,      30.26,    32.53,    33.50,    21.93,    33.08
       17.0,      30.32,    32.75,    33.36,    22.05,    33.12
       18.0,      30.09,    32.69,    32.91,    21.94,    32.83
       19.0,      29.66,    32.45,    32.25,    21.64,    32.31
       20.0,      29.12,    32.10,    31.49,    21.23,    31.66
       21.0,      28.53,    31.71,    30.70,    20.76,    30.96
       22.0,      27.95,    31.32,    29.93,    20.27,    30.27
       23.0,      27.39,    30.96,    29.21,    19.79,    29.62
       24.0,      26.87,    30.61,    28.53,    19.35,    29.01
       25.0,      26.38,    30.29,    27.88,    18.94,    28.43
       26.0,      25.91,    29.98,    27.25,    18.55,    27.87
       27.0,      25.46,    29.67,    26.65,    18.18,    27.34
       28.0,      25.02,    29.38,    26.07,    17.83,    26.82
       29.0,      24.60,    29.09,    25.51,    17.48,    26.32
       30.0,      24.20,    28.82,    24.97,    17.15,    25.85
       31.0,      23.81,    28.55,    24.46,    16.83,    25.39
       32.0,      23.43,    28.29,    23.96,    16.52,    24.94
       33.0,      23.07,    28.04,    23.49,    16.22,    24.52
       34.0,      22.71,    27.79,    23.03,    15.94,    24.10
       35.0,      22.38,    27.55,    22.59,    15.66,    23.71
       36.0,      22.05,    27.32,    22.16,    15.39,    23.32
       37.0,      21.73,    27.10,    21.75,    15.13,    22.96
       38.0,      21.43,    26.88,    21.36,    14.88,    22.60
