Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       3.19,     3.15,     3.15,     3.31,     3.15
        2.0,       5.41,     5.50,     5.49,     5.19,     5.48
        3.0,       7.42,     7.66,     7.63,     6.78,     7.61
        4.0,       9.36,     9.78,     9.74,     8.28,     9.66
        5.0,      11.34,    11.94,    11.92,     9.77,    11.74
        6.0,      13.43,    14.21,    14.25,    11.31,    13.94
        7.0,      15.64,    16.58,    16.75,    12.93,    16.30
        8.0,      17.95,    19.02,    19.40,    14.59,    18.81
        9.0,      20.31,    21.48,    22.11,    16.25,    21.40
       10.0,      22.61,    23.86,    24.77,    17.83,    23.98
       11.0,      24.75,    26.07,    27.24,    19.26,    26.42
       12.0,      26.62,    28.01,    29.40,    20.47,    28.61
       13.0,      28.15,    29.63,    31.14,    21.41,    30.42
       14.0,      29.28,    30.88,    32.39,    22.05,    31.79
       15.0,      29.99,    31.76,    33.14,    22.39,    32.68
       16.0,      30.33,    32.30,    33.43,    22.46,    33.11
       17.0,      30.33,    32.57,    33.31,    22.32,    33.13
       18.0,      30.09,    32.62,    32.89,    22.01,    32.83
       19.0,      29.68,    32.53,    32.27,    21.60,    32.31
       20.0,      29.18,    32.37,    31.55,    21.15,    31.67
       21.0,      28.66,    32.18,    30.80,    20.69,    30.98
       22.0,      28.15,    31.99,    30.07,    20.24,    30.31
       23.0,      27.67,    31.82,    29.39,    19.82,    29.67
       24.0,      27.22,    31.65,    28.74,    19.42,    29.07
       25.0,      26.79,    31.48,    28.12,    19.04,    28.50
       26.0,      26.37,    31.31,    27.53,    18.67,    27.96
       27.0,      25.96,    31.15,    26.96,    18.32,    27.43
       28.0,      25.58,    30.99,    26.41,    17.98,    26.93
       29.0,      25.20,    30.82,    25.88,    17.65,    26.44
       30.0,      24.84,    30.66,    25.37,    17.34,    25.97
       31.0,      24.48,    30.50,    24.88,    17.03,    25.52
       32.0,      24.15,    30.34,    24.41,    16.74,    25.08
       33.0,      23.82,    30.19,    23.96,    16.46,    24.67
       34.0,      23.50,    30.03,    23.52,    16.19,    24.26
       35.0,      23.20,    29.87,    23.10,    15.93,    23.87
       36.0,      22.90,    29.72,    22.70,    15.68,    23.50
       37.0,      22.61,    29.57,    22.31,    15.44,    23.13
       38.0,      22.34,    29.41,    21.94,    15.21,    22.79
       39.0,      22.07,    29.26,    21.58,    14.99,    22.45
       40.0,      21.81,    29.11,    21.23,    14.78,    22.13
       41.0,      21.56,    28.96,    20.89,    14.57,    21.81
       42.0,      21.32,    28.81,    20.57,    14.37,    21.51
       43.0,      21.08,    28.67,    20.26,    14.18,    21.22
       44.0,      20.86,    28.52,    19.96,    14.00,    20.94
       45.0,      20.64,    28.38,    19.68,    13.82,    20.67
       46.0,      20.42,    28.23,    19.40,    13.65,    20.41
       47.0,      20.22,    28.09,    19.13,    13.48,    20.16
       48.0,      20.02,    27.95,    18.88,    13.33,    19.91
       49.0,      19.82,    27.81,    18.63,    13.17,    19.68
       50.0,      19.63,    27.67,    18.39,    13.03,    19.45
       51.0,      19.45,    27.53,    18.16,    12.89,    19.23
       52.0,      19.27,    27.39,    17.94,    12.75,    19.02
       53.0,      19.10,    27.25,    17.73,    12.62,    18.81
       54.0,      18.94,    27.12,    17.52,    12.49,    18.62
       55.0,      18.78,    26.98,    17.32,    12.37,    18.43
       56.0,      18.62,    26.85,    17.13,    12.25,    18.24
       57.0,      18.47,    26.72,    16.95,    12.14,    18.06
       58.0,      18.32,    26.58,    16.77,    12.03,    17.89
       59.0,      18.17,    26.45,    16.60,    11.93,    17.72
       60.0,      18.03,    26.32,    16.43,    11.82,    17.56
