Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       3.17,     3.13,     3.13,     3.29,     3.13
        2.0,       5.39,     5.46,     5.47,     5.16,     5.46
        3.0,       7.38,     7.61,     7.63,     6.72,     7.58
        4.0,       9.31,     9.72,     9.76,     8.14,     9.62
        5.0,      11.26,    11.87,    11.95,     9.53,    11.70
        6.0,      13.30,    14.13,    14.26,    10.94,    13.88
        7.0,      15.46,    16.52,    16.71,    12.41,    16.21
        8.0,      17.71,    19.00,    19.24,    13.94,    18.67
        9.0,      20.00,    21.51,    21.80,    15.50,    21.20
       10.0,      22.25,    23.95,    24.29,    17.04,    23.72
       11.0,      24.35,    26.22,    26.58,    18.48,    26.12
       12.0,      26.21,    28.23,    28.59,    19.75,    28.26
       13.0,      27.74,    29.89,    30.23,    20.79,    30.05
       14.0,      28.90,    31.16,    31.46,    21.56,    31.43
       15.0,      29.68,    32.04,    32.27,    22.04,    32.36
       16.0,      30.09,    32.54,    32.71,    22.24,    32.85
       17.0,      30.18,    32.73,    32.83,    22.21,    32.96
       18.0,      30.03,    32.68,    32.71,    21.98,    32.77
       19.0,      29.72,    32.47,    32.44,    21.62,    32.37
       20.0,      29.32,    32.18,    32.08,    21.18,    31.85
       21.0,      28.89,    31.86,    31.70,    20.72,    31.28
       22.0,      28.47,    31.54,    31.33,    20.27,    30.72
       23.0,      28.06,    31.24,    30.97,    19.84,    30.19
       24.0,      27.67,    30.95,    30.62,    19.43,    29.69
       25.0,      27.30,    30.66,    30.28,    19.04,    29.21
       26.0,      26.93,    30.39,    29.95,    18.66,    28.74
       27.0,      26.58,    30.11,    29.62,    18.29,    28.29
       28.0,      26.24,    29.85,    29.30,    17.94,    27.86
       29.0,      25.90,    29.58,    28.99,    17.60,    27.43
       30.0,      25.57,    29.32,    28.67,    17.26,    27.02
       31.0,      25.25,    29.07,    28.37,    16.94,    26.62
       32.0,      24.94,    28.82,    28.07,    16.63,    26.24
       33.0,      24.63,    28.57,    27.77,    16.33,    25.86
       34.0,      24.34,    28.33,    27.48,    16.04,    25.50
       35.0,      24.05,    28.09,    27.20,    15.75,    25.14
       36.0,      23.76,    27.86,    26.92,    15.48,    24.80
       37.0,      23.49,    27.63,    26.64,    15.21,    24.47
       38.0,      23.22,    27.41,    26.37,    14.96,    24.15
       39.0,      22.96,    27.18,    26.10,    14.71,    23.83
       40.0,      22.70,    26.97,    25.84,    14.47,    23.53
       41.0,      22.45,    26.75,    25.58,    14.23,    23.23
       42.0,      22.20,    26.54,    25.33,    14.00,    22.94
       43.0,      21.97,    26.33,    25.08,    13.78,    22.67
       44.0,      21.73,    26.13,    24.83,    13.57,    22.40
       45.0,      21.51,    25.93,    24.59,    13.37,    22.13
       46.0,      21.28,    25.73,    24.36,    13.17,    21.88
       47.0,      21.07,    25.54,    24.12,    12.97,    21.63
       48.0,      20.85,    25.35,    23.90,    12.78,    21.39
       49.0,      20.65,    25.16,    23.67,    12.60,    21.15
       50.0,      20.44,    24.98,    23.45,    12.43,    20.93
       51.0,      20.25,    24.80,    23.23,    12.25,    20.70
       52.0,      20.05,    24.62,    23.02,    12.09,    20.49
       53.0,      19.86,    24.44,    22.81,    11.93,    20.28
       54.0,      19.68,    24.27,    22.60,    11.77,    20.08
       55.0,      19.50,    24.10,    22.40,    11.62,    19.88
       56.0,      19.32,    23.93,    22.20,    11.47,    19.69
       57.0,      19.15,    23.77,    22.00,    11.33,    19.50
       58.0,      18.98,    23.61,    21.80,    11.20,    19.32
       59.0,      18.82,    23.45,    21.61,    11.06,    19.14
       60.0,      18.66,    23.29,    21.43,    10.93,    18.97
       61.0,      18.50,    23.14,    21.24,    10.81,    18.80
       62.0,      18.34,    22.99,    21.06,    10.69,    18.64
       63.0,      18.19,    22.84,    20.88,    10.57,    18.48
       64.0,      18.04,    22.69,    20.71,    10.45,    18.32
       65.0,      17.90,    22.55,    20.54,    10.34,    18.17
       66.0,      17.76,    22.41,    20.37,    10.23,    18.03
       67.0,      17.62,    22.27,    20.20,    10.13,    17.88
       68.0,      17.48,    22.13,    20.04,    10.03,    17.75
       69.0,      17.35,    21.99,    19.87,     9.93,    17.61
       70.0,      17.22,    21.86,    19.72,     9.83,    17.48
       71.0,      17.09,    21.73,    19.56,     9.74,    17.35
       72.0,      16.97,    21.60,    19.41,     9.65,    17.22
       73.0,      16.85,    21.47,    19.26,     9.56,    17.10
       74.0,      16.73,    21.35,    19.11,     9.48,    16.98
       75.0,      16.61,    21.23,    18.96,     9.40,    16.87
       76.0,      16.50,    21.10,    18.82,     9.32,    16.75
       77.0,      16.38,    20.98,    18.68,     9.24,    16.64
       78.0,      16.27,    20.87,    18.54,     9.16,    16.53
       79.0,      16.17,    20.75,    18.40,     9.09,    16.43
       80.0,      16.06,    20.64,    18.27,     9.02,    16.32
       81.0,      15.96,    20.53,    18.13,     8.95,    16.22
       82.0,      15.86,    20.41,    18.00,     8.88,    16.13
       83.0,      15.76,    20.31,    17.87,     8.82,    16.03
       84.0,      15.66,    20.20,    17.75,     8.75,    15.94
       85.0,      15.56,    20.09,    17.62,     8.69,    15.84
       86.0,      15.47,    19.99,    17.50,     8.63,    15.75
       87.0,      15.38,    19.89,    17.38,     8.57,    15.67
       88.0,      15.29,    19.79,    17.26,     8.52,    15.58
       89.0,      15.20,    19.69,    17.15,     8.46,    15.50
       90.0,      15.11,    19.59,    17.03,     8.41,    15.42
       91.0,      15.03,    19.49,    16.92,     8.35,    15.34
       92.0,      14.94,    19.40,    16.81,     8.30,    15.26
       93.0,      14.86,    19.30,    16.70,     8.25,    15.18
