Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       2.98,     2.76,     3.10,     3.25,     2.81
        2.0,       5.33,     5.25,     5.44,     5.37,     5.27
        3.0,       7.55,     7.73,     7.61,     7.20,     7.66
        4.0,       9.77,    10.33,     9.79,     8.87,    10.10
        5.0,      12.11,    13.17,    12.08,    10.46,    12.72
        6.0,      14.63,    16.32,    14.55,    12.04,    15.60
        7.0,      17.35,    19.77,    17.21,    13.66,    18.77
        8.0,      20.25,    23.45,    19.99,    15.38,    22.17
        9.0,      23.23,    27.20,    22.81,    17.18,    25.71
       10.0,      26.16,    30.85,    25.53,    19.03,    29.22
       11.0,      28.90,    34.20,    28.01,    20.88,    32.51
       12.0,      31.30,    37.07,    30.12,    22.61,    35.39
       13.0,      33.24,    39.32,    31.77,    24.16,    37.71
       14.0,      34.65,    40.88,    32.90,    25.42,    39.39
       15.0,      35.50,    41.75,    33.52,    26.35,    40.38
       16.0,      35.82,    41.98,    33.66,    26.91,    40.74
       17.0,      35.69,    41.69,    33.43,    27.12,    40.54
       18.0,      35.22,    41.02,    32.92,    27.02,    39.92
       19.0,      34.51,    40.11,    32.23,    26.67,    39.02
       20.0,      33.67,    39.10,    31.46,    26.15,    37.98
       21.0,      32.80,    38.07,    30.69,    25.54,    36.90
       22.0,      31.95,    37.08,    29.94,    24.90,    35.86
       23.0,      31.13,    36.15,    29.23,    24.28,    34.87
       24.0,      30.37,    35.26,    28.56,    23.71,    33.94
       25.0,      29.64,    34.41,    27.92,    23.17,    33.05
       26.0,      28.94,    33.59,    27.30,    22.67,    32.20
       27.0,      28.27,    32.80,    26.70,    22.19,    31.37
       28.0,      27.62,    32.05,    26.13,    21.73,    30.59
       29.0,      27.00,    31.32,    25.58,    21.29,    29.83
       30.0,      26.41,    30.62,    25.05,    20.86,    29.10
       31.0,      25.83,    29.95,    24.54,    20.45,    28.40
       32.0,      25.28,    29.30,    24.05,    20.05,    27.72
       33.0,      24.75,    28.68,    23.58,    19.66,    27.07
       34.0,      24.24,    28.08,    23.13,    19.29,    26.45
       35.0,      23.75,    27.51,    22.69,    18.94,    25.85
       36.0,      23.27,    26.95,    22.27,    18.59,    25.27
       37.0,      22.82,    26.42,    21.87,    18.26,    24.72
       38.0,      22.38,    25.91,    21.48,    17.93,    24.19
       39.0,      21.96,    25.42,    21.11,    17.62,    23.67
       40.0,      21.55,    24.95,    20.75,    17.32,    23.18
       41.0,      21.16,    24.49,    20.41,    17.03,    22.71
       42.0,      20.78,    24.05,    20.08,    16.75,    22.25
       43.0,      20.42,    23.63,    19.76,    16.48,    21.81
       44.0,      20.07,    23.23,    19.45,    16.22,    21.39
       45.0,      19.73,    22.84,    19.15,    15.97,    20.98
       46.0,      19.41,    22.46,    18.87,    15.72,    20.59
       47.0,      19.10,    22.10,    18.59,    15.49,    20.21
       48.0,      18.80,    21.75,    18.33,    15.26,    19.85
       49.0,      18.51,    21.42,    18.08,    15.04,    19.50
       50.0,      18.23,    21.10,    17.83,    14.82,    19.17
       51.0,      17.96,    20.79,    17.60,    14.61,    18.85
       52.0,      17.70,    20.49,    17.37,    14.41,    18.54
       53.0,      17.45,    20.21,    17.15,    14.22,    18.24
       54.0,      17.21,    19.93,    16.94,    14.03,    17.95
       55.0,      16.98,    19.66,    16.74,    13.85,    17.67
       56.0,      16.76,    19.41,    16.55,    13.67,    17.41
       57.0,      16.54,    19.16,    16.36,    13.50,    17.15
       58.0,      16.34,    18.92,    16.18,    13.34,    16.91
       59.0,      16.14,    18.70,    16.00,    13.18,    16.67
       60.0,      15.94,    18.48,    15.84,    13.02,    16.44
       61.0,      15.76,    18.26,    15.67,    12.87,    16.22
       62.0,      15.58,    18.06,    15.52,    12.72,    16.01
       63.0,      15.40,    17.86,    15.37,    12.58,    15.80
       64.0,      15.24,    17.67,    15.22,    12.44,    15.60
       65.0,      15.08,    17.49,    15.08,    12.31,    15.42
       66.0,      14.92,    17.32,    14.95,    12.18,    15.23
       67.0,      14.77,    17.15,    14.82,    12.05,    15.06
       68.0,      14.62,    16.98,    14.70,    11.93,    14.89
       69.0,      14.48,    16.83,    14.57,    11.81,    14.72
       70.0,      14.35,    16.68,    14.46,    11.69,    14.57
       71.0,      14.22,    16.53,    14.35,    11.58,    14.41
       72.0,      14.09,    16.39,    14.24,    11.47,    14.27
