Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       1.33,     1.12,     1.30,     1.80,     1.12
        2.0,       2.59,     2.32,     2.57,     3.15,     2.32
        3.0,       3.83,     3.56,     3.84,     4.37,     3.56
        4.0,       5.06,     4.82,     5.09,     5.51,     4.82
        5.0,       6.28,     6.10,     6.34,     6.59,     6.10
        6.0,       7.50,     7.39,     7.58,     7.64,     7.39
        7.0,       8.71,     8.69,     8.83,     8.65,     8.69
        8.0,       9.93,    10.01,    10.07,     9.63,    10.01
        9.0,      11.14,    11.33,    11.30,    10.59,    11.33
       10.0,      12.35,    12.66,    12.54,    11.53,    12.66
       11.0,      13.55,    14.00,    13.77,    12.45,    14.00
       12.0,      14.76,    15.35,    15.00,    13.35,    15.35
       13.0,      15.97,    16.70,    16.23,    14.24,    16.70
       14.0,      17.17,    18.06,    17.45,    15.12,    18.06
       15.0,      18.37,    19.42,    18.68,    15.98,    19.42
       16.0,      19.58,    20.79,    19.90,    16.84,    20.79
       17.0,      20.78,    22.16,    21.13,    17.68,    22.16
       18.0,      21.98,    23.54,    22.35,    18.51,    23.54
       19.0,      23.19,    24.92,    23.57,    19.34,    24.92
       20.0,      24.39,    26.30,    24.79,    20.15,    26.30
       21.0,      25.60,    27.71,    26.01,    20.97,    27.71
       22.0,      26.86,    29.19,    27.25,    21.81,    29.20
       23.0,      28.23,    30.82,    28.55,    22.71,    30.83
       24.0,      29.77,    32.67,    29.99,    23.72,    32.70
       25.0,      31.52,    34.80,    31.60,    24.85,    34.84
       26.0,      33.49,    37.19,    33.42,    26.10,    37.24
       27.0,      35.61,    39.77,    35.42,    27.43,    39.82
       28.0,      37.81,    42.43,    37.54,    28.80,    42.47
       29.0,      39.95,    45.01,    39.65,    30.12,    45.03
       30.0,      41.91,    47.34,    41.65,    31.31,    47.35
       31.0,      43.57,    49.29,    43.40,    32.32,    49.27
       32.0,      44.83,    50.74,    44.79,    33.08,    50.71
       33.0,      45.64,    51.64,    45.76,    33.56,    51.60
       34.0,      45.99,    51.98,    46.28,    33.78,    51.94
       35.0,      45.93,    51.83,    46.36,    33.75,    51.79
       36.0,      45.52,    51.27,    46.06,    33.51,    51.25
       37.0,      44.86,    50.42,    45.48,    33.14,    50.42
       38.0,      44.05,    49.40,    44.70,    32.68,    49.43
       39.0,      43.17,    48.31,    43.83,    32.18,    48.38
       40.0,      42.30,    47.23,    42.94,    31.68,    47.33
       41.0,      41.45,    46.20,    42.07,    31.21,    46.33
       42.0,      40.66,    45.23,    41.26,    30.76,    45.39
       43.0,      39.90,    44.30,    40.49,    30.34,    44.49
