Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       1.39,     1.17,     1.51,     1.69,     1.17
        2.0,       2.70,     2.41,     2.88,     3.09,     2.41
        3.0,       3.99,     3.69,     4.19,     4.40,     3.69
        4.0,       5.27,     4.99,     5.47,     5.64,     4.99
        5.0,       6.55,     6.31,     6.73,     6.85,     6.31
        6.0,       7.82,     7.64,     7.97,     8.03,     7.64
        7.0,       9.08,     8.98,     9.19,     9.17,     8.98
        8.0,      10.34,    10.33,    10.40,    10.30,    10.33
        9.0,      11.59,    11.68,    11.60,    11.41,    11.68
       10.0,      12.85,    13.05,    12.79,    12.51,    13.05
       11.0,      14.10,    14.42,    13.97,    13.59,    14.42
       12.0,      15.35,    15.80,    15.15,    14.65,    15.80
       13.0,      16.59,    17.18,    16.31,    15.71,    17.18
       14.0,      17.84,    18.57,    17.47,    16.75,    18.57
       15.0,      19.08,    19.96,    18.63,    17.79,    19.96
       16.0,      20.32,    21.36,    19.77,    18.81,    21.36
       17.0,      21.57,    22.76,    20.92,    19.83,    22.76
       18.0,      22.80,    24.16,    22.05,    20.84,    24.16
       19.0,      24.04,    25.57,    23.19,    21.84,    25.57
       20.0,      25.28,    26.98,    24.32,    22.84,    26.98
       21.0,      26.52,    28.40,    25.44,    23.82,    28.40
       22.0,      27.76,    29.83,    26.57,    24.81,    29.83
       23.0,      29.03,    31.29,    27.71,    25.81,    31.30
       24.0,      30.36,    32.83,    28.92,    26.85,    32.86
       25.0,      31.81,    34.51,    30.22,    27.96,    34.56
       26.0,      33.40,    36.34,    31.63,    29.18,    36.43
       27.0,      35.12,    38.35,    33.17,    30.49,    38.47
       28.0,      36.94,    40.48,    34.79,    31.87,    40.62
       29.0,      38.80,    42.65,    36.45,    33.29,    42.82
       30.0,      40.61,    44.78,    38.06,    34.67,    44.95
       31.0,      42.28,    46.75,    39.54,    35.94,    46.91
       32.0,      43.73,    48.45,    40.82,    37.04,    48.59
       33.0,      44.87,    49.82,    41.83,    37.92,    49.92
       34.0,      45.69,    50.79,    42.55,    38.55,    50.86
       35.0,      46.17,    51.37,    42.98,    38.92,    51.41
       36.0,      46.34,    51.58,    43.13,    39.06,    51.60
       37.0,      46.26,    51.50,    43.06,    39.01,    51.50
       38.0,      46.00,    51.20,    42.82,    38.81,    51.19
       39.0,      45.63,    50.76,    42.49,    38.52,    50.76
       40.0,      45.22,    50.28,    42.12,    38.20,    50.28
       41.0,      44.80,    49.79,    41.75,    37.88,    49.80
       42.0,      44.41,    49.33,    41.40,    37.58,    49.35
       43.0,      44.05,    48.90,    41.07,    37.29,    48.93
       44.0,      43.71,    48.50,    40.77,    37.03,    48.53
       45.0,      43.38,    48.11,    40.47,    36.77,    48.15
       46.0,      43.05,    47.73,    40.18,    36.52,    47.78
       47.0,      42.74,    47.36,    39.90,    36.28,    47.42
       48.0,      42.43,    47.00,    39.63,    36.04,    47.07
       49.0,      42.13,    46.65,    39.36,    35.80,    46.72
       50.0,      41.84,    46.31,    39.10,    35.58,    46.39
       51.0,      41.56,    45.97,    38.84,    35.35,    46.06
       52.0,      41.28,    45.64,    38.59,    35.13,    45.74
       53.0,      41.00,    45.32,    38.35,    34.92,    45.42
       54.0,      40.74,    45.01,    38.11,    34.71,    45.12
       55.0,      40.48,    44.70,    37.87,    34.51,    44.82
