Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       1.42,     1.25,     1.53,     1.64,     1.25
        2.0,       2.72,     2.50,     2.87,     3.00,     2.50
        3.0,       3.97,     3.75,     4.13,     4.26,     3.75
        4.0,       5.21,     5.00,     5.36,     5.46,     5.00
        5.0,       6.42,     6.25,     6.55,     6.63,     6.25
        6.0,       7.62,     7.50,     7.73,     7.76,     7.50
        7.0,       8.81,     8.75,     8.88,     8.87,     8.75
        8.0,       9.99,    10.00,    10.01,     9.96,    10.00
        9.0,      11.16,    11.24,    11.14,    11.03,    11.24
       10.0,      12.33,    12.49,    12.25,    12.08,    12.49
       11.0,      13.48,    13.74,    13.34,    13.12,    13.74
       12.0,      14.64,    14.98,    14.43,    14.15,    14.98
       13.0,      15.78,    16.23,    15.51,    15.16,    16.23
       14.0,      16.93,    17.48,    16.59,    16.17,    17.48
       15.0,      18.07,    18.73,    17.65,    17.16,    18.73
       16.0,      19.20,    19.97,    18.71,    18.15,    19.97
       17.0,      20.33,    21.22,    19.76,    19.13,    21.22
       18.0,      21.46,    22.46,    20.81,    20.10,    22.46
       19.0,      22.58,    23.71,    21.85,    21.06,    23.71
       20.0,      23.70,    24.96,    22.88,    22.02,    24.96
       21.0,      24.82,    26.20,    23.91,    22.97,    26.20
       22.0,      25.94,    27.46,    24.93,    23.91,    27.45
       23.0,      27.06,    28.74,    25.96,    24.85,    28.70
       24.0,      28.23,    30.13,    27.00,    25.80,    29.98
       25.0,      29.47,    31.67,    28.09,    26.77,    31.34
       26.0,      30.83,    33.42,    29.27,    27.81,    32.82
       27.0,      32.33,    35.39,    30.54,    28.94,    34.45
       28.0,      33.97,    37.55,    31.91,    30.17,    36.24
       29.0,      35.70,    39.81,    33.36,    31.48,    38.16
       30.0,      37.46,    42.06,    34.85,    32.83,    40.12
       31.0,      39.17,    44.16,    36.30,    34.18,    42.06
       32.0,      40.74,    45.99,    37.65,    35.46,    43.85
       33.0,      42.08,    47.46,    38.85,    36.59,    45.42
       34.0,      43.13,    48.49,    39.83,    37.53,    46.67
       35.0,      43.86,    49.06,    40.57,    38.24,    47.58
       36.0,      44.27,    49.21,    41.06,    38.70,    48.12
       37.0,      44.39,    48.99,    41.33,    38.93,    48.32
       38.0,      44.27,    48.49,    41.41,    38.96,    48.25
       39.0,      43.98,    47.80,    41.34,    38.83,    47.96
       40.0,      43.59,    47.03,    41.19,    38.60,    47.55
       41.0,      43.15,    46.23,    40.99,    38.31,    47.07
       42.0,      42.70,    45.45,    40.78,    38.01,    46.57
       43.0,      42.28,    44.72,    40.57,    37.72,    46.10
       44.0,      41.87,    44.01,    40.38,    37.46,    45.64
       45.0,      41.49,    43.34,    40.20,    37.20,    45.21
       46.0,      41.12,    42.69,    40.02,    36.96,    44.79
       47.0,      40.76,    42.07,    39.85,    36.73,    44.38
       48.0,      40.40,    41.47,    39.67,    36.50,    43.97
       49.0,      40.06,    40.88,    39.50,    36.28,    43.58
       50.0,      39.72,    40.32,    39.33,    36.06,    43.18
       51.0,      39.40,    39.78,    39.16,    35.85,    42.80
       52.0,      39.08,    39.26,    38.99,    35.64,    42.42
       53.0,      38.77,    38.75,    38.83,    35.44,    42.05
       54.0,      38.46,    38.26,    38.66,    35.24,    41.69
       55.0,      38.17,    37.79,    38.50,    35.05,    41.33
       56.0,      37.88,    37.34,    38.34,    34.86,    40.98
       57.0,      37.60,    36.90,    38.18,    34.67,    40.64
       58.0,      37.32,    36.48,    38.02,    34.49,    40.30
       59.0,      37.05,    36.07,    37.86,    34.31,    39.97
       60.0,      36.79,    35.67,    37.71,    34.14,    39.64
       61.0,      36.53,    35.29,    37.55,    33.97,    39.32
       62.0,      36.28,    34.92,    37.40,    33.80,    39.00
       63.0,      36.04,    34.57,    37.25,    33.64,    38.69
       64.0,      35.80,    34.22,    37.10,    33.48,    38.39
       65.0,      35.56,    33.89,    36.95,    33.32,    38.09
       66.0,      35.33,    33.57,    36.80,    33.16,    37.80
       67.0,      35.11,    33.26,    36.66,    33.01,    37.51
       68.0,      34.89,    32.96,    36.51,    32.86,    37.22
       69.0,      34.67,    32.67,    36.37,    32.72,    36.95
       70.0,      34.46,    32.39,    36.23,    32.57,    36.67
       71.0,      34.26,    32.12,    36.09,    32.43,    36.40
       72.0,      34.06,    31.86,    35.95,    32.29,    36.14
       73.0,      33.86,    31.60,    35.81,    32.15,    35.88
       74.0,      33.67,    31.36,    35.67,    32.02,    35.62
       75.0,      33.48,    31.12,    35.54,    31.88,    35.37
       76.0,      33.29,    30.89,    35.40,    31.75,    35.12
       77.0,      33.11,    30.67,    35.27,    31.62,    34.88
       78.0,      32.93,    30.46,    35.13,    31.49,    34.64
       79.0,      32.76,    30.25,    35.00,    31.37,    34.41
       80.0,      32.59,    30.05,    34.87,    31.24,    34.18
       81.0,      32.42,    29.86,    34.74,    31.12,    33.95
       82.0,      32.25,    29.67,    34.61,    31.00,    33.73
       83.0,      32.09,    29.49,    34.49,    30.88,    33.51
       84.0,      31.93,    29.31,    34.36,    30.77,    33.29
       85.0,      31.78,    29.14,    34.24,    30.65,    33.08
       86.0,      31.62,    28.97,    34.11,    30.53,    32.87
       87.0,      31.47,    28.81,    33.99,    30.42,    32.66
       88.0,      31.32,    28.66,    33.87,    30.31,    32.46
       89.0,      31.18,    28.51,    33.75,    30.20,    32.26
       90.0,      31.04,    28.36,    33.63,    30.09,    32.07
       91.0,      30.90,    28.22,    33.51,    29.98,    31.87
       92.0,      30.76,    28.08,    33.39,    29.87,    31.68
       93.0,      30.62,    27.95,    33.27,    29.77,    31.50
       94.0,      30.49,    27.82,    33.16,    29.66,    31.32
       95.0,      30.36,    27.69,    33.04,    29.56,    31.13
       96.0,      30.23,    27.57,    32.93,    29.46,    30.96
       97.0,      30.10,    27.45,    32.81,    29.36,    30.78
       98.0,      29.98,    27.34,    32.70,    29.26,    30.61
       99.0,      29.85,    27.23,    32.59,    29.16,    30.44
      100.0,      29.73,    27.12,    32.48,    29.06,    30.27
      101.0,      29.61,    27.02,    32.37,    28.96,    30.11
      102.0,      29.50,    26.91,    32.26,    28.86,    29.95
      103.0,      29.38,    26.81,    32.15,    28.77,    29.79
      104.0,      29.27,    26.72,    32.04,    28.67,    29.63
      105.0,      29.15,    26.62,    31.94,    28.58,    29.48
      106.0,      29.04,    26.53,    31.83,    28.48,    29.33
      107.0,      28.93,    26.44,    31.72,    28.39,    29.18
      108.0,      28.83,    26.36,    31.62,    28.30,    29.03
      109.0,      28.72,    26.27,    31.52,    28.21,    28.88
      110.0,      28.61,    26.19,    31.41,    28.11,    28.74
      111.0,      28.51,    26.11,    31.31,    28.02,    28.60
      112.0,      28.41,    26.03,    31.21,    27.93,    28.46
      113.0,      28.31,    25.96,    31.11,    27.85,    28.32
      114.0,      28.21,    25.88,    31.01,    27.76,    28.19
      115.0,      28.11,    25.81,    30.91,    27.67,    28.05
      116.0,      28.01,    25.74,    30.81,    27.58,    27.92
      117.0,      27.92,    25.67,    30.71,    27.50,    27.79
      118.0,      27.82,    25.61,    30.62,    27.41,    27.67
      119.0,      27.73,    25.54,    30.52,    27.32,    27.54
      120.0,      27.64,    25.48,    30.42,    27.24,    27.42
      121.0,      27.55,    25.41,    30.33,    27.15,    27.30
      122.0,      27.46,    25.35,    30.23,    27.07,    27.18
      123.0,      27.37,    25.29,    30.14,    26.99,    27.06
      124.0,      27.28,    25.23,    30.05,    26.90,    26.94
      125.0,      27.19,    25.18,    29.95,    26.82,    26.82
      126.0,      27.11,    25.12,    29.86,    26.74,    26.71
      127.0,      27.02,    25.07,    29.77,    26.66,    26.60
      128.0,      26.94,    25.01,    29.68,    26.58,    26.49
      129.0,      26.86,    24.96,    29.59,    26.49,    26.38
      130.0,      26.77,    24.91,    29.50,    26.41,    26.27
      131.0,      26.69,    24.86,    29.41,    26.33,    26.16
      132.0,      26.61,    24.81,    29.32,    26.25,    26.06
      133.0,      26.53,    24.76,    29.23,    26.17,    25.96
      134.0,      26.45,    24.71,    29.15,    26.10,    25.85
      135.0,      26.37,    24.67,    29.06,    26.02,    25.75
      136.0,      26.30,    24.62,    28.97,    25.94,    25.65
      137.0,      26.22,    24.58,    28.89,    25.86,    25.55
      138.0,      26.14,    24.53,    28.80,    25.78,    25.46
      139.0,      26.07,    24.49,    28.72,    25.71,    25.36
      140.0,      25.99,    24.45,    28.63,    25.63,    25.27
      141.0,      25.92,    24.40,    28.55,    25.55,    25.17
      142.0,      25.85,    24.36,    28.47,    25.48,    25.08
      143.0,      25.78,    24.32,    28.39,    25.40,    24.99
      144.0,      25.70,    24.28,    28.30,    25.33,    24.90
      145.0,      25.63,    24.24,    28.22,    25.25,    24.81
      146.0,      25.56,    24.20,    28.14,    25.18,    24.72
      147.0,      25.49,    24.16,    28.06,    25.10,    24.64
      148.0,      25.42,    24.13,    27.98,    25.03,    24.55
      149.0,      25.35,    24.09,    27.90,    24.96,    24.47
      150.0,      25.28,    24.05,    27.82,    24.88,    24.38
      151.0,      25.22,    24.02,    27.74,    24.81,    24.30
      152.0,      25.15,    23.98,    27.67,    24.74,    24.22
      153.0,      25.08,    23.95,    27.59,    24.66,    24.14
      154.0,      25.02,    23.91,    27.51,    24.59,    24.06
      155.0,      24.95,    23.88,    27.43,    24.52,    23.98
      156.0,      24.89,    23.84,    27.36,    24.45,    23.90
      157.0,      24.82,    23.81,    27.28,    24.38,    23.82
      158.0,      24.76,    23.78,    27.21,    24.30,    23.74
      159.0,      24.69,    23.74,    27.13,    24.23,    23.67
      160.0,      24.63,    23.71,    27.06,    24.16,    23.59
      161.0,      24.57,    23.68,    26.98,    24.09,    23.52
      162.0,      24.51,    23.65,    26.91,    24.02,    23.45
      163.0,      24.44,    23.62,    26.83,    23.95,    23.37
      164.0,      24.38,    23.59,    26.76,    23.88,    23.30
      165.0,      24.32,    23.55,    26.69,    23.81,    23.23
      166.0,      24.26,    23.52,    26.62,    23.74,    23.16
      167.0,      24.20,    23.49,    26.54,    23.67,    23.09
      168.0,      24.14,    23.46,    26.47,    23.61,    23.02
      169.0,      24.08,    23.43,    26.40,    23.54,    22.95
      170.0,      24.02,    23.41,    26.33,    23.47,    22.89
      171.0,      23.96,    23.38,    26.26,    23.40,    22.82
      172.0,      23.91,    23.35,    26.19,    23.33,    22.75
      173.0,      23.85,    23.32,    26.12,    23.27,    22.69
      174.0,      23.79,    23.29,    26.05,    23.20,    22.62
      175.0,      23.73,    23.26,    25.98,    23.13,    22.56
      176.0,      23.68,    23.23,    25.91,    23.06,    22.50
      177.0,      23.62,    23.21,    25.84,    23.00,    22.43
      178.0,      23.56,    23.18,    25.78,    22.93,    22.37
      179.0,      23.51,    23.15,    25.71,    22.86,    22.31
      180.0,      23.45,    23.12,    25.64,    22.80,    22.25
      181.0,      23.40,    23.10,    25.57,    22.73,    22.19
      182.0,      23.34,    23.07,    25.51,    22.67,    22.13
      183.0,      23.29,    23.04,    25.44,    22.60,    22.07
      184.0,      23.23,    23.02,    25.38,    22.54,    22.01
      185.0,      23.18,    22.99,    25.31,    22.47,    21.95
      186.0,      23.13,    22.96,    25.25,    22.41,    21.89
      187.0,      23.07,    22.94,    25.18,    22.34,    21.83
