Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       2.85,     2.80,     2.77,     2.77,     3.06
        2.0,       4.73,     4.71,     4.69,     4.69,     4.86
        3.0,       6.37,     6.38,     6.37,     6.37,     6.37
        4.0,       7.87,     7.92,     7.92,     7.92,     7.72
        5.0,       9.27,     9.36,     9.38,     9.38,     8.97
        6.0,      10.60,    10.73,    10.77,    10.77,    10.13
        7.0,      11.87,    12.05,    12.11,    12.11,    11.23
        8.0,      13.10,    13.32,    13.39,    13.39,    12.28
        9.0,      14.28,    14.55,    14.64,    14.64,    13.29
       10.0,      15.43,    15.75,    15.86,    15.86,    14.26
       11.0,      16.55,    16.92,    17.05,    17.05,    15.20
       12.0,      17.65,    18.06,    18.21,    18.21,    16.11
       13.0,      18.73,    19.18,    19.37,    19.37,    17.00
       14.0,      19.82,    20.30,    20.55,    20.55,    17.88
       15.0,      20.95,    21.44,    21.78,    21.80,    18.77
       16.0,      22.15,    22.65,    23.09,    23.14,    19.70
       17.0,      23.42,    23.94,    24.48,    24.58,    20.69
       18.0,      24.77,    25.32,    25.94,    26.10,    21.72
       19.0,      26.15,    26.75,    27.42,    27.66,    22.78
       20.0,      27.53,    28.20,    28.87,    29.20,    23.84
       21.0,      28.84,    29.60,    30.24,    30.64,    24.87
       22.0,      30.01,    30.88,    31.46,    31.91,    25.80
       23.0,      31.01,    31.98,    32.48,    32.96,    26.61
       24.0,      31.78,    32.85,    33.28,    33.74,    27.26
       25.0,      32.33,    33.47,    33.85,    34.24,    27.74
       26.0,      32.64,    33.82,    34.20,    34.48,    28.05
       27.0,      32.76,    33.95,    34.37,    34.50,    28.21
       28.0,      32.72,    33.88,    34.39,    34.35,    28.24
       29.0,      32.57,    33.67,    34.32,    34.09,    28.18
       30.0,      32.35,    33.38,    34.20,    33.77,    28.06
       31.0,      32.12,    33.05,    34.07,    33.43,    27.93
       32.0,      31.89,    32.72,    33.94,    33.10,    27.79
       33.0,      31.67,    32.41,    33.81,    32.79,    27.66
       34.0,      31.46,    32.12,    33.70,    32.50,    27.53
       35.0,      31.27,    31.85,    33.59,    32.21,    27.42
       36.0,      31.07,    31.58,    33.48,    31.93,    27.31
       37.0,      30.89,    31.32,    33.37,    31.66,    27.20
       38.0,      30.70,    31.06,    33.26,    31.39,    27.09
       39.0,      30.52,    30.81,    33.15,    31.13,    26.98
       40.0,      30.33,    30.56,    33.04,    30.87,    26.87
       41.0,      30.16,    30.32,    32.93,    30.61,    26.76
       42.0,      29.98,    30.08,    32.82,    30.36,    26.65
       43.0,      29.80,    29.84,    32.72,    30.12,    26.54
       44.0,      29.63,    29.61,    32.61,    29.88,    26.43
       45.0,      29.46,    29.39,    32.50,    29.64,    26.32
       46.0,      29.30,    29.16,    32.39,    29.41,    26.22
       47.0,      29.13,    28.94,    32.29,    29.19,    26.11
       48.0,      28.97,    28.72,    32.18,    28.96,    26.00
       49.0,      28.81,    28.51,    32.08,    28.74,    25.90
       50.0,      28.65,    28.30,    31.97,    28.53,    25.79
       51.0,      28.49,    28.09,    31.87,    28.32,    25.69
       52.0,      28.34,    27.89,    31.76,    28.11,    25.58
       53.0,      28.18,    27.69,    31.66,    27.91,    25.48
       54.0,      28.03,    27.49,    31.56,    27.71,    25.37
       55.0,      27.88,    27.30,    31.45,    27.51,    25.27
       56.0,      27.74,    27.11,    31.35,    27.32,    25.17
       57.0,      27.59,    26.92,    31.25,    27.13,    25.07
       58.0,      27.45,    26.73,    31.15,    26.94,    24.96
       59.0,      27.30,    26.55,    31.05,    26.76,    24.86
       60.0,      27.16,    26.37,    30.94,    26.58,    24.76
       61.0,      27.02,    26.19,    30.84,    26.40,    24.66
       62.0,      26.89,    26.02,    30.74,    26.23,    24.56
       63.0,      26.75,    25.84,    30.64,    26.06,    24.46
       64.0,      26.62,    25.67,    30.54,    25.89,    24.36
       65.0,      26.48,    25.50,    30.44,    25.73,    24.26
       66.0,      26.35,    25.34,    30.34,    25.56,    24.16
       67.0,      26.22,    25.18,    30.25,    25.41,    24.06
       68.0,      26.09,    25.01,    30.15,    25.25,    23.96
       69.0,      25.97,    24.86,    30.05,    25.09,    23.87
       70.0,      25.84,    24.70,    29.95,    24.94,    23.77
       71.0,      25.72,    24.55,    29.86,    24.79,    23.67
       72.0,      25.59,    24.39,    29.76,    24.65,    23.58
       73.0,      25.47,    24.24,    29.66,    24.50,    23.48
       74.0,      25.35,    24.09,    29.57,    24.36,    23.39
       75.0,      25.23,    23.95,    29.47,    24.22,    23.29
       76.0,      25.11,    23.80,    29.37,    24.08,    23.20
       77.0,      25.00,    23.66,    29.28,    23.95,    23.10
       78.0,      24.88,    23.52,    29.18,    23.82,    23.01
       79.0,      24.77,    23.38,    29.09,    23.68,    22.91
       80.0,      24.65,    23.24,    29.00,    23.56,    22.82
       81.0,      24.54,    23.11,    28.90,    23.43,    22.73
       82.0,      24.43,    22.97,    28.81,    23.30,    22.63
       83.0,      24.32,    22.84,    28.72,    23.18,    22.54
       84.0,      24.21,    22.71,    28.62,    23.06,    22.45
       85.0,      24.10,    22.58,    28.53,    22.94,    22.36
       86.0,      24.00,    22.45,    28.44,    22.82,    22.27
       87.0,      23.89,    22.32,    28.35,    22.71,    22.18
       88.0,      23.78,    22.20,    28.26,    22.59,    22.09
       89.0,      23.68,    22.08,    28.16,    22.48,    22.00
       90.0,      23.58,    21.95,    28.07,    22.37,    21.91
       91.0,      23.47,    21.83,    27.98,    22.26,    21.82
       92.0,      23.37,    21.71,    27.89,    22.15,    21.73
       93.0,      23.27,    21.60,    27.80,    22.05,    21.64
       94.0,      23.17,    21.48,    27.71,    21.94,    21.55
       95.0,      23.07,    21.36,    27.62,    21.84,    21.46
       96.0,      22.98,    21.25,    27.54,    21.74,    21.38
       97.0,      22.88,    21.14,    27.45,    21.64,    21.29
       98.0,      22.78,    21.02,    27.36,    21.54,    21.20
       99.0,      22.69,    20.91,    27.27,    21.44,    21.12
      100.0,      22.59,    20.80,    27.18,    21.35,    21.03
      101.0,      22.50,    20.69,    27.10,    21.25,    20.95
      102.0,      22.40,    20.59,    27.01,    21.16,    20.86
      103.0,      22.31,    20.48,    26.92,    21.07,    20.78
      104.0,      22.22,    20.38,    26.84,    20.98,    20.69
      105.0,      22.13,    20.27,    26.75,    20.89,    20.61
      106.0,      22.04,    20.17,    26.66,    20.80,    20.52
      107.0,      21.95,    20.07,    26.58,    20.71,    20.44
      108.0,      21.86,    19.96,    26.49,    20.62,    20.36
      109.0,      21.77,    19.86,    26.41,    20.54,    20.27
      110.0,      21.68,    19.76,    26.32,    20.45,    20.19
      111.0,      21.60,    19.67,    26.24,    20.37,    20.11
      112.0,      21.51,    19.57,    26.16,    20.29,    20.03
      113.0,      21.42,    19.47,    26.07,    20.21,    19.95
      114.0,      21.34,    19.38,    25.99,    20.13,    19.86
      115.0,      21.25,    19.28,    25.91,    20.05,    19.78
      116.0,      21.17,    19.19,    25.82,    19.97,    19.70
      117.0,      21.09,    19.09,    25.74,    19.89,    19.62
      118.0,      21.01,    19.00,    25.66,    19.82,    19.54
      119.0,      20.92,    18.91,    25.58,    19.74,    19.46
      120.0,      20.84,    18.82,    25.50,    19.67,    19.38
      121.0,      20.76,    18.73,    25.41,    19.59,    19.31
      122.0,      20.68,    18.64,    25.33,    19.52,    19.23
      123.0,      20.60,    18.55,    25.25,    19.45,    19.15
      124.0,      20.52,    18.46,    25.17,    19.38,    19.07
      125.0,      20.44,    18.38,    25.09,    19.31,    18.99
      126.0,      20.36,    18.29,    25.01,    19.24,    18.92
      127.0,      20.29,    18.20,    24.93,    19.17,    18.84
      128.0,      20.21,    18.12,    24.85,    19.10,    18.76
      129.0,      20.13,    18.04,    24.77,    19.03,    18.69
      130.0,      20.06,    17.95,    24.70,    18.96,    18.61
      131.0,      19.98,    17.87,    24.62,    18.90,    18.53
      132.0,      19.90,    17.79,    24.54,    18.83,    18.46
      133.0,      19.83,    17.70,    24.46,    18.77,    18.38
      134.0,      19.76,    17.62,    24.38,    18.70,    18.31
      135.0,      19.68,    17.54,    24.31,    18.64,    18.23
      136.0,      19.61,    17.46,    24.23,    18.58,    18.16
      137.0,      19.53,    17.38,    24.15,    18.52,    18.09
      138.0,      19.46,    17.30,    24.08,    18.46,    18.01
      139.0,      19.39,    17.23,    24.00,    18.39,    17.94
      140.0,      19.32,    17.15,    23.92,    18.33,    17.87
      141.0,      19.25,    17.07,    23.85,    18.27,    17.79
      142.0,      19.18,    17.00,    23.77,    18.21,    17.72
      143.0,      19.11,    16.92,    23.70,    18.16,    17.65
      144.0,      19.04,    16.84,    23.62,    18.10,    17.58
      145.0,      18.97,    16.77,    23.55,    18.04,    17.51
      146.0,      18.90,    16.69,    23.47,    17.98,    17.43
      147.0,      18.83,    16.62,    23.40,    17.93,    17.36
      148.0,      18.76,    16.55,    23.33,    17.87,    17.29
      149.0,      18.69,    16.47,    23.25,    17.82,    17.22
      150.0,      18.62,    16.40,    23.18,    17.76,    17.15
      151.0,      18.56,    16.33,    23.11,    17.71,    17.08
      152.0,      18.49,    16.26,    23.03,    17.65,    17.01
      153.0,      18.42,    16.19,    22.96,    17.60,    16.94
      154.0,      18.36,    16.12,    22.89,    17.54,    16.87
      155.0,      18.29,    16.05,    22.82,    17.49,    16.81
      156.0,      18.22,    15.98,    22.74,    17.44,    16.74
      157.0,      18.16,    15.91,    22.67,    17.39,    16.67
      158.0,      18.09,    15.84,    22.60,    17.34,    16.60
      159.0,      18.03,    15.77,    22.53,    17.28,    16.53
      160.0,      17.97,    15.70,    22.46,    17.23,    16.47
      161.0,      17.90,    15.64,    22.39,    17.18,    16.40
      162.0,      17.84,    15.57,    22.32,    17.13,    16.33
      163.0,      17.77,    15.50,    22.25,    17.08,    16.27
      164.0,      17.71,    15.43,    22.18,    17.03,    16.20
      165.0,      17.65,    15.37,    22.11,    16.99,    16.13
      166.0,      17.59,    15.30,    22.04,    16.94,    16.07
      167.0,      17.53,    15.24,    21.97,    16.89,    16.00
      168.0,      17.46,    15.17,    21.90,    16.84,    15.94
      169.0,      17.40,    15.11,    21.83,    16.79,    15.87
      170.0,      17.34,    15.05,    21.76,    16.75,    15.81
      171.0,      17.28,    14.98,    21.70,    16.70,    15.75
      172.0,      17.22,    14.92,    21.63,    16.65,    15.68
      173.0,      17.16,    14.86,    21.56,    16.61,    15.62
      174.0,      17.10,    14.79,    21.49,    16.56,    15.55
      175.0,      17.04,    14.73,    21.43,    16.52,    15.49
      176.0,      16.98,    14.67,    21.36,    16.47,    15.43
      177.0,      16.92,    14.61,    21.29,    16.42,    15.36
      178.0,      16.86,    14.55,    21.22,    16.38,    15.30
      179.0,      16.80,    14.48,    21.16,    16.34,    15.24
      180.0,      16.75,    14.42,    21.09,    16.29,    15.18
      181.0,      16.69,    14.36,    21.03,    16.25,    15.12
      182.0,      16.63,    14.30,    20.96,    16.20,    15.05
      183.0,      16.57,    14.24,    20.90,    16.16,    14.99
      184.0,      16.52,    14.19,    20.83,    16.12,    14.93
      185.0,      16.46,    14.13,    20.77,    16.07,    14.87
      186.0,      16.40,    14.07,    20.70,    16.03,    14.81
      187.0,      16.35,    14.01,    20.64,    15.99,    14.75
      188.0,      16.29,    13.95,    20.57,    15.95,    14.69
      189.0,      16.23,    13.89,    20.51,    15.91,    14.63
      190.0,      16.18,    13.84,    20.44,    15.86,    14.57
      191.0,      16.12,    13.78,    20.38,    15.82,    14.51
      192.0,      16.07,    13.72,    20.32,    15.78,    14.45
      193.0,      16.01,    13.67,    20.25,    15.74,    14.39
      194.0,      15.96,    13.61,    20.19,    15.70,    14.34
      195.0,      15.90,    13.55,    20.13,    15.66,    14.28
      196.0,      15.85,    13.50,    20.07,    15.62,    14.22
      197.0,      15.80,    13.44,    20.00,    15.58,    14.16
      198.0,      15.74,    13.39,    19.94,    15.54,    14.10
      199.0,      15.69,    13.33,    19.88,    15.50,    14.05
      200.0,      15.64,    13.28,    19.82,    15.46,    13.99
      201.0,      15.58,    13.22,    19.76,    15.42,    13.93
      202.0,      15.53,    13.17,    19.69,    15.38,    13.88
      203.0,      15.48,    13.12,    19.63,    15.34,    13.82
      204.0,      15.43,    13.06,    19.57,    15.31,    13.76
      205.0,      15.37,    13.01,    19.51,    15.27,    13.71
      206.0,      15.32,    12.96,    19.45,    15.23,    13.65
      207.0,      15.27,    12.90,    19.39,    15.19,    13.60
      208.0,      15.22,    12.85,    19.33,    15.15,    13.54
      209.0,      15.17,    12.80,    19.27,    15.11,    13.49
      210.0,      15.12,    12.75,    19.21,    15.08,    13.43
      211.0,      15.07,    12.69,    19.15,    15.04,    13.38
      212.0,      15.02,    12.64,    19.09,    15.00,    13.32
      213.0,      14.97,    12.59,    19.03,    14.97,    13.27
      214.0,      14.91,    12.54,    18.98,    14.93,    13.21
      215.0,      14.86,    12.49,    18.92,    14.89,    13.16
      216.0,      14.82,    12.44,    18.86,    14.86,    13.11
      217.0,      14.77,    12.39,    18.80,    14.82,    13.05
      218.0,      14.72,    12.34,    18.74,    14.78,    13.00
      219.0,      14.67,    12.29,    18.69,    14.75,    12.95
      220.0,      14.62,    12.24,    18.63,    14.71,    12.90
      221.0,      14.57,    12.19,    18.57,    14.67,    12.84
      222.0,      14.52,    12.14,    18.51,    14.64,    12.79
      223.0,      14.47,    12.09,    18.46,    14.60,    12.74
      224.0,      14.42,    12.04,    18.40,    14.57,    12.69
      225.0,      14.38,    11.99,    18.34,    14.53,    12.64
      226.0,      14.33,    11.95,    18.29,    14.50,    12.58
      227.0,      14.28,    11.90,    18.23,    14.46,    12.53
      228.0,      14.23,    11.85,    18.17,    14.43,    12.48
      229.0,      14.19,    11.80,    18.12,    14.39,    12.43
      230.0,      14.14,    11.76,    18.06,    14.36,    12.38
      231.0,      14.09,    11.71,    18.01,    14.32,    12.33
      232.0,      14.05,    11.66,    17.95,    14.29,    12.28
      233.0,      14.00,    11.61,    17.90,    14.26,    12.23
      234.0,      13.95,    11.57,    17.84,    14.22,    12.18
      235.0,      13.91,    11.52,    17.79,    14.19,    12.13
      236.0,      13.86,    11.48,    17.73,    14.15,    12.08
      237.0,      13.82,    11.43,    17.68,    14.12,    12.03
      238.0,      13.77,    11.38,    17.62,    14.09,    11.98
      239.0,      13.72,    11.34,    17.57,    14.05,    11.94
      240.0,      13.68,    11.29,    17.52,    14.02,    11.89
      241.0,      13.63,    11.25,    17.46,    13.99,    11.84
      242.0,      13.59,    11.20,    17.41,    13.95,    11.79
      243.0,      13.54,    11.16,    17.36,    13.92,    11.74
      244.0,      13.50,    11.11,    17.30,    13.89,    11.69
      245.0,      13.46,    11.07,    17.25,    13.86,    11.65
      246.0,      13.41,    11.02,    17.20,    13.82,    11.60
      247.0,      13.37,    10.98,    17.14,    13.79,    11.55
      248.0,      13.32,    10.94,    17.09,    13.76,    11.51
      249.0,      13.28,    10.89,    17.04,    13.73,    11.46
      250.0,      13.24,    10.85,    16.99,    13.69,    11.41
      251.0,      13.19,    10.81,    16.94,    13.66,    11.37
      252.0,      13.15,    10.76,    16.88,    13.63,    11.32
      253.0,      13.11,    10.72,    16.83,    13.60,    11.27
      254.0,      13.06,    10.68,    16.78,    13.57,    11.23
      255.0,      13.02,    10.64,    16.73,    13.54,    11.18
      256.0,      12.98,    10.59,    16.68,    13.50,    11.14
      257.0,      12.94,    10.55,    16.63,    13.47,    11.09
      258.0,      12.89,    10.51,    16.58,    13.44,    11.05
      259.0,      12.85,    10.47,    16.53,    13.41,    11.00
      260.0,      12.81,    10.43,    16.48,    13.38,    10.96
      261.0,      12.77,    10.38,    16.43,    13.35,    10.91
      262.0,      12.73,    10.34,    16.38,    13.32,    10.87
      263.0,      12.68,    10.30,    16.33,    13.29,    10.82
      264.0,      12.64,    10.26,    16.28,    13.26,    10.78
      265.0,      12.60,    10.22,    16.23,    13.23,    10.74
      266.0,      12.56,    10.18,    16.18,    13.20,    10.69
      267.0,      12.52,    10.14,    16.13,    13.16,    10.65
      268.0,      12.48,    10.10,    16.08,    13.13,    10.61
      269.0,      12.44,    10.06,    16.03,    13.10,    10.56
      270.0,      12.40,    10.02,    15.98,    13.07,    10.52
      271.0,      12.36,     9.98,    15.93,    13.04,    10.48
      272.0,      12.32,     9.94,    15.89,    13.01,    10.43
      273.0,      12.28,     9.90,    15.84,    12.98,    10.39
      274.0,      12.24,     9.86,    15.79,    12.95,    10.35
      275.0,      12.20,     9.82,    15.74,    12.92,    10.31
      276.0,      12.16,     9.78,    15.69,    12.89,    10.27
      277.0,      12.12,     9.74,    15.65,    12.87,    10.22
      278.0,      12.08,     9.70,    15.60,    12.84,    10.18
      279.0,      12.04,     9.67,    15.55,    12.81,    10.14
      280.0,      12.00,     9.63,    15.51,    12.78,    10.10
      281.0,      11.96,     9.59,    15.46,    12.75,    10.06
      282.0,      11.93,     9.55,    15.41,    12.72,    10.02
      283.0,      11.89,     9.51,    15.37,    12.69,     9.98
      284.0,      11.85,     9.48,    15.32,    12.66,     9.94
      285.0,      11.81,     9.44,    15.27,    12.63,     9.90
      286.0,      11.77,     9.40,    15.23,    12.60,     9.86
      287.0,      11.73,     9.36,    15.18,    12.57,     9.82
      288.0,      11.70,     9.33,    15.13,    12.55,     9.78
      289.0,      11.66,     9.29,    15.09,    12.52,     9.74
      290.0,      11.62,     9.25,    15.04,    12.49,     9.70
      291.0,      11.58,     9.22,    15.00,    12.46,     9.66
      292.0,      11.55,     9.18,    14.95,    12.43,     9.62
      293.0,      11.51,     9.14,    14.91,    12.40,     9.58
      294.0,      11.47,     9.11,    14.86,    12.38,     9.54
      295.0,      11.43,     9.07,    14.82,    12.35,     9.50
      296.0,      11.40,     9.04,    14.77,    12.32,     9.46
      297.0,      11.36,     9.00,    14.73,    12.29,     9.42
      298.0,      11.32,     8.96,    14.68,    12.26,     9.39
      299.0,      11.29,     8.93,    14.64,    12.24,     9.35
      300.0,      11.25,     8.89,    14.60,    12.21,     9.31
      301.0,      11.22,     8.86,    14.55,    12.18,     9.27
      302.0,      11.18,     8.82,    14.51,    12.15,     9.23
      303.0,      11.14,     8.79,    14.47,    12.13,     9.20
      304.0,      11.11,     8.75,    14.42,    12.10,     9.16
      305.0,      11.07,     8.72,    14.38,    12.07,     9.12
      306.0,      11.04,     8.69,    14.34,    12.04,     9.09
      307.0,      11.00,     8.65,    14.29,    12.02,     9.05
      308.0,      10.97,     8.62,    14.25,    11.99,     9.01
      309.0,      10.93,     8.58,    14.21,    11.96,     8.98
      310.0,      10.90,     8.55,    14.16,    11.94,     8.94
      311.0,      10.86,     8.52,    14.12,    11.91,     8.90
      312.0,      10.83,     8.48,    14.08,    11.88,     8.87
      313.0,      10.79,     8.45,    14.04,    11.85,     8.83
      314.0,      10.76,     8.41,    14.00,    11.83,     8.79
      315.0,      10.72,     8.38,    13.95,    11.80,     8.76
      316.0,      10.69,     8.35,    13.91,    11.77,     8.72
      317.0,      10.66,     8.32,    13.87,    11.75,     8.69
      318.0,      10.62,     8.28,    13.83,    11.72,     8.65
      319.0,      10.59,     8.25,    13.79,    11.70,     8.62
      320.0,      10.55,     8.22,    13.75,    11.67,     8.58
      321.0,      10.52,     8.18,    13.70,    11.64,     8.55
      322.0,      10.49,     8.15,    13.66,    11.62,     8.51
      323.0,      10.45,     8.12,    13.62,    11.59,     8.48
      324.0,      10.42,     8.09,    13.58,    11.56,     8.44
      325.0,      10.39,     8.06,    13.54,    11.54,     8.41
      326.0,      10.35,     8.02,    13.50,    11.51,     8.38
      327.0,      10.32,     7.99,    13.46,    11.49,     8.34
      328.0,      10.29,     7.96,    13.42,    11.46,     8.31
      329.0,      10.25,     7.93,    13.38,    11.43,     8.27
      330.0,      10.22,     7.90,    13.34,    11.41,     8.24
      331.0,      10.19,     7.87,    13.30,    11.38,     8.21
      332.0,      10.16,     7.84,    13.26,    11.36,     8.17
      333.0,      10.13,     7.81,    13.22,    11.33,     8.14
      334.0,      10.09,     7.77,    13.18,    11.31,     8.11
      335.0,      10.06,     7.74,    13.14,    11.28,     8.07
      336.0,      10.03,     7.71,    13.10,    11.26,     8.04
      337.0,      10.00,     7.68,    13.07,    11.23,     8.01
      338.0,       9.97,     7.65,    13.03,    11.21,     7.98
      339.0,       9.93,     7.62,    12.99,    11.18,     7.94
      340.0,       9.90,     7.59,    12.95,    11.16,     7.91
      341.0,       9.87,     7.56,    12.91,    11.13,     7.88
      342.0,       9.84,     7.53,    12.87,    11.11,     7.85
      343.0,       9.81,     7.50,    12.83,    11.08,     7.82
      344.0,       9.78,     7.47,    12.80,    11.06,     7.78
      345.0,       9.75,     7.44,    12.76,    11.03,     7.75
      346.0,       9.72,     7.41,    12.72,    11.01,     7.72
      347.0,       9.68,     7.39,    12.68,    10.98,     7.69
      348.0,       9.65,     7.36,    12.65,    10.96,     7.66
      349.0,       9.62,     7.33,    12.61,    10.93,     7.63
      350.0,       9.59,     7.30,    12.57,    10.91,     7.60
      351.0,       9.56,     7.27,    12.53,    10.88,     7.57
      352.0,       9.53,     7.24,    12.50,    10.86,     7.53
      353.0,       9.50,     7.21,    12.46,    10.84,     7.50
      354.0,       9.47,     7.18,    12.42,    10.81,     7.47
      355.0,       9.44,     7.16,    12.39,    10.79,     7.44
      356.0,       9.41,     7.13,    12.35,    10.76,     7.41
      357.0,       9.38,     7.10,    12.31,    10.74,     7.38
      358.0,       9.35,     7.07,    12.28,    10.71,     7.35
      359.0,       9.32,     7.04,    12.24,    10.69,     7.32
      360.0,       9.29,     7.02,    12.20,    10.67,     7.29
      361.0,       9.27,     6.99,    12.17,    10.64,     7.26
      362.0,       9.24,     6.96,    12.13,    10.62,     7.23
      363.0,       9.21,     6.93,    12.10,    10.60,     7.21
      364.0,       9.18,     6.91,    12.06,    10.57,     7.18
      365.0,       9.15,     6.88,    12.02,    10.55,     7.15
      366.0,       9.12,     6.85,    11.99,    10.52,     7.12
      367.0,       9.09,     6.83,    11.95,    10.50,     7.09
      368.0,       9.06,     6.80,    11.92,    10.48,     7.06
      369.0,       9.03,     6.77,    11.88,    10.45,     7.03
      370.0,       9.01,     6.74,    11.85,    10.43,     7.00
      371.0,       8.98,     6.72,    11.81,    10.41,     6.97
      372.0,       8.95,     6.69,    11.78,    10.38,     6.95
      373.0,       8.92,     6.67,    11.74,    10.36,     6.92
      374.0,       8.89,     6.64,    11.71,    10.34,     6.89
      375.0,       8.87,     6.61,    11.67,    10.31,     6.86
      376.0,       8.84,     6.59,    11.64,    10.29,     6.83
      377.0,       8.81,     6.56,    11.61,    10.27,     6.81
      378.0,       8.78,     6.54,    11.57,    10.25,     6.78
      379.0,       8.76,     6.51,    11.54,    10.22,     6.75
      380.0,       8.73,     6.48,    11.50,    10.20,     6.72
      381.0,       8.70,     6.46,    11.47,    10.18,     6.70
      382.0,       8.67,     6.43,    11.44,    10.15,     6.67
      383.0,       8.65,     6.41,    11.40,    10.13,     6.64
      384.0,       8.62,     6.38,    11.37,    10.11,     6.62
      385.0,       8.59,     6.36,    11.34,    10.09,     6.59
      386.0,       8.57,     6.33,    11.30,    10.06,     6.56
      387.0,       8.54,     6.31,    11.27,    10.04,     6.54
      388.0,       8.51,     6.28,    11.24,    10.02,     6.51
      389.0,       8.48,     6.26,    11.20,    10.00,     6.48
      390.0,       8.46,     6.23,    11.17,     9.97,     6.46
      391.0,       8.43,     6.21,    11.14,     9.95,     6.43
      392.0,       8.41,     6.18,    11.10,     9.93,     6.40
      393.0,       8.38,     6.16,    11.07,     9.91,     6.38
      394.0,       8.35,     6.14,    11.04,     9.89,     6.35
      395.0,       8.33,     6.11,    11.01,     9.86,     6.33
      396.0,       8.30,     6.09,    10.98,     9.84,     6.30
      397.0,       8.28,     6.06,    10.94,     9.82,     6.27
      398.0,       8.25,     6.04,    10.91,     9.80,     6.25
      399.0,       8.22,     6.02,    10.88,     9.78,     6.22
      400.0,       8.20,     5.99,    10.85,     9.75,     6.20
