Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       3.58,     3.52,     3.52,     3.64,     3.64
        2.0,       6.21,     6.17,     6.19,     6.26,     6.23
        3.0,       8.62,     8.60,     8.67,     8.65,     8.55
        4.0,      10.96,    10.97,    11.13,    11.01,    10.73
        5.0,      13.33,    13.38,    13.67,    13.42,    12.87
        6.0,      15.82,    15.92,    16.33,    15.94,    15.08
        7.0,      18.44,    18.64,    19.13,    18.57,    17.40
        8.0,      21.17,    21.50,    22.02,    21.28,    19.85
        9.0,      23.94,    24.45,    24.92,    23.98,    22.41
       10.0,      26.66,    27.36,    27.72,    26.56,    24.99
       11.0,      29.20,    30.11,    30.29,    28.92,    27.48
       12.0,      31.46,    32.55,    32.54,    30.97,    29.77
       13.0,      33.34,    34.59,    34.38,    32.63,    31.76
       14.0,      34.78,    36.14,    35.78,    33.88,    33.34
       15.0,      35.78,    37.18,    36.74,    34.71,    34.47
       16.0,      36.34,    37.73,    37.29,    35.17,    35.15
       17.0,      36.53,    37.85,    37.52,    35.33,    35.41
       18.0,      36.43,    37.63,    37.50,    35.26,    35.32
       19.0,      36.13,    37.18,    37.32,    35.06,    34.98
       20.0,      35.73,    36.60,    37.06,    34.78,    34.48
       21.0,      35.29,    35.98,    36.77,    34.49,    33.90
       22.0,      34.84,    35.36,    36.49,    34.20,    33.32
       23.0,      34.42,    34.78,    36.22,    33.92,    32.77
       24.0,      34.02,    34.22,    35.96,    33.65,    32.25
       25.0,      33.64,    33.69,    35.70,    33.38,    31.77
       26.0,      33.26,    33.17,    35.45,    33.12,    31.30
       27.0,      32.90,    32.67,    35.20,    32.86,    30.86
       28.0,      32.54,    32.18,    34.95,    32.61,    30.43
       29.0,      32.19,    31.71,    34.70,    32.36,    30.01
       30.0,      31.85,    31.24,    34.46,    32.11,    29.60
       31.0,      31.52,    30.80,    34.22,    31.87,    29.21
       32.0,      31.20,    30.36,    33.98,    31.63,    28.83
       33.0,      30.88,    29.93,    33.75,    31.39,    28.47
       34.0,      30.58,    29.52,    33.52,    31.15,    28.11
       35.0,      30.27,    29.12,    33.29,    30.92,    27.77
       36.0,      29.98,    28.73,    33.06,    30.69,    27.43
       37.0,      29.69,    28.35,    32.83,    30.47,    27.11
       38.0,      29.41,    27.97,    32.61,    30.25,    26.80
       39.0,      29.13,    27.61,    32.39,    30.03,    26.50
       40.0,      28.86,    27.26,    32.18,    29.81,    26.20
       41.0,      28.60,    26.92,    31.96,    29.60,    25.92
       42.0,      28.34,    26.59,    31.75,    29.39,    25.64
       43.0,      28.09,    26.27,    31.54,    29.18,    25.37
       44.0,      27.84,    25.95,    31.33,    28.98,    25.11
       45.0,      27.60,    25.65,    31.13,    28.78,    24.86
       46.0,      27.36,    25.35,    30.92,    28.58,    24.61
       47.0,      27.13,    25.06,    30.72,    28.38,    24.37
       48.0,      26.91,    24.78,    30.52,    28.19,    24.14
       49.0,      26.68,    24.50,    30.33,    28.00,    23.91
       50.0,      26.47,    24.24,    30.13,    27.81,    23.69
       51.0,      26.25,    23.97,    29.94,    27.62,    23.48
       52.0,      26.05,    23.72,    29.75,    27.44,    23.27
       53.0,      25.84,    23.47,    29.56,    27.26,    23.07
       54.0,      25.64,    23.23,    29.38,    27.08,    22.87
       55.0,      25.44,    23.00,    29.19,    26.90,    22.68
       56.0,      25.25,    22.77,    29.01,    26.73,    22.49
       57.0,      25.06,    22.55,    28.83,    26.56,    22.31
       58.0,      24.88,    22.33,    28.65,    26.39,    22.13
       59.0,      24.69,    22.12,    28.48,    26.22,    21.96
       60.0,      24.52,    21.91,    28.30,    26.06,    21.79
       61.0,      24.34,    21.71,    28.13,    25.89,    21.63
       62.0,      24.17,    21.52,    27.96,    25.73,    21.46
       63.0,      24.00,    21.33,    27.79,    25.58,    21.31
       64.0,      23.84,    21.14,    27.62,    25.42,    21.15
       65.0,      23.67,    20.96,    27.46,    25.27,    21.00
       66.0,      23.51,    20.78,    27.30,    25.11,    20.86
       67.0,      23.36,    20.61,    27.14,    24.96,    20.71
       68.0,      23.20,    20.44,    26.98,    24.82,    20.57
       69.0,      23.05,    20.28,    26.82,    24.67,    20.44
       70.0,      22.90,    20.12,    26.66,    24.53,    20.30
       71.0,      22.76,    19.96,    26.51,    24.38,    20.17
       72.0,      22.61,    19.81,    26.35,    24.24,    20.04
       73.0,      22.47,    19.66,    26.20,    24.10,    19.92
       74.0,      22.33,    19.52,    26.05,    23.97,    19.79
       75.0,      22.20,    19.38,    25.91,    23.83,    19.67
       76.0,      22.06,    19.24,    25.76,    23.70,    19.55
       77.0,      21.93,    19.11,    25.61,    23.57,    19.44
       78.0,      21.80,    18.97,    25.47,    23.44,    19.32
       79.0,      21.67,    18.85,    25.33,    23.31,    19.21
       80.0,      21.55,    18.72,    25.19,    23.18,    19.10
       81.0,      21.43,    18.60,    25.05,    23.06,    18.99
       82.0,      21.30,    18.48,    24.91,    22.94,    18.89
       83.0,      21.18,    18.36,    24.78,    22.81,    18.78
       84.0,      21.07,    18.25,    24.64,    22.69,    18.68
       85.0,      20.95,    18.13,    24.51,    22.57,    18.58
       86.0,      20.84,    18.02,    24.38,    22.46,    18.48
       87.0,      20.72,    17.92,    24.25,    22.34,    18.38
       88.0,      20.61,    17.81,    24.12,    22.23,    18.29
       89.0,      20.50,    17.71,    23.99,    22.12,    18.19
