Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       3.54,     3.50,     3.50,     3.58,     3.58
        2.0,       6.12,     6.11,     6.11,     6.14,     6.14
        3.0,       8.46,     8.47,     8.49,     8.44,     8.43
        4.0,      10.70,    10.75,    10.80,    10.62,    10.61
        5.0,      12.95,    13.06,    13.16,    12.81,    12.78
        6.0,      15.31,    15.46,    15.63,    15.08,    15.05
        7.0,      17.80,    18.01,    18.23,    17.49,    17.47
        8.0,      20.43,    20.68,    20.96,    20.04,    20.04
        9.0,      23.14,    23.43,    23.74,    22.68,    22.72
       10.0,      25.84,    26.16,    26.47,    25.32,    25.42
       11.0,      28.41,    28.76,    29.04,    27.83,    28.00
       12.0,      30.72,    31.09,    31.33,    30.10,    30.34
       13.0,      32.66,    33.07,    33.24,    32.02,    32.31
       14.0,      34.16,    34.62,    34.72,    33.50,    33.82
       15.0,      35.20,    35.70,    35.74,    34.51,    34.83
       16.0,      35.77,    36.34,    36.33,    35.06,    35.34
       17.0,      35.93,    36.57,    36.55,    35.20,    35.39
       18.0,      35.76,    36.50,    36.48,    35.00,    35.07
       19.0,      35.37,    36.20,    36.22,    34.57,    34.50
       20.0,      34.85,    35.77,    35.84,    34.01,    33.77
       21.0,      34.27,    35.29,    35.42,    33.39,    32.97
       22.0,      33.69,    34.81,    35.01,    32.77,    32.19
       23.0,      33.15,    34.34,    34.61,    32.19,    31.44
       24.0,      32.63,    33.90,    34.24,    31.64,    30.74
       25.0,      32.14,    33.48,    33.87,    31.12,    30.08
       26.0,      31.67,    33.07,    33.51,    30.63,    29.45
       27.0,      31.21,    32.67,    33.16,    30.15,    28.84
       28.0,      30.76,    32.27,    32.82,    29.69,    28.26
       29.0,      30.33,    31.88,    32.48,    29.25,    27.70
       30.0,      29.91,    31.50,    32.15,    28.82,    27.16
       31.0,      29.50,    31.13,    31.83,    28.41,    26.63
       32.0,      29.10,    30.76,    31.51,    28.01,    26.13
       33.0,      28.72,    30.40,    31.20,    27.62,    25.65
       34.0,      28.35,    30.05,    30.90,    27.25,    25.18
       35.0,      27.98,    29.71,    30.60,    26.89,    24.73
       36.0,      27.63,    29.37,    30.30,    26.54,    24.30
       37.0,      27.29,    29.04,    30.01,    26.21,    23.88
       38.0,      26.95,    28.71,    29.73,    25.88,    23.48
       39.0,      26.63,    28.39,    29.45,    25.57,    23.10
       40.0,      26.31,    28.08,    29.18,    25.27,    22.72
       41.0,      26.01,    27.77,    28.92,    24.97,    22.36
       42.0,      25.71,    27.47,    28.65,    24.69,    22.01
       43.0,      25.42,    27.18,    28.40,    24.41,    21.68
       44.0,      25.14,    26.89,    28.14,    24.15,    21.36
       45.0,      24.86,    26.61,    27.90,    23.89,    21.05
       46.0,      24.59,    26.33,    27.65,    23.64,    20.75
       47.0,      24.33,    26.06,    27.42,    23.40,    20.46
       48.0,      24.08,    25.79,    27.18,    23.17,    20.18
       49.0,      23.83,    25.53,    26.95,    22.94,    19.91
       50.0,      23.59,    25.27,    26.73,    22.72,    19.65
       51.0,      23.36,    25.02,    26.51,    22.51,    19.40
       52.0,      23.13,    24.77,    26.29,    22.31,    19.15
       53.0,      22.91,    24.53,    26.08,    22.11,    18.92
       54.0,      22.69,    24.29,    25.87,    21.91,    18.69
