Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       3.48,     3.39,     3.39,     3.56,     3.56
        2.0,       6.12,     6.07,     6.07,     6.19,     6.17
        3.0,       8.56,     8.54,     8.56,     8.60,     8.52
        4.0,      10.92,    10.96,    11.01,    10.97,    10.75
        5.0,      13.33,    13.43,    13.52,    13.41,    12.95
        6.0,      15.86,    16.04,    16.16,    15.99,    15.24
        7.0,      18.55,    18.85,    18.97,    18.72,    17.67
        8.0,      21.40,    21.85,    21.93,    21.55,    20.25
        9.0,      24.33,    24.98,    24.97,    24.41,    22.97
       10.0,      27.25,    28.11,    27.98,    27.18,    25.72
       11.0,      30.02,    31.11,    30.83,    29.73,    28.39
       12.0,      32.50,    33.82,    33.39,    31.96,    30.84
       13.0,      34.59,    36.11,    35.56,    33.76,    32.95
       14.0,      36.21,    37.87,    37.25,    35.11,    34.61
       15.0,      37.31,    39.07,    38.44,    35.98,    35.76
       16.0,      37.92,    39.70,    39.16,    36.41,    36.41
       17.0,      38.09,    39.84,    39.46,    36.49,    36.58
       18.0,      37.91,    39.57,    39.43,    36.30,    36.36
       19.0,      37.49,    39.02,    39.17,    35.93,    35.84
       20.0,      36.93,    38.31,    38.78,    35.47,    35.15
       21.0,      36.31,    37.54,    38.35,    34.98,    34.38
       22.0,      35.70,    36.77,    37.91,    34.50,    33.60
       23.0,      35.11,    36.04,    37.50,    34.05,    32.86
       24.0,      34.56,    35.35,    37.11,    33.61,    32.17
       25.0,      34.04,    34.71,    36.74,    33.18,    31.52
       26.0,      33.53,    34.08,    36.38,    32.76,    30.90
       27.0,      33.04,    33.48,    36.02,    32.35,    30.30
       28.0,      32.57,    32.90,    35.68,    31.95,    29.73
       29.0,      32.10,    32.35,    35.34,    31.56,    29.17
       30.0,      31.66,    31.81,    35.01,    31.17,    28.64
       31.0,      31.22,    31.28,    34.69,    30.79,    28.12
       32.0,      30.80,    30.78,    34.37,    30.42,    27.62
       33.0,      30.39,    30.29,    34.06,    30.06,    27.14
       34.0,      29.99,    29.82,    33.76,    29.71,    26.68
       35.0,      29.61,    29.37,    33.47,    29.36,    26.23
       36.0,      29.23,    28.93,    33.18,    29.02,    25.79
       37.0,      28.87,    28.51,    32.90,    28.69,    25.38
       38.0,      28.51,    28.10,    32.62,    28.36,    24.97
       39.0,      28.17,    27.70,    32.36,    28.04,    24.58
       40.0,      27.84,    27.32,    32.09,    27.73,    24.21
       41.0,      27.51,    26.94,    31.84,    27.42,    23.84
       42.0,      27.20,    26.59,    31.58,    27.12,    23.49
       43.0,      26.89,    26.24,    31.34,    26.83,    23.15
       44.0,      26.59,    25.90,    31.10,    26.54,    22.82
       45.0,      26.30,    25.58,    30.86,    26.26,    22.50
       46.0,      26.02,    25.27,    30.63,    25.98,    22.19
       47.0,      25.74,    24.96,    30.40,    25.71,    21.90
       48.0,      25.48,    24.67,    30.18,    25.45,    21.61
       49.0,      25.22,    24.38,    29.97,    25.19,    21.33
       50.0,      24.96,    24.11,    29.75,    24.93,    21.06
       51.0,      24.72,    23.84,    29.55,    24.68,    20.80
       52.0,      24.48,    23.58,    29.34,    24.44,    20.55
       53.0,      24.25,    23.33,    29.14,    24.20,    20.31
       54.0,      24.02,    23.09,    28.95,    23.96,    20.07
       55.0,      23.80,    22.86,    28.76,    23.73,    19.84
       56.0,      23.58,    22.63,    28.57,    23.51,    19.62
       57.0,      23.37,    22.41,    28.38,    23.29,    19.41
       58.0,      23.17,    22.19,    28.20,    23.07,    19.20
       59.0,      22.97,    21.98,    28.03,    22.86,    19.00
       60.0,      22.77,    21.78,    27.85,    22.65,    18.80
       61.0,      22.58,    21.59,    27.68,    22.45,    18.61
       62.0,      22.40,    21.40,    27.52,    22.25,    18.43
       63.0,      22.22,    21.21,    27.35,    22.06,    18.25
       64.0,      22.04,    21.03,    27.19,    21.86,    18.08
       65.0,      21.87,    20.86,    27.03,    21.68,    17.91
       66.0,      21.70,    20.69,    26.88,    21.49,    17.74
       67.0,      21.54,    20.53,    26.73,    21.31,    17.59
       68.0,      21.38,    20.37,    26.58,    21.14,    17.43
       69.0,      21.22,    20.21,    26.43,    20.96,    17.28
       70.0,      21.07,    20.06,    26.29,    20.79,    17.14
       71.0,      20.92,    19.92,    26.14,    20.63,    17.00
       72.0,      20.78,    19.77,    26.00,    20.46,    16.86
       73.0,      20.63,    19.64,    25.87,    20.30,    16.72
       74.0,      20.49,    19.50,    25.73,    20.15,    16.59
       75.0,      20.36,    19.37,    25.60,    19.99,    16.47
       76.0,      20.22,    19.24,    25.47,    19.84,    16.35
       77.0,      20.09,    19.12,    25.34,    19.69,    16.23
       78.0,      19.97,    19.00,    25.22,    19.55,    16.11
       79.0,      19.84,    18.88,    25.09,    19.41,    15.99
       80.0,      19.72,    18.76,    24.97,    19.27,    15.88
       81.0,      19.60,    18.65,    24.85,    19.13,    15.78
       82.0,      19.49,    18.54,    24.73,    19.00,    15.67
       83.0,      19.37,    18.43,    24.62,    18.87,    15.57
       84.0,      19.26,    18.33,    24.50,    18.74,    15.47
       85.0,      19.15,    18.22,    24.39,    18.61,    15.37
       86.0,      19.04,    18.12,    24.28,    18.49,    15.27
       87.0,      18.94,    18.03,    24.17,    18.37,    15.18
       88.0,      18.83,    17.93,    24.06,    18.25,    15.09
       89.0,      18.73,    17.84,    23.95,    18.13,    15.00
       90.0,      18.63,    17.75,    23.85,    18.02,    14.91
       91.0,      18.53,    17.66,    23.75,    17.90,    14.83
       92.0,      18.44,    17.57,    23.64,    17.79,    14.74
       93.0,      18.34,    17.49,    23.54,    17.68,    14.66
       94.0,      18.25,    17.40,    23.45,    17.58,    14.58
       95.0,      18.16,    17.32,    23.35,    17.47,    14.50
       96.0,      18.07,    17.24,    23.25,    17.37,    14.43
       97.0,      17.99,    17.16,    23.16,    17.27,    14.35
       98.0,      17.90,    17.08,    23.06,    17.17,    14.28
       99.0,      17.82,    17.01,    22.97,    17.08,    14.21
      100.0,      17.73,    16.93,    22.88,    16.98,    14.14
      101.0,      17.65,    16.86,    22.79,    16.89,    14.07
      102.0,      17.57,    16.79,    22.70,    16.80,    14.00
      103.0,      17.49,    16.72,    22.61,    16.71,    13.93
      104.0,      17.41,    16.65,    22.52,    16.62,    13.87
      105.0,      17.34,    16.58,    22.44,    16.53,    13.80
      106.0,      17.26,    16.52,    22.35,    16.45,    13.74
      107.0,      17.19,    16.45,    22.27,    16.36,    13.68
      108.0,      17.12,    16.39,    22.18,    16.28,    13.61
      109.0,      17.05,    16.32,    22.10,    16.20,    13.55
      110.0,      16.97,    16.26,    22.02,    16.12,    13.49
      111.0,      16.91,    16.20,    21.94,    16.05,    13.44
      112.0,      16.84,    16.14,    21.86,    15.97,    13.38
      113.0,      16.77,    16.08,    21.78,    15.89,    13.32
      114.0,      16.70,    16.02,    21.70,    15.82,    13.27
      115.0,      16.64,    15.96,    21.63,    15.75,    13.21
      116.0,      16.57,    15.91,    21.55,    15.68,    13.16
      117.0,      16.51,    15.85,    21.48,    15.61,    13.10
      118.0,      16.45,    15.80,    21.40,    15.54,    13.05
      119.0,      16.38,    15.74,    21.33,    15.47,    13.00
      120.0,      16.32,    15.69,    21.25,    15.41,    12.95
      121.0,      16.26,    15.63,    21.18,    15.34,    12.90
      122.0,      16.20,    15.58,    21.11,    15.28,    12.85
      123.0,      16.14,    15.53,    21.04,    15.21,    12.80
      124.0,      16.09,    15.48,    20.97,    15.15,    12.75
      125.0,      16.03,    15.43,    20.90,    15.09,    12.70
      126.0,      15.97,    15.38,    20.83,    15.03,    12.65
      127.0,      15.92,    15.33,    20.76,    14.97,    12.61
      128.0,      15.86,    15.28,    20.69,    14.92,    12.56
      129.0,      15.81,    15.23,    20.62,    14.86,    12.51
      130.0,      15.75,    15.18,    20.56,    14.80,    12.47
      131.0,      15.70,    15.13,    20.49,    14.75,    12.42
      132.0,      15.65,    15.09,    20.42,    14.70,    12.38
      133.0,      15.59,    15.04,    20.36,    14.64,    12.34
      134.0,      15.54,    15.00,    20.29,    14.59,    12.29
      135.0,      15.49,    14.95,    20.23,    14.54,    12.25
      136.0,      15.44,    14.90,    20.17,    14.49,    12.21
      137.0,      15.39,    14.86,    20.10,    14.44,    12.16
      138.0,      15.34,    14.82,    20.04,    14.39,    12.12
      139.0,      15.29,    14.77,    19.98,    14.34,    12.08
      140.0,      15.24,    14.73,    19.92,    14.29,    12.04
      141.0,      15.20,    14.69,    19.85,    14.25,    12.00
      142.0,      15.15,    14.64,    19.79,    14.20,    11.96
      143.0,      15.10,    14.60,    19.73,    14.16,    11.92
      144.0,      15.05,    14.56,    19.67,    14.11,    11.88
      145.0,      15.01,    14.52,    19.61,    14.07,    11.84
      146.0,      14.96,    14.48,    19.55,    14.02,    11.80
      147.0,      14.92,    14.43,    19.49,    13.98,    11.76
      148.0,      14.87,    14.39,    19.44,    13.94,    11.72
      149.0,      14.83,    14.35,    19.38,    13.90,    11.68
      150.0,      14.78,    14.31,    19.32,    13.86,    11.64
      151.0,      14.74,    14.27,    19.26,    13.82,    11.61
      152.0,      14.70,    14.23,    19.21,    13.78,    11.57
      153.0,      14.65,    14.19,    19.15,    13.74,    11.53
      154.0,      14.61,    14.15,    19.09,    13.70,    11.49
      155.0,      14.57,    14.12,    19.04,    13.66,    11.46
      156.0,      14.53,    14.08,    18.98,    13.63,    11.42
      157.0,      14.48,    14.04,    18.93,    13.59,    11.39
      158.0,      14.44,    14.00,    18.87,    13.55,    11.35
      159.0,      14.40,    13.96,    18.82,    13.52,    11.31
      160.0,      14.36,    13.92,    18.76,    13.48,    11.28
      161.0,      14.32,    13.89,    18.71,    13.45,    11.24
      162.0,      14.28,    13.85,    18.65,    13.41,    11.21
      163.0,      14.24,    13.81,    18.60,    13.38,    11.17
      164.0,      14.20,    13.78,    18.55,    13.35,    11.14
      165.0,      14.16,    13.74,    18.49,    13.31,    11.10
      166.0,      14.12,    13.70,    18.44,    13.28,    11.07
      167.0,      14.08,    13.67,    18.39,    13.25,    11.03
      168.0,      14.05,    13.63,    18.34,    13.22,    11.00
      169.0,      14.01,    13.59,    18.28,    13.19,    10.97
      170.0,      13.97,    13.56,    18.23,    13.16,    10.93
      171.0,      13.93,    13.52,    18.18,    13.13,    10.90
      172.0,      13.89,    13.49,    18.13,    13.10,    10.87
      173.0,      13.86,    13.45,    18.08,    13.07,    10.83
      174.0,      13.82,    13.42,    18.03,    13.04,    10.80
      175.0,      13.78,    13.38,    17.98,    13.01,    10.77
      176.0,      13.75,    13.35,    17.93,    12.98,    10.73
      177.0,      13.71,    13.31,    17.88,    12.95,    10.70
      178.0,      13.67,    13.28,    17.83,    12.92,    10.67
      179.0,      13.64,    13.24,    17.78,    12.90,    10.64
      180.0,      13.60,    13.21,    17.73,    12.87,    10.60
      181.0,      13.57,    13.18,    17.68,    12.84,    10.57
      182.0,      13.53,    13.14,    17.63,    12.82,    10.54
      183.0,      13.50,    13.11,    17.58,    12.79,    10.51
      184.0,      13.46,    13.07,    17.54,    12.76,    10.48
      185.0,      13.43,    13.04,    17.49,    12.74,    10.45
      186.0,      13.39,    13.01,    17.44,    12.71,    10.41
      187.0,      13.36,    12.97,    17.39,    12.69,    10.38
      188.0,      13.33,    12.94,    17.34,    12.66,    10.35
      189.0,      13.29,    12.91,    17.30,    12.64,    10.32
      190.0,      13.26,    12.87,    17.25,    12.61,    10.29
      191.0,      13.22,    12.84,    17.20,    12.59,    10.26
      192.0,      13.19,    12.81,    17.16,    12.57,    10.23
      193.0,      13.16,    12.78,    17.11,    12.54,    10.20
      194.0,      13.12,    12.74,    17.06,    12.52,    10.17
      195.0,      13.09,    12.71,    17.02,    12.50,    10.14
      196.0,      13.06,    12.68,    16.97,    12.47,    10.11
      197.0,      13.03,    12.65,    16.92,    12.45,    10.08
      198.0,      12.99,    12.62,    16.88,    12.43,    10.05
      199.0,      12.96,    12.58,    16.83,    12.41,    10.02
      200.0,      12.93,    12.55,    16.79,    12.39,     9.99
      201.0,      12.90,    12.52,    16.74,    12.36,     9.96
      202.0,      12.86,    12.49,    16.70,    12.34,     9.93
      203.0,      12.83,    12.46,    16.65,    12.32,     9.90
      204.0,      12.80,    12.43,    16.61,    12.30,     9.87
      205.0,      12.77,    12.39,    16.56,    12.28,     9.84
