Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       2.95,     2.90,     2.91,     2.91,     3.10
        2.0,       4.83,     4.80,     4.81,     4.80,     4.91
        3.0,       6.44,     6.45,     6.45,     6.45,     6.41
        4.0,       7.90,     7.95,     7.94,     7.94,     7.76
        5.0,       9.25,     9.35,     9.34,     9.34,     8.99
        6.0,      10.53,    10.67,    10.66,    10.66,    10.14
        7.0,      11.75,    11.94,    11.92,    11.92,    11.23
        8.0,      12.92,    13.15,    13.13,    13.13,    12.27
        9.0,      14.05,    14.33,    14.30,    14.31,    13.26
       10.0,      15.14,    15.47,    15.44,    15.44,    14.22
       11.0,      16.20,    16.58,    16.54,    16.55,    15.14
       12.0,      17.24,    17.66,    17.63,    17.63,    16.04
       13.0,      18.26,    18.73,    18.72,    18.69,    16.91
       14.0,      19.30,    19.80,    19.86,    19.77,    17.77
       15.0,      20.38,    20.91,    21.07,    20.88,    18.64
       16.0,      21.52,    22.10,    22.38,    22.08,    19.55
       17.0,      22.75,    23.38,    23.77,    23.35,    20.51
       18.0,      24.05,    24.74,    25.22,    24.70,    21.52
       19.0,      25.38,    26.17,    26.67,    26.10,    22.59
       20.0,      26.70,    27.60,    28.06,    27.48,    23.67
       21.0,      27.95,    28.96,    29.33,    28.78,    24.72
       22.0,      29.06,    30.17,    30.42,    29.95,    25.69
       23.0,      29.98,    31.19,    31.29,    30.92,    26.52
       24.0,      30.67,    31.95,    31.91,    31.66,    27.18
       25.0,      31.13,    32.44,    32.30,    32.15,    27.64
       26.0,      31.37,    32.67,    32.47,    32.42,    27.91
       27.0,      31.40,    32.66,    32.47,    32.47,    27.99
       28.0,      31.27,    32.47,    32.34,    32.37,    27.91
       29.0,      31.04,    32.14,    32.14,    32.17,    27.73
       30.0,      30.76,    31.75,    31.91,    31.90,    27.47
       31.0,      30.45,    31.33,    31.67,    31.62,    27.18
       32.0,      30.15,    30.92,    31.44,    31.34,    26.89
       33.0,      29.86,    30.54,    31.22,    31.08,    26.62
       34.0,      29.60,    30.18,    31.01,    30.84,    26.37
       35.0,      29.35,    29.84,    30.81,    30.61,    26.13
       36.0,      29.11,    29.52,    30.61,    30.39,    25.90
       37.0,      28.87,    29.20,    30.41,    30.18,    25.68
       38.0,      28.64,    28.90,    30.22,    29.97,    25.47
       39.0,      28.41,    28.60,    30.04,    29.76,    25.26
       40.0,      28.19,    28.32,    29.85,    29.56,    25.05
       41.0,      27.98,    28.04,    29.68,    29.36,    24.85
       42.0,      27.77,    27.77,    29.50,    29.17,    24.65
       43.0,      27.57,    27.51,    29.33,    28.98,    24.46
       44.0,      27.37,    27.25,    29.16,    28.80,    24.27
       45.0,      27.18,    27.00,    29.00,    28.62,    24.09
       46.0,      26.99,    26.76,    28.83,    28.45,    23.91
       47.0,      26.80,    26.53,    28.68,    28.28,    23.73
       48.0,      26.62,    26.30,    28.52,    28.11,    23.56
       49.0,      26.45,    26.08,    28.37,    27.95,    23.39
       50.0,      26.28,    25.87,    28.22,    27.79,    23.23
       51.0,      26.11,    25.66,    28.07,    27.63,    23.06
       52.0,      25.94,    25.46,    27.93,    27.48,    22.91
       53.0,      25.78,    25.26,    27.79,    27.33,    22.75
       54.0,      25.62,    25.07,    27.65,    27.18,    22.60
       55.0,      25.47,    24.88,    27.52,    27.04,    22.45
       56.0,      25.32,    24.69,    27.38,    26.90,    22.30
       57.0,      25.17,    24.52,    27.25,    26.76,    22.15
       58.0,      25.03,    24.34,    27.12,    26.62,    22.01
       59.0,      24.88,    24.17,    27.00,    26.49,    21.87
       60.0,      24.74,    24.01,    26.88,    26.36,    21.73
       61.0,      24.61,    23.85,    26.75,    26.23,    21.60
       62.0,      24.47,    23.69,    26.64,    26.10,    21.46
       63.0,      24.34,    23.53,    26.52,    25.98,    21.33
       64.0,      24.21,    23.38,    26.40,    25.86,    21.20
       65.0,      24.09,    23.24,    26.29,    25.74,    21.08
       66.0,      23.96,    23.09,    26.18,    25.62,    20.95
       67.0,      23.84,    22.95,    26.07,    25.50,    20.83
       68.0,      23.72,    22.82,    25.97,    25.39,    20.71
       69.0,      23.60,    22.68,    25.86,    25.27,    20.59
       70.0,      23.48,    22.55,    25.76,    25.16,    20.47
       71.0,      23.37,    22.42,    25.66,    25.05,    20.35
       72.0,      23.26,    22.29,    25.56,    24.94,    20.24
       73.0,      23.15,    22.17,    25.46,    24.84,    20.13
       74.0,      23.04,    22.05,    25.36,    24.73,    20.01
       75.0,      22.93,    21.93,    25.27,    24.63,    19.90
       76.0,      22.83,    21.81,    25.17,    24.52,    19.80
       77.0,      22.72,    21.70,    25.08,    24.42,    19.69
       78.0,      22.62,    21.59,    24.99,    24.32,    19.58
       79.0,      22.52,    21.47,    24.90,    24.22,    19.48
       80.0,      22.42,    21.37,    24.81,    24.13,    19.37
       81.0,      22.32,    21.26,    24.73,    24.03,    19.27
       82.0,      22.23,    21.15,    24.64,    23.94,    19.17
       83.0,      22.13,    21.05,    24.56,    23.84,    19.07
       84.0,      22.04,    20.95,    24.48,    23.75,    18.97
       85.0,      21.94,    20.85,    24.40,    23.66,    18.87
       86.0,      21.85,    20.75,    24.32,    23.56,    18.78
       87.0,      21.76,    20.66,    24.24,    23.47,    18.68
       88.0,      21.67,    20.56,    24.16,    23.39,    18.59
       89.0,      21.58,    20.47,    24.08,    23.30,    18.49
       90.0,      21.50,    20.37,    24.01,    23.21,    18.40
       91.0,      21.41,    20.28,    23.93,    23.12,    18.31
       92.0,      21.33,    20.19,    23.86,    23.04,    18.22
       93.0,      21.24,    20.11,    23.79,    22.95,    18.13
       94.0,      21.16,    20.02,    23.72,    22.87,    18.04
