Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       1.60,     1.46,     1.61,     1.75,     1.57
        2.0,       2.58,     2.44,     2.60,     2.74,     2.56
        3.0,       3.42,     3.30,     3.44,     3.55,     3.40
        4.0,       4.18,     4.08,     4.20,     4.27,     4.17
        5.0,       4.88,     4.81,     4.90,     4.93,     4.88
        6.0,       5.53,     5.50,     5.55,     5.54,     5.54
        7.0,       6.16,     6.16,     6.18,     6.12,     6.18
        8.0,       6.76,     6.80,     6.77,     6.66,     6.79
        9.0,       7.33,     7.42,     7.35,     7.19,     7.38
       10.0,       7.89,     8.02,     7.90,     7.69,     7.95
       11.0,       8.43,     8.60,     8.44,     8.17,     8.50
       12.0,       8.95,     9.18,     8.96,     8.64,     9.04
       13.0,       9.47,     9.73,     9.47,     9.10,     9.56
       14.0,       9.97,    10.28,     9.97,     9.54,    10.07
       15.0,      10.45,    10.82,    10.45,     9.98,    10.57
       16.0,      10.93,    11.35,    10.93,    10.40,    11.06
       17.0,      11.40,    11.87,    11.39,    10.81,    11.55
       18.0,      11.87,    12.38,    11.85,    11.21,    12.02
       19.0,      12.32,    12.88,    12.30,    11.61,    12.49
       20.0,      12.77,    13.38,    12.74,    12.00,    12.95
       21.0,      13.21,    13.87,    13.18,    12.38,    13.40
       22.0,      13.64,    14.36,    13.61,    12.76,    13.85
       23.0,      14.07,    14.83,    14.03,    13.13,    14.29
       24.0,      14.49,    15.31,    14.45,    13.49,    14.72
       25.0,      14.91,    15.78,    14.87,    13.85,    15.15
       26.0,      15.32,    16.24,    15.27,    14.20,    15.58
       27.0,      15.73,    16.70,    15.68,    14.55,    16.00
       28.0,      16.13,    17.15,    16.07,    14.89,    16.41
       29.0,      16.53,    17.60,    16.47,    15.23,    16.82
       30.0,      16.93,    18.05,    16.86,    15.57,    17.23
       31.0,      17.32,    18.49,    17.24,    15.90,    17.63
       32.0,      17.70,    18.93,    17.62,    16.23,    18.03
       33.0,      18.09,    19.37,    18.00,    16.55,    18.43
       34.0,      18.47,    19.80,    18.38,    16.87,    18.82
       35.0,      18.84,    20.23,    18.75,    17.19,    19.20
       36.0,      19.22,    20.65,    19.12,    17.50,    19.59
       37.0,      19.59,    21.08,    19.48,    17.81,    19.97
       38.0,      19.95,    21.49,    19.84,    18.12,    20.35
       39.0,      20.32,    21.91,    20.20,    18.43,    20.73
       40.0,      20.68,    22.32,    20.56,    18.73,    21.10
       41.0,      21.04,    22.74,    20.91,    19.03,    21.47
       42.0,      21.39,    23.14,    21.26,    19.32,    21.84
       43.0,      21.74,    23.55,    21.61,    19.62,    22.20
       44.0,      22.10,    23.95,    21.95,    19.91,    22.56
       45.0,      22.44,    24.35,    22.30,    20.20,    22.92
       46.0,      22.79,    24.75,    22.64,    20.49,    23.28
       47.0,      23.13,    25.15,    22.98,    20.77,    23.64
       48.0,      23.47,    25.54,    23.31,    21.05,    23.99
       49.0,      23.81,    25.93,    23.65,    21.33,    24.34
