Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       2.19,     2.23,     2.08,     2.23,     2.23
        2.0,       4.04,     4.09,     3.91,     4.09,     4.09
        3.0,       5.78,     5.82,     5.67,     5.82,     5.82
        4.0,       7.45,     7.48,     7.38,     7.48,     7.48
        5.0,       9.08,     9.08,     9.06,     9.08,     9.08
        6.0,      10.66,    10.65,    10.70,    10.65,    10.65
        7.0,      12.22,    12.18,    12.33,    12.18,    12.18
        8.0,      13.75,    13.68,    13.93,    13.68,    13.68
        9.0,      15.25,    15.16,    15.52,    15.16,    15.16
       10.0,      16.74,    16.62,    17.09,    16.62,    16.62
       11.0,      18.21,    18.07,    18.65,    18.06,    18.07
       12.0,      19.68,    19.52,    20.22,    19.49,    19.50
       13.0,      21.19,    21.02,    21.83,    20.93,    20.97
       14.0,      22.77,    22.62,    23.55,    22.41,    22.52
       15.0,      24.48,    24.35,    25.41,    23.98,    24.17
       16.0,      26.32,    26.23,    27.43,    25.67,    25.96
       17.0,      28.30,    28.25,    29.60,    27.48,    27.86
       18.0,      30.36,    30.33,    31.86,    29.39,    29.85
       19.0,      32.43,    32.42,    34.13,    31.34,    31.84
       20.0,      34.44,    34.41,    36.32,    33.26,    33.77
       21.0,      36.29,    36.21,    38.32,    35.07,    35.55
       22.0,      37.89,    37.74,    40.05,    36.69,    37.10
       23.0,      39.20,    38.95,    41.44,    38.04,    38.36
       24.0,      40.18,    39.82,    42.47,    39.10,    39.32
       25.0,      40.83,    40.35,    43.15,    39.84,    39.97
       26.0,      41.19,    40.60,    43.50,    40.29,    40.35
       27.0,      41.31,    40.62,    43.60,    40.49,    40.51
       28.0,      41.25,    40.47,    43.52,    40.51,    40.50
       29.0,      41.09,    40.24,    43.33,    40.39,    40.40
       30.0,      40.88,    39.96,    43.09,    40.22,    40.26
       31.0,      40.66,    39.68,    42.84,    40.02,    40.10
