Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       2.12,     2.17,     1.99,     2.17,     2.17
        2.0,       3.97,     4.02,     3.81,     4.02,     4.02
        3.0,       5.72,     5.77,     5.59,     5.77,     5.77
        4.0,       7.42,     7.45,     7.32,     7.45,     7.45
        5.0,       9.08,     9.09,     9.03,     9.09,     9.09
        6.0,      10.70,    10.69,    10.73,    10.69,    10.69
        7.0,      12.30,    12.26,    12.40,    12.26,    12.26
        8.0,      13.87,    13.81,    14.06,    13.81,    13.81
        9.0,      15.43,    15.34,    15.71,    15.34,    15.34
       10.0,      16.97,    16.84,    17.34,    16.84,    16.84
       11.0,      18.50,    18.34,    18.97,    18.34,    18.34
       12.0,      20.04,    19.87,    20.60,    19.83,    19.85
       13.0,      21.64,    21.49,    22.28,    21.37,    21.42
       14.0,      23.37,    23.27,    24.07,    23.00,    23.13
       15.0,      25.28,    25.27,    26.03,    24.77,    25.03
       16.0,      27.39,    27.50,    28.23,    26.69,    27.12
       17.0,      29.68,    29.92,    30.64,    28.75,    29.40
       18.0,      32.08,    32.43,    33.22,    30.90,    31.77
       19.0,      34.50,    34.92,    35.86,    33.07,    34.14
       20.0,      36.80,    37.25,    38.42,    35.15,    36.39
       21.0,      38.87,    39.28,    40.78,    37.05,    38.39
       22.0,      40.60,    40.91,    42.78,    38.69,    40.04
       23.0,      41.92,    42.07,    44.34,    40.00,    41.27
       24.0,      42.79,    42.74,    45.40,    40.95,    42.07
       25.0,      43.23,    42.96,    45.96,    41.56,    42.44
       26.0,      43.29,    42.78,    46.06,    41.86,    42.45
       27.0,      43.04,    42.31,    45.78,    41.90,    42.17
       28.0,      42.59,    41.65,    45.23,    41.77,    41.69
       29.0,      42.01,    40.89,    44.51,    41.53,    41.12
       30.0,      41.39,    40.11,    43.73,    41.24,    40.50
       31.0,      40.78,    39.34,    42.94,    40.94,    39.90
       32.0,      40.20,    38.62,    42.19,    40.65,    39.33
       33.0,      39.65,    37.93,    41.49,    40.38,    38.79
       34.0,      39.12,    37.27,    40.83,    40.11,    38.28
       35.0,      38.61,    36.64,    40.19,    39.84,    37.78
       36.0,      38.12,    36.03,    39.58,    39.58,    37.31
       37.0,      37.65,    35.44,    38.99,    39.32,    36.85
       38.0,      37.19,    34.88,    38.42,    39.07,    36.40
       39.0,      36.75,    34.33,    37.87,    38.81,    35.98
       40.0,      36.32,    33.81,    37.34,    38.56,    35.57
       41.0,      35.90,    33.31,    36.83,    38.31,    35.17
       42.0,      35.50,    32.83,    36.34,    38.07,    34.79
       43.0,      35.11,    32.36,    35.86,    37.82,    34.42
       44.0,      34.74,    31.91,    35.40,    37.58,    34.06
       45.0,      34.37,    31.48,    34.96,    37.34,    33.72
       46.0,      34.02,    31.07,    34.53,    37.10,    33.39
       47.0,      33.68,    30.67,    34.12,    36.87,    33.07
       48.0,      33.35,    30.28,    33.73,    36.63,    32.76
       49.0,      33.03,    29.91,    33.34,    36.40,    32.46
       50.0,      32.72,    29.55,    32.97,    36.17,    32.17
       51.0,      32.42,    29.21,    32.61,    35.95,    31.89
       52.0,      32.12,    28.88,    32.27,    35.72,    31.63
       53.0,      31.84,    28.56,    31.94,    35.50,    31.37
       54.0,      31.57,    28.25,    31.61,    35.28,    31.12
