Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       1.90,     1.68,     1.68,     2.20,     2.05
        2.0,       3.19,     2.99,     2.99,     3.44,     3.35
        3.0,       4.33,     4.19,     4.19,     4.47,     4.46
        4.0,       5.37,     5.32,     5.32,     5.38,     5.47
        5.0,       6.36,     6.40,     6.40,     6.21,     6.41
        6.0,       7.30,     7.45,     7.45,     6.99,     7.30
        7.0,       8.20,     8.47,     8.47,     7.72,     8.14
        8.0,       9.08,     9.47,     9.47,     8.42,     8.95
        9.0,       9.93,    10.44,    10.44,     9.08,     9.74
       10.0,      10.75,    11.40,    11.40,     9.72,    10.49
       11.0,      11.56,    12.34,    12.34,    10.34,    11.23
       12.0,      12.35,    13.27,    13.27,    10.94,    11.94
       13.0,      13.13,    14.18,    14.18,    11.52,    12.64
       14.0,      13.89,    15.08,    15.08,    12.08,    13.32
       15.0,      14.64,    15.97,    15.97,    12.63,    13.99
       16.0,      15.38,    16.86,    16.86,    13.17,    14.65
       17.0,      16.11,    17.73,    17.73,    13.69,    15.29
       18.0,      16.83,    18.59,    18.59,    14.21,    15.93
       19.0,      17.54,    19.45,    19.45,    14.71,    16.55
       20.0,      18.24,    20.29,    20.29,    15.21,    17.16
       21.0,      18.93,    21.14,    21.14,    15.70,    17.77
       22.0,      19.62,    21.97,    21.97,    16.17,    18.36
       23.0,      20.30,    22.80,    22.80,    16.65,    18.95
       24.0,      20.97,    23.62,    23.62,    17.11,    19.53
       25.0,      21.64,    24.44,    24.44,    17.57,    20.11
       26.0,      22.30,    25.25,    25.25,    18.02,    20.68
       27.0,      22.96,    26.05,    26.06,    18.47,    21.24
       28.0,      23.63,    26.86,    26.89,    18.94,    21.82
       29.0,      24.33,    27.68,    27.78,    19.45,    22.43
       30.0,      25.09,    28.54,    28.75,    19.99,    23.09
       31.0,      25.92,    29.45,    29.84,    20.58,    23.79
       32.0,      26.80,    30.44,    31.02,    21.20,    24.54
       33.0,      27.73,    31.48,    32.28,    21.84,    25.32
       34.0,      28.66,    32.56,    33.55,    22.46,    26.09
       35.0,      29.56,    33.63,    34.76,    23.03,    26.82
       36.0,      30.37,    34.64,    35.83,    23.53,    27.48
       37.0,      31.05,    35.54,    36.70,    23.94,    28.03
       38.0,      31.57,    36.29,    37.32,    24.23,    28.45
       39.0,      31.92,    36.84,    37.67,    24.41,    28.74
       40.0,      32.08,    37.20,    37.75,    24.49,    28.89
       41.0,      32.09,    37.37,    37.60,    24.48,    28.93
       42.0,      31.97,    37.36,    37.25,    24.40,    28.88
       43.0,      31.76,    37.23,    36.78,    24.28,    28.76
       44.0,      31.50,    37.01,    36.24,    24.13,    28.62
       45.0,      31.22,    36.75,    35.68,    23.99,    28.46
       46.0,      30.94,    36.47,    35.14,    23.84,    28.30
       47.0,      30.67,    36.21,    34.63,    23.70,    28.15
       48.0,      30.42,    35.96,    34.15,    23.57,    28.01
       49.0,      30.19,    35.73,    33.70,    23.44,    27.87
       50.0,      29.96,    35.51,    33.26,    23.31,    27.74
       51.0,      29.73,    35.29,    32.85,    23.18,    27.60
       52.0,      29.51,    35.08,    32.44,    23.06,    27.47
       53.0,      29.30,    34.86,    32.05,    22.93,    27.34
       54.0,      29.09,    34.65,    31.68,    22.81,    27.21
       55.0,      28.88,    34.44,    31.31,    22.69,    27.08
       56.0,      28.68,    34.23,    30.96,    22.56,    26.95
       57.0,      28.48,    34.03,    30.62,    22.44,    26.82
       58.0,      28.28,    33.82,    30.29,    22.32,    26.69
       59.0,      28.09,    33.61,    29.97,    22.21,    26.57
       60.0,      27.90,    33.41,    29.67,    22.09,    26.44
       61.0,      27.72,    33.21,    29.37,    21.97,    26.32
       62.0,      27.54,    33.01,    29.08,    21.86,    26.20
       63.0,      27.36,    32.81,    28.80,    21.75,    26.08
       64.0,      27.18,    32.61,    28.53,    21.63,    25.96
       65.0,      27.01,    32.42,    28.27,    21.52,    25.84
       66.0,      26.84,    32.23,    28.02,    21.41,    25.72
       67.0,      26.68,    32.03,    27.77,    21.31,    25.60
       68.0,      26.51,    31.84,    27.53,    21.20,    25.48
       69.0,      26.35,    31.65,    27.30,    21.09,    25.37
       70.0,      26.20,    31.46,    27.08,    20.99,    25.25
       71.0,      26.04,    31.28,    26.86,    20.88,    25.14
       72.0,      25.89,    31.09,    26.65,    20.78,    25.03
       73.0,      25.74,    30.91,    26.45,    20.68,    24.92
       74.0,      25.59,    30.72,    26.25,    20.57,    24.81
       75.0,      25.44,    30.54,    26.06,    20.47,    24.70
       76.0,      25.30,    30.36,    25.87,    20.37,    24.59
       77.0,      25.16,    30.18,    25.69,    20.28,    24.48
       78.0,      25.02,    30.00,    25.51,    20.18,    24.37
       79.0,      24.88,    29.83,    25.34,    20.08,    24.26
       80.0,      24.74,    29.65,    25.18,    19.99,    24.16
       81.0,      24.61,    29.48,    25.01,    19.89,    24.05
       82.0,      24.48,    29.30,    24.86,    19.80,    23.95
       83.0,      24.35,    29.13,    24.70,    19.71,    23.85
       84.0,      24.22,    28.96,    24.55,    19.61,    23.74
       85.0,      24.09,    28.79,    24.41,    19.52,    23.64
       86.0,      23.97,    28.62,    24.27,    19.43,    23.54
       87.0,      23.84,    28.46,    24.13,    19.34,    23.44
       88.0,      23.72,    28.29,    23.99,    19.26,    23.34
       89.0,      23.60,    28.13,    23.86,    19.17,    23.25
       90.0,      23.48,    27.96,    23.73,    19.08,    23.15
       91.0,      23.36,    27.80,    23.61,    19.00,    23.05
       92.0,      23.25,    27.64,    23.49,    18.91,    22.96
       93.0,      23.13,    27.48,    23.37,    18.83,    22.86
       94.0,      23.02,    27.32,    23.25,    18.74,    22.77
       95.0,      22.91,    27.17,    23.14,    18.66,    22.67
       96.0,      22.80,    27.01,    23.03,    18.58,    22.58
       97.0,      22.69,    26.85,    22.92,    18.50,    22.49
       98.0,      22.58,    26.70,    22.81,    18.42,    22.40
       99.0,      22.47,    26.55,    22.71,    18.34,    22.30
      100.0,      22.37,    26.39,    22.61,    18.26,    22.21
      101.0,      22.26,    26.24,    22.51,    18.18,    22.12
      102.0,      22.16,    26.09,    22.41,    18.11,    22.04
      103.0,      22.06,    25.94,    22.31,    18.03,    21.95
      104.0,      21.96,    25.80,    22.22,    17.95,    21.86
      105.0,      21.86,    25.65,    22.13,    17.88,    21.77
      106.0,      21.76,    25.50,    22.04,    17.81,    21.69
      107.0,      21.66,    25.36,    21.95,    17.73,    21.60
      108.0,      21.56,    25.21,    21.86,    17.66,    21.52
      109.0,      21.47,    25.07,    21.77,    17.59,    21.43
      110.0,      21.37,    24.93,    21.69,    17.52,    21.35
      111.0,      21.28,    24.79,    21.61,    17.45,    21.27
      112.0,      21.18,    24.65,    21.53,    17.38,    21.19
      113.0,      21.09,    24.51,    21.45,    17.31,    21.10
      114.0,      21.00,    24.37,    21.37,    17.24,    21.02
      115.0,      20.91,    24.23,    21.29,    17.17,    20.94
      116.0,      20.82,    24.10,    21.21,    17.10,    20.86
      117.0,      20.73,    23.96,    21.14,    17.04,    20.78
      118.0,      20.64,    23.83,    21.07,    16.97,    20.71
      119.0,      20.55,    23.69,    20.99,    16.90,    20.63
      120.0,      20.47,    23.56,    20.92,    16.84,    20.55
      121.0,      20.38,    23.43,    20.85,    16.77,    20.47
      122.0,      20.30,    23.30,    20.78,    16.71,    20.40
      123.0,      20.21,    23.17,    20.71,    16.65,    20.32
      124.0,      20.13,    23.04,    20.65,    16.58,    20.25
      125.0,      20.05,    22.91,    20.58,    16.52,    20.17
      126.0,      19.96,    22.79,    20.51,    16.46,    20.10
      127.0,      19.88,    22.66,    20.45,    16.40,    20.02
      128.0,      19.80,    22.53,    20.38,    16.34,    19.95
      129.0,      19.72,    22.41,    20.32,    16.28,    19.88
      130.0,      19.64,    22.29,    20.26,    16.22,    19.81
      131.0,      19.56,    22.16,    20.19,    16.16,    19.74
      132.0,      19.49,    22.04,    20.13,    16.10,    19.67
      133.0,      19.41,    21.92,    20.07,    16.05,    19.59
      134.0,      19.33,    21.80,    20.01,    15.99,    19.53
      135.0,      19.25,    21.68,    19.95,    15.93,    19.46
      136.0,      19.18,    21.56,    19.89,    15.88,    19.39
      137.0,      19.10,    21.44,    19.83,    15.82,    19.32
      138.0,      19.03,    21.32,    19.78,    15.77,    19.25
      139.0,      18.96,    21.21,    19.72,    15.71,    19.18
      140.0,      18.88,    21.09,    19.66,    15.66,    19.12
      141.0,      18.81,    20.98,    19.61,    15.60,    19.05
      142.0,      18.74,    20.86,    19.55,    15.55,    18.98
      143.0,      18.67,    20.75,    19.49,    15.50,    18.92
      144.0,      18.59,    20.64,    19.44,    15.45,    18.85
      145.0,      18.52,    20.52,    19.39,    15.40,    18.79
      146.0,      18.45,    20.41,    19.33,    15.34,    18.73
      147.0,      18.38,    20.30,    19.28,    15.29,    18.66
      148.0,      18.31,    20.19,    19.23,    15.24,    18.60
      149.0,      18.25,    20.08,    19.17,    15.19,    18.54
      150.0,      18.18,    19.97,    19.12,    15.14,    18.47
      151.0,      18.11,    19.87,    19.07,    15.09,    18.41
      152.0,      18.04,    19.76,    19.02,    15.05,    18.35
      153.0,      17.98,    19.65,    18.97,    15.00,    18.29
      154.0,      17.91,    19.55,    18.91,    14.95,    18.23
