Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       8.86,     9.50,     8.06,     7.32,    10.56
        1.0,      15.03,    15.64,    14.17,    13.56,    16.74
        2.0,      19.57,    20.22,    18.61,    18.14,    21.31
        3.0,      23.17,    23.84,    22.13,    21.83,    24.87
        4.0,      25.88,    26.57,    24.80,    24.66,    27.49
        5.0,      27.75,    28.46,    26.65,    26.65,    29.23
        6.0,      28.86,    29.61,    27.77,    27.86,    30.20
        7.0,      29.33,    30.14,    28.25,    28.38,    30.54
        8.0,      29.30,    30.20,    28.25,    28.36,    30.42
        9.0,      28.95,    29.95,    27.91,    27.94,    29.99
       10.0,      28.41,    29.53,    27.38,    27.29,    29.42
       11.0,      27.78,    29.05,    26.77,    26.53,    28.79
       12.0,      27.16,    28.56,    26.16,    25.75,    28.16
       13.0,      26.56,    28.09,    25.57,    25.01,    27.57
       14.0,      25.99,    27.64,    25.01,    24.30,    27.00
       15.0,      25.44,    27.20,    24.48,    23.63,    26.45
       16.0,      24.91,    26.77,    23.96,    22.99,    25.92
       17.0,      24.40,    26.35,    23.47,    22.37,    25.41
       18.0,      23.91,    25.95,    22.99,    21.77,    24.92
       19.0,      23.43,    25.55,    22.53,    21.19,    24.44
       20.0,      22.96,    25.16,    22.08,    20.64,    23.98
       21.0,      22.51,    24.78,    21.64,    20.10,    23.53
       22.0,      22.07,    24.40,    21.23,    19.58,    23.09
       23.0,      21.65,    24.04,    20.82,    19.07,    22.67
       24.0,      21.24,    23.68,    20.43,    18.59,    22.27
       25.0,      20.85,    23.34,    20.05,    18.12,    21.87
       26.0,      20.46,    23.00,    19.69,    17.67,    21.49
       27.0,      20.09,    22.66,    19.33,    17.23,    21.13
       28.0,      19.73,    22.34,    18.99,    16.81,    20.77
       29.0,      19.38,    22.02,    18.66,    16.40,    20.43
       30.0,      19.04,    21.71,    18.34,    16.01,    20.09
       31.0,      18.71,    21.41,    18.03,    15.63,    19.77
       32.0,      18.39,    21.11,    17.73,    15.26,    19.46
       33.0,      18.08,    20.82,    17.44,    14.90,    19.15
       34.0,      17.78,    20.54,    17.16,    14.56,    18.86
       35.0,      17.49,    20.26,    16.89,    14.23,    18.58
       36.0,      17.21,    19.99,    16.63,    13.91,    18.31
       37.0,      16.94,    19.73,    16.38,    13.60,    18.04
       38.0,      16.67,    19.47,    16.13,    13.30,    17.78
       39.0,      16.42,    19.22,    15.90,    13.02,    17.53
       40.0,      16.17,    18.97,    15.67,    12.74,    17.29
       41.0,      15.93,    18.73,    15.45,    12.47,    17.06
       42.0,      15.69,    18.49,    15.23,    12.21,    16.83
       43.0,      15.46,    18.26,    15.02,    11.96,    16.62
       44.0,      15.24,    18.04,    14.82,    11.72,    16.41
       45.0,      15.03,    17.82,    14.63,    11.48,    16.20
       46.0,      14.82,    17.60,    14.44,    11.26,    16.00
       47.0,      14.62,    17.39,    14.26,    11.04,    15.81
       48.0,      14.43,    17.18,    14.08,    10.83,    15.62
       49.0,      14.24,    16.98,    13.91,    10.62,    15.44
       50.0,      14.06,    16.78,    13.74,    10.42,    15.27
       51.0,      13.88,    16.59,    13.58,    10.23,    15.10
       52.0,      13.70,    16.40,    13.43,    10.05,    14.94
       53.0,      13.54,    16.22,    13.28,     9.87,    14.78
       54.0,      13.37,    16.04,    13.13,     9.70,    14.62
       55.0,      13.22,    15.86,    12.99,     9.53,    14.47
       56.0,      13.06,    15.69,    12.85,     9.37,    14.33
       57.0,      12.91,    15.52,    12.72,     9.22,    14.19
       58.0,      12.77,    15.36,    12.59,     9.07,    14.05
       59.0,      12.63,    15.20,    12.47,     8.92,    13.92
       60.0,      12.49,    15.04,    12.35,     8.78,    13.80
       61.0,      12.36,    14.88,    12.23,     8.65,    13.67
       62.0,      12.23,    14.73,    12.12,     8.52,    13.55
       63.0,      12.10,    14.59,    12.01,     8.39,    13.44
       64.0,      11.98,    14.44,    11.90,     8.27,    13.32
       65.0,      11.87,    14.30,    11.79,     8.15,    13.22
       66.0,      11.75,    14.16,    11.69,     8.04,    13.11
       67.0,      11.64,    14.03,    11.60,     7.93,    13.01
       68.0,      11.53,    13.90,    11.50,     7.82,    12.91
       69.0,      11.43,    13.77,    11.41,     7.72,    12.81
       70.0,      11.32,    13.64,    11.32,     7.62,    12.72
       71.0,      11.22,    13.52,    11.23,     7.52,    12.63
       72.0,      11.13,    13.40,    11.15,     7.42,    12.54
       73.0,      11.03,    13.28,    11.07,     7.33,    12.45
       74.0,      10.94,    13.16,    10.99,     7.25,    12.37
       75.0,      10.85,    13.05,    10.91,     7.16,    12.29
       76.0,      10.77,    12.94,    10.84,     7.08,    12.21
       77.0,      10.68,    12.83,    10.77,     7.00,    12.13
       78.0,      10.60,    12.72,    10.69,     6.92,    12.06
       79.0,      10.52,    12.62,    10.63,     6.85,    11.99
       80.0,      10.44,    12.52,    10.56,     6.78,    11.92
       81.0,      10.37,    12.42,    10.49,     6.71,    11.85
       82.0,      10.29,    12.32,    10.43,     6.64,    11.79
       83.0,      10.22,    12.23,    10.37,     6.58,    11.72
       84.0,      10.15,    12.13,    10.31,     6.51,    11.66
       85.0,      10.09,    12.04,    10.25,     6.45,    11.60
       86.0,      10.02,    11.95,    10.19,     6.39,    11.54
       87.0,       9.96,    11.86,    10.14,     6.33,    11.48
       88.0,       9.89,    11.78,    10.09,     6.28,    11.43
       89.0,       9.83,    11.69,    10.03,     6.23,    11.37
       90.0,       9.77,    11.61,     9.98,     6.17,    11.32
       91.0,       9.71,    11.53,     9.93,     6.12,    11.27
       92.0,       9.66,    11.45,     9.88,     6.07,    11.22
       93.0,       9.60,    11.38,     9.84,     6.03,    11.17
       94.0,       9.55,    11.30,     9.79,     5.98,    11.13
       95.0,       9.50,    11.23,     9.74,     5.94,    11.08
