Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       8.08,     7.66,     4.76,     8.37,    11.55
        1.0,      14.18,    13.82,    10.79,    14.29,    17.83
        2.0,      18.66,    18.58,    15.12,    18.41,    22.55
        3.0,      22.25,    22.49,    18.69,    21.60,    26.23
        4.0,      25.00,    25.60,    21.54,    23.94,    28.93
        5.0,      26.95,    27.93,    23.67,    25.49,    30.70
        6.0,      28.16,    29.54,    25.09,    26.33,    31.67
        7.0,      28.73,    30.53,    25.85,    26.58,    31.98
        8.0,      28.82,    31.04,    26.05,    26.38,    31.82
        9.0,      28.57,    31.20,    25.83,    25.88,    31.36
       10.0,      28.11,    31.17,    25.32,    25.22,    30.74
       11.0,      27.57,    31.03,    24.66,    24.51,    30.08
       12.0,      27.01,    30.87,    23.94,    23.79,    29.43
       13.0,      26.47,    30.72,    23.24,    23.11,    28.81
       14.0,      25.96,    30.58,    22.59,    22.47,    28.22
       15.0,      25.48,    30.44,    21.98,    21.86,    27.65
       16.0,      25.02,    30.31,    21.40,    21.28,    27.11
       17.0,      24.58,    30.18,    20.85,    20.71,    26.58
       18.0,      24.15,    30.05,    20.32,    20.17,    26.07
       19.0,      23.74,    29.92,    19.81,    19.65,    25.57
       20.0,      23.34,    29.79,    19.32,    19.15,    25.10
       21.0,      22.95,    29.67,    18.85,    18.66,    24.64
       22.0,      22.58,    29.54,    18.39,    18.20,    24.20
       23.0,      22.22,    29.41,    17.96,    17.76,    23.77
       24.0,      21.88,    29.28,    17.53,    17.33,    23.36
       25.0,      21.54,    29.16,    17.13,    16.92,    22.96
       26.0,      21.22,    29.03,    16.74,    16.52,    22.58
       27.0,      20.90,    28.91,    16.36,    16.14,    22.21
       28.0,      20.60,    28.78,    16.00,    15.77,    21.85
       29.0,      20.31,    28.66,    15.65,    15.42,    21.51
       30.0,      20.03,    28.54,    15.31,    15.08,    21.17
       31.0,      19.75,    28.42,    14.99,    14.76,    20.85
       32.0,      19.49,    28.29,    14.67,    14.44,    20.54
       33.0,      19.23,    28.17,    14.37,    14.14,    20.24
       34.0,      18.98,    28.05,    14.08,    13.85,    19.95
       35.0,      18.74,    27.93,    13.80,    13.58,    19.67
       36.0,      18.51,    27.81,    13.53,    13.31,    19.40
       37.0,      18.29,    27.69,    13.27,    13.05,    19.14
       38.0,      18.07,    27.57,    13.02,    12.80,    18.89
       39.0,      17.86,    27.46,    12.78,    12.56,    18.65
       40.0,      17.66,    27.34,    12.55,    12.34,    18.41
       41.0,      17.46,    27.22,    12.32,    12.12,    18.18
       42.0,      17.27,    27.11,    12.10,    11.90,    17.96
       43.0,      17.08,    26.99,    11.90,    11.70,    17.75
       44.0,      16.90,    26.87,    11.69,    11.50,    17.55
       45.0,      16.73,    26.76,    11.50,    11.31,    17.35
       46.0,      16.56,    26.65,    11.31,    11.13,    17.16
       47.0,      16.40,    26.53,    11.13,    10.96,    16.98
       48.0,      16.24,    26.42,    10.95,    10.79,    16.80
       49.0,      16.09,    26.31,    10.79,    10.63,    16.62
       50.0,      15.94,    26.19,    10.62,    10.47,    16.46
       51.0,      15.79,    26.08,    10.46,    10.32,    16.30
       52.0,      15.65,    25.97,    10.31,    10.18,    16.14
       53.0,      15.51,    25.86,    10.16,    10.04,    15.99
       54.0,      15.38,    25.75,    10.02,     9.90,    15.85
       55.0,      15.25,    25.64,     9.88,     9.78,    15.70
       56.0,      15.13,    25.53,     9.75,     9.65,    15.57
       57.0,      15.00,    25.42,     9.62,     9.53,    15.44
       58.0,      14.89,    25.31,     9.50,     9.42,    15.31
       59.0,      14.77,    25.21,     9.38,     9.31,    15.19
       60.0,      14.66,    25.10,     9.26,     9.20,    15.07
       61.0,      14.55,    24.99,     9.15,     9.10,    14.95
       62.0,      14.44,    24.89,     9.04,     9.00,    14.84
       63.0,      14.34,    24.78,     8.94,     8.90,    14.73
       64.0,      14.24,    24.68,     8.83,     8.81,    14.63
       65.0,      14.14,    24.57,     8.73,     8.72,    14.53
       66.0,      14.04,    24.47,     8.64,     8.64,    14.43
       67.0,      13.95,    24.36,     8.55,     8.55,    14.33
       68.0,      13.86,    24.26,     8.46,     8.48,    14.24
       69.0,      13.77,    24.16,     8.37,     8.40,    14.15
       70.0,      13.68,    24.05,     8.28,     8.33,    14.07
       71.0,      13.60,    23.95,     8.20,     8.25,    13.98
       72.0,      13.52,    23.85,     8.12,     8.19,    13.90
       73.0,      13.43,    23.75,     8.04,     8.12,    13.82
       74.0,      13.36,    23.65,     7.97,     8.06,    13.75
       75.0,      13.28,    23.55,     7.90,     7.99,    13.67
       76.0,      13.20,    23.45,     7.83,     7.94,    13.60
       77.0,      13.13,    23.35,     7.76,     7.88,    13.53
       78.0,      13.06,    23.25,     7.69,     7.82,    13.46
       79.0,      12.99,    23.15,     7.63,     7.77,    13.40
       80.0,      12.92,    23.06,     7.56,     7.72,    13.33
       81.0,      12.85,    22.96,     7.50,     7.67,    13.27
       82.0,      12.78,    22.86,     7.44,     7.62,    13.21
       83.0,      12.72,    22.77,     7.38,     7.57,    13.15
       84.0,      12.66,    22.67,     7.33,     7.53,    13.10
       85.0,      12.59,    22.57,     7.27,     7.48,    13.04
       86.0,      12.53,    22.48,     7.22,     7.44,    12.99
       87.0,      12.47,    22.38,     7.16,     7.40,    12.94
       88.0,      12.41,    22.29,     7.11,     7.36,    12.89
       89.0,      12.36,    22.19,     7.06,     7.32,    12.84
       90.0,      12.30,    22.10,     7.02,     7.29,    12.79
       91.0,      12.24,    22.01,     6.97,     7.25,    12.74
       92.0,      12.19,    21.92,     6.92,     7.22,    12.70
       93.0,      12.13,    21.82,     6.88,     7.18,    12.66
       94.0,      12.08,    21.73,     6.83,     7.15,    12.61
       95.0,      12.03,    21.64,     6.79,     7.12,    12.57
       96.0,      11.98,    21.55,     6.75,     7.09,    12.53
       97.0,      11.93,    21.46,     6.71,     7.06,    12.49
       98.0,      11.88,    21.37,     6.67,     7.03,    12.45
       99.0,      11.83,    21.28,     6.63,     7.01,    12.41
      100.0,      11.78,    21.19,     6.59,     6.98,    12.38
      101.0,      11.74,    21.10,     6.55,     6.95,    12.34
      102.0,      11.69,    21.01,     6.51,     6.93,    12.31
      103.0,      11.64,    20.92,     6.48,     6.90,    12.27
      104.0,      11.60,    20.83,     6.44,     6.88,    12.24
      105.0,      11.55,    20.75,     6.41,     6.86,    12.21
      106.0,      11.51,    20.66,     6.37,     6.83,    12.18
      107.0,      11.47,    20.57,     6.34,     6.81,    12.14
      108.0,      11.42,    20.49,     6.30,     6.79,    12.11
      109.0,      11.38,    20.40,     6.27,     6.77,    12.08
      110.0,      11.34,    20.32,     6.24,     6.75,    12.06
      111.0,      11.30,    20.23,     6.21,     6.73,    12.03
      112.0,      11.26,    20.15,     6.18,     6.71,    12.00
      113.0,      11.22,    20.06,     6.15,     6.69,    11.97
      114.0,      11.18,    19.98,     6.12,     6.68,    11.95
      115.0,      11.14,    19.89,     6.09,     6.66,    11.92
      116.0,      11.10,    19.81,     6.06,     6.64,    11.89
      117.0,      11.06,    19.73,     6.03,     6.62,    11.87
      118.0,      11.03,    19.64,     6.01,     6.61,    11.84
      119.0,      10.99,    19.56,     5.98,     6.59,    11.82
      120.0,      10.95,    19.48,     5.95,     6.58,    11.80
      121.0,      10.91,    19.40,     5.92,     6.56,    11.77
      122.0,      10.88,    19.32,     5.90,     6.55,    11.75
      123.0,      10.84,    19.24,     5.87,     6.53,    11.73
      124.0,      10.81,    19.16,     5.85,     6.52,    11.71
      125.0,      10.77,    19.08,     5.82,     6.50,    11.69
      126.0,      10.74,    19.00,     5.80,     6.49,    11.66
      127.0,      10.70,    18.92,     5.77,     6.48,    11.64
      128.0,      10.67,    18.84,     5.75,     6.46,    11.62
      129.0,      10.63,    18.76,     5.72,     6.45,    11.60
      130.0,      10.60,    18.68,     5.70,     6.44,    11.58
      131.0,      10.57,    18.60,     5.68,     6.43,    11.56
      132.0,      10.53,    18.53,     5.66,     6.41,    11.54
      133.0,      10.50,    18.45,     5.63,     6.40,    11.52
      134.0,      10.47,    18.37,     5.61,     6.39,    11.51
      135.0,      10.44,    18.30,     5.59,     6.38,    11.49
      136.0,      10.41,    18.22,     5.57,     6.37,    11.47
      137.0,      10.37,    18.14,     5.54,     6.36,    11.45
      138.0,      10.34,    18.07,     5.52,     6.35,    11.43
      139.0,      10.31,    17.99,     5.50,     6.34,    11.42
      140.0,      10.28,    17.92,     5.48,     6.33,    11.40
      141.0,      10.25,    17.84,     5.46,     6.32,    11.38
      142.0,      10.22,    17.77,     5.44,     6.31,    11.37
      143.0,      10.19,    17.69,     5.42,     6.30,    11.35
      144.0,      10.16,    17.62,     5.40,     6.29,    11.33
      145.0,      10.13,    17.55,     5.38,     6.28,    11.32
      146.0,      10.10,    17.47,     5.36,     6.27,    11.30
      147.0,      10.07,    17.40,     5.34,     6.26,    11.28
      148.0,      10.04,    17.33,     5.32,     6.25,    11.27
      149.0,      10.01,    17.26,     5.30,     6.24,    11.25
      150.0,       9.98,    17.19,     5.28,     6.23,    11.24
      151.0,       9.95,    17.11,     5.26,     6.22,    11.22
      152.0,       9.93,    17.04,     5.24,     6.21,    11.21
      153.0,       9.90,    16.97,     5.22,     6.20,    11.19
      154.0,       9.87,    16.90,     5.20,     6.19,    11.18
      155.0,       9.84,    16.83,     5.19,     6.19,    11.16
      156.0,       9.81,    16.76,     5.17,     6.18,    11.15
      157.0,       9.79,    16.69,     5.15,     6.17,    11.13
      158.0,       9.76,    16.62,     5.13,     6.16,    11.12
      159.0,       9.73,    16.55,     5.11,     6.15,    11.11
      160.0,       9.70,    16.49,     5.09,     6.15,    11.09
      161.0,       9.68,    16.42,     5.08,     6.14,    11.08
      162.0,       9.65,    16.35,     5.06,     6.13,    11.06
      163.0,       9.62,    16.28,     5.04,     6.12,    11.05
      164.0,       9.60,    16.21,     5.02,     6.11,    11.04
      165.0,       9.57,    16.15,     5.01,     6.11,    11.02
      166.0,       9.54,    16.08,     4.99,     6.10,    11.01
      167.0,       9.52,    16.01,     4.97,     6.09,    11.00
      168.0,       9.49,    15.95,     4.95,     6.08,    10.98
      169.0,       9.47,    15.88,     4.94,     6.08,    10.97
      170.0,       9.44,    15.82,     4.92,     6.07,    10.96
      171.0,       9.41,    15.75,     4.90,     6.06,    10.94
      172.0,       9.39,    15.68,     4.89,     6.05,    10.93
      173.0,       9.36,    15.62,     4.87,     6.05,    10.92
      174.0,       9.34,    15.55,     4.85,     6.04,    10.91
      175.0,       9.31,    15.49,     4.84,     6.03,    10.89
      176.0,       9.29,    15.43,     4.82,     6.03,    10.88
      177.0,       9.26,    15.36,     4.81,     6.02,    10.87
      178.0,       9.24,    15.30,     4.79,     6.01,    10.85
      179.0,       9.21,    15.24,     4.77,     6.00,    10.84
      180.0,       9.19,    15.17,     4.76,     6.00,    10.83
      181.0,       9.17,    15.11,     4.74,     5.99,    10.82
      182.0,       9.14,    15.05,     4.73,     5.98,    10.81
      183.0,       9.12,    14.99,     4.71,     5.98,    10.79
      184.0,       9.09,    14.92,     4.69,     5.97,    10.78
      185.0,       9.07,    14.86,     4.68,     5.96,    10.77
      186.0,       9.04,    14.80,     4.66,     5.96,    10.76
      187.0,       9.02,    14.74,     4.65,     5.95,    10.74
      188.0,       9.00,    14.68,     4.63,     5.94,    10.73
      189.0,       8.97,    14.62,     4.62,     5.94,    10.72
      190.0,       8.95,    14.56,     4.60,     5.93,    10.71
      191.0,       8.93,    14.50,     4.59,     5.92,    10.70
      192.0,       8.90,    14.44,     4.57,     5.92,    10.69
      193.0,       8.88,    14.38,     4.56,     5.91,    10.67
      194.0,       8.86,    14.32,     4.54,     5.90,    10.66
      195.0,       8.83,    14.26,     4.53,     5.90,    10.65
      196.0,       8.81,    14.20,     4.51,     5.89,    10.64
      197.0,       8.79,    14.14,     4.50,     5.89,    10.63
      198.0,       8.77,    14.09,     4.48,     5.88,    10.62
      199.0,       8.74,    14.03,     4.47,     5.87,    10.60
      200.0,       8.72,    13.97,     4.45,     5.87,    10.59
      201.0,       8.70,    13.91,     4.44,     5.86,    10.58
      202.0,       8.68,    13.85,     4.42,     5.85,    10.57
      203.0,       8.65,    13.80,     4.41,     5.85,    10.56
      204.0,       8.63,    13.74,     4.40,     5.84,    10.55
      205.0,       8.61,    13.68,     4.38,     5.83,    10.54
      206.0,       8.59,    13.63,     4.37,     5.83,    10.52
      207.0,       8.57,    13.57,     4.35,     5.82,    10.51
      208.0,       8.54,    13.52,     4.34,     5.82,    10.50
      209.0,       8.52,    13.46,     4.32,     5.81,    10.49
      210.0,       8.50,    13.41,     4.31,     5.80,    10.48
      211.0,       8.48,    13.35,     4.30,     5.80,    10.47
      212.0,       8.46,    13.30,     4.28,     5.79,    10.46
      213.0,       8.44,    13.24,     4.27,     5.79,    10.45
      214.0,       8.41,    13.19,     4.25,     5.78,    10.44
      215.0,       8.39,    13.13,     4.24,     5.77,    10.42
      216.0,       8.37,    13.08,     4.23,     5.77,    10.41
      217.0,       8.35,    13.02,     4.21,     5.76,    10.40
      218.0,       8.33,    12.97,     4.20,     5.75,    10.39
      219.0,       8.31,    12.92,     4.19,     5.75,    10.38
      220.0,       8.29,    12.86,     4.17,     5.74,    10.37
      221.0,       8.27,    12.81,     4.16,     5.74,    10.36
      222.0,       8.25,    12.76,     4.15,     5.73,    10.35
      223.0,       8.23,    12.71,     4.13,     5.72,    10.34
      224.0,       8.20,    12.66,     4.12,     5.72,    10.33
      225.0,       8.18,    12.60,     4.11,     5.71,    10.32
      226.0,       8.16,    12.55,     4.09,     5.71,    10.30
      227.0,       8.14,    12.50,     4.08,     5.70,    10.29
      228.0,       8.12,    12.45,     4.07,     5.70,    10.28
      229.0,       8.10,    12.40,     4.05,     5.69,    10.27
      230.0,       8.08,    12.35,     4.04,     5.68,    10.26
      231.0,       8.06,    12.30,     4.03,     5.68,    10.25
      232.0,       8.04,    12.25,     4.01,     5.67,    10.24
      233.0,       8.02,    12.20,     4.00,     5.67,    10.23
      234.0,       8.00,    12.15,     3.99,     5.66,    10.22
      235.0,       7.98,    12.10,     3.98,     5.65,    10.21
      236.0,       7.96,    12.05,     3.96,     5.65,    10.20
      237.0,       7.94,    12.00,     3.95,     5.64,    10.19
      238.0,       7.92,    11.95,     3.94,     5.64,    10.18
      239.0,       7.91,    11.90,     3.92,     5.63,    10.17
      240.0,       7.89,    11.85,     3.91,     5.62,    10.15
      241.0,       7.87,    11.80,     3.90,     5.62,    10.14
      242.0,       7.85,    11.75,     3.89,     5.61,    10.13
      243.0,       7.83,    11.71,     3.87,     5.61,    10.12
      244.0,       7.81,    11.66,     3.86,     5.60,    10.11
      245.0,       7.79,    11.61,     3.85,     5.60,    10.10
      246.0,       7.77,    11.56,     3.84,     5.59,    10.09
      247.0,       7.75,    11.52,     3.83,     5.58,    10.08
      248.0,       7.73,    11.47,     3.81,     5.58,    10.07
      249.0,       7.71,    11.42,     3.80,     5.57,    10.06
      250.0,       7.70,    11.37,     3.79,     5.57,    10.05
      251.0,       7.68,    11.33,     3.78,     5.56,    10.04
      252.0,       7.66,    11.28,     3.76,     5.56,    10.03
      253.0,       7.64,    11.24,     3.75,     5.55,    10.02
      254.0,       7.62,    11.19,     3.74,     5.54,    10.01
      255.0,       7.60,    11.14,     3.73,     5.54,    10.00
      256.0,       7.58,    11.10,     3.72,     5.53,     9.99
      257.0,       7.57,    11.05,     3.70,     5.53,     9.98
      258.0,       7.55,    11.01,     3.69,     5.52,     9.97
      259.0,       7.53,    10.96,     3.68,     5.52,     9.96
      260.0,       7.51,    10.92,     3.67,     5.51,     9.95
      261.0,       7.49,    10.87,     3.66,     5.50,     9.94
      262.0,       7.48,    10.83,     3.65,     5.50,     9.93
      263.0,       7.46,    10.79,     3.63,     5.49,     9.92
      264.0,       7.44,    10.74,     3.62,     5.49,     9.91
      265.0,       7.42,    10.70,     3.61,     5.48,     9.90
      266.0,       7.40,    10.65,     3.60,     5.48,     9.89
      267.0,       7.39,    10.61,     3.59,     5.47,     9.88
      268.0,       7.37,    10.57,     3.58,     5.47,     9.87
      269.0,       7.35,    10.52,     3.56,     5.46,     9.86
      270.0,       7.33,    10.48,     3.55,     5.45,     9.84
      271.0,       7.32,    10.44,     3.54,     5.45,     9.83
      272.0,       7.30,    10.40,     3.53,     5.44,     9.82
      273.0,       7.28,    10.35,     3.52,     5.44,     9.81
      274.0,       7.26,    10.31,     3.51,     5.43,     9.80
      275.0,       7.25,    10.27,     3.50,     5.43,     9.79
      276.0,       7.23,    10.23,     3.49,     5.42,     9.78
      277.0,       7.21,    10.19,     3.47,     5.42,     9.77
      278.0,       7.20,    10.15,     3.46,     5.41,     9.76
      279.0,       7.18,    10.10,     3.45,     5.40,     9.75
      280.0,       7.16,    10.06,     3.44,     5.40,     9.74
      281.0,       7.14,    10.02,     3.43,     5.39,     9.73
      282.0,       7.13,     9.98,     3.42,     5.39,     9.72
      283.0,       7.11,     9.94,     3.41,     5.38,     9.71
      284.0,       7.09,     9.90,     3.40,     5.38,     9.70
      285.0,       7.08,     9.86,     3.39,     5.37,     9.69
      286.0,       7.06,     9.82,     3.38,     5.37,     9.68
      287.0,       7.04,     9.78,     3.36,     5.36,     9.67
      288.0,       7.03,     9.74,     3.35,     5.35,     9.66
      289.0,       7.01,     9.70,     3.34,     5.35,     9.65
      290.0,       7.00,     9.66,     3.33,     5.34,     9.64
      291.0,       6.98,     9.62,     3.32,     5.34,     9.63
      292.0,       6.96,     9.58,     3.31,     5.33,     9.62
      293.0,       6.95,     9.54,     3.30,     5.33,     9.61
      294.0,       6.93,     9.50,     3.29,     5.32,     9.61
      295.0,       6.91,     9.47,     3.28,     5.32,     9.60
      296.0,       6.90,     9.43,     3.27,     5.31,     9.59
      297.0,       6.88,     9.39,     3.26,     5.31,     9.58
      298.0,       6.87,     9.35,     3.25,     5.30,     9.57
      299.0,       6.85,     9.31,     3.24,     5.30,     9.56
      300.0,       6.83,     9.28,     3.23,     5.29,     9.55
      301.0,       6.82,     9.24,     3.22,     5.28,     9.54
      302.0,       6.80,     9.20,     3.21,     5.28,     9.53
      303.0,       6.79,     9.16,     3.20,     5.27,     9.52
      304.0,       6.77,     9.13,     3.19,     5.27,     9.51
      305.0,       6.76,     9.09,     3.18,     5.26,     9.50
      306.0,       6.74,     9.05,     3.17,     5.26,     9.49
      307.0,       6.73,     9.01,     3.16,     5.25,     9.48
      308.0,       6.71,     8.98,     3.15,     5.25,     9.47
      309.0,       6.69,     8.94,     3.14,     5.24,     9.46
      310.0,       6.68,     8.91,     3.13,     5.24,     9.45
      311.0,       6.66,     8.87,     3.12,     5.23,     9.44
      312.0,       6.65,     8.83,     3.11,     5.23,     9.43
      313.0,       6.63,     8.80,     3.10,     5.22,     9.42
      314.0,       6.62,     8.76,     3.09,     5.21,     9.41
      315.0,       6.60,     8.73,     3.08,     5.21,     9.40
      316.0,       6.59,     8.69,     3.07,     5.20,     9.39
      317.0,       6.57,     8.66,     3.06,     5.20,     9.38
      318.0,       6.56,     8.62,     3.05,     5.19,     9.37
      319.0,       6.54,     8.59,     3.04,     5.19,     9.36
      320.0,       6.53,     8.55,     3.03,     5.18,     9.35
      321.0,       6.51,     8.52,     3.02,     5.18,     9.34
      322.0,       6.50,     8.48,     3.01,     5.17,     9.33
      323.0,       6.48,     8.45,     3.00,     5.17,     9.32
      324.0,       6.47,     8.41,     2.99,     5.16,     9.31
      325.0,       6.45,     8.38,     2.98,     5.16,     9.30
      326.0,       6.44,     8.35,     2.97,     5.15,     9.29
      327.0,       6.43,     8.31,     2.96,     5.15,     9.29
