Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       9.77,    10.85,     8.24,     9.01,    10.98
        1.0,      15.88,    16.93,    14.44,    15.12,    17.02
        2.0,      20.28,    21.33,    18.92,    19.50,    21.38
        3.0,      23.69,    24.70,    22.45,    22.90,    24.72
        4.0,      26.19,    27.14,    25.09,    25.41,    27.13
        5.0,      27.83,    28.71,    26.87,    27.07,    28.68
        6.0,      28.72,    29.53,    27.88,    27.96,    29.50
        7.0,      28.98,    29.75,    28.21,    28.23,    29.72
        8.0,      28.78,    29.54,    28.03,    28.02,    29.52
        9.0,      28.27,    29.06,    27.49,    27.49,    29.05
       10.0,      27.61,    28.44,    26.75,    26.78,    28.46
       11.0,      26.88,    27.78,    25.93,    26.01,    27.82
       12.0,      26.17,    27.13,    25.10,    25.25,    27.20
       13.0,      25.49,    26.52,    24.31,    24.52,    26.61
       14.0,      24.85,    25.93,    23.57,    23.84,    26.05
       15.0,      24.23,    25.37,    22.87,    23.18,    25.51
       16.0,      23.64,    24.83,    22.19,    22.56,    25.00
       17.0,      23.08,    24.32,    21.54,    21.95,    24.50
       18.0,      22.53,    23.82,    20.91,    21.37,    24.02
       19.0,      22.01,    23.34,    20.31,    20.81,    23.56
       20.0,      21.50,    22.88,    19.74,    20.28,    23.12
       21.0,      21.02,    22.44,    19.18,    19.76,    22.70
       22.0,      20.55,    22.01,    18.65,    19.27,    22.29
       23.0,      20.11,    21.60,    18.14,    18.79,    21.89
       24.0,      19.67,    21.21,    17.64,    18.33,    21.51
       25.0,      19.26,    20.83,    17.17,    17.89,    21.15
       26.0,      18.86,    20.46,    16.71,    17.47,    20.80
       27.0,      18.48,    20.11,    16.28,    17.06,    20.46
       28.0,      18.11,    19.78,    15.86,    16.67,    20.14
       29.0,      17.76,    19.45,    15.45,    16.29,    19.83
       30.0,      17.41,    19.14,    15.06,    15.93,    19.52
       31.0,      17.09,    18.84,    14.69,    15.58,    19.24
       32.0,      16.77,    18.55,    14.33,    15.25,    18.96
       33.0,      16.47,    18.27,    13.98,    14.93,    18.69
       34.0,      16.18,    18.00,    13.65,    14.62,    18.43
       35.0,      15.90,    17.75,    13.33,    14.32,    18.18
       36.0,      15.63,    17.50,    13.03,    14.03,    17.94
       37.0,      15.37,    17.26,    12.73,    13.76,    17.71
       38.0,      15.12,    17.03,    12.45,    13.49,    17.49
       39.0,      14.87,    16.81,    12.17,    13.24,    17.28
       40.0,      14.64,    16.59,    11.91,    12.99,    17.07
       41.0,      14.42,    16.39,    11.66,    12.76,    16.88
       42.0,      14.21,    16.19,    11.42,    12.53,    16.69
       43.0,      14.00,    16.00,    11.18,    12.31,    16.50
       44.0,      13.80,    15.82,    10.96,    12.10,    16.33
       45.0,      13.61,    15.64,    10.74,    11.90,    16.16
       46.0,      13.43,    15.47,    10.54,    11.71,    15.99
       47.0,      13.25,    15.31,    10.34,    11.52,    15.83
       48.0,      13.08,    15.15,    10.14,    11.34,    15.68
       49.0,      12.91,    15.00,     9.96,    11.17,    15.53
       50.0,      12.76,    14.85,     9.78,    11.00,    15.39
       51.0,      12.60,    14.71,     9.61,    10.84,    15.26
       52.0,      12.46,    14.57,     9.45,    10.69,    15.12
       53.0,      12.32,    14.44,     9.29,    10.54,    15.00
       54.0,      12.18,    14.31,     9.14,    10.40,    14.87
       55.0,      12.05,    14.19,     8.99,    10.26,    14.76
       56.0,      11.92,    14.07,     8.85,    10.13,    14.64
       57.0,      11.80,    13.96,     8.71,    10.00,    14.53
       58.0,      11.68,    13.85,     8.58,     9.88,    14.43
       59.0,      11.57,    13.75,     8.46,     9.76,    14.32
       60.0,      11.46,    13.64,     8.34,     9.64,    14.23
       61.0,      11.36,    13.55,     8.22,     9.53,    14.13
       62.0,      11.26,    13.45,     8.11,     9.43,    14.04
       63.0,      11.16,    13.36,     8.00,     9.33,    13.95
       64.0,      11.06,    13.27,     7.90,     9.23,    13.86
       65.0,      10.97,    13.18,     7.80,     9.13,    13.78
       66.0,      10.89,    13.10,     7.70,     9.04,    13.70
       67.0,      10.80,    13.02,     7.61,     8.95,    13.62
       68.0,      10.72,    12.95,     7.52,     8.87,    13.55
       69.0,      10.64,    12.87,     7.43,     8.79,    13.47
       70.0,      10.57,    12.80,     7.35,     8.71,    13.40
       71.0,      10.49,    12.73,     7.27,     8.63,    13.34
       72.0,      10.42,    12.66,     7.19,     8.56,    13.27
       73.0,      10.35,    12.60,     7.12,     8.49,    13.21
       74.0,      10.29,    12.53,     7.05,     8.42,    13.15
       75.0,      10.22,    12.47,     6.98,     8.36,    13.09
       76.0,      10.16,    12.41,     6.91,     8.29,    13.03
       77.0,      10.10,    12.36,     6.85,     8.23,    12.97
       78.0,      10.05,    12.30,     6.79,     8.17,    12.92
       79.0,       9.99,    12.25,     6.73,     8.12,    12.87
       80.0,       9.94,    12.20,     6.67,     8.06,    12.82
       81.0,       9.88,    12.15,     6.61,     8.01,    12.77
       82.0,       9.83,    12.10,     6.56,     7.96,    12.72
       83.0,       9.78,    12.05,     6.51,     7.91,    12.67
       84.0,       9.74,    12.00,     6.46,     7.86,    12.63
       85.0,       9.69,    11.96,     6.41,     7.82,    12.58
       86.0,       9.65,    11.92,     6.37,     7.77,    12.54
       87.0,       9.61,    11.87,     6.32,     7.73,    12.50
       88.0,       9.56,    11.83,     6.28,     7.69,    12.46
       89.0,       9.52,    11.79,     6.24,     7.65,    12.42
       90.0,       9.49,    11.76,     6.20,     7.61,    12.38
       91.0,       9.45,    11.72,     6.16,     7.57,    12.35
       92.0,       9.41,    11.68,     6.12,     7.53,    12.31
       93.0,       9.38,    11.65,     6.08,     7.50,    12.27
       94.0,       9.34,    11.61,     6.05,     7.46,    12.24
       95.0,       9.31,    11.58,     6.02,     7.43,    12.21
       96.0,       9.28,    11.55,     5.98,     7.40,    12.18
       97.0,       9.24,    11.52,     5.95,     7.37,    12.14
       98.0,       9.21,    11.48,     5.92,     7.34,    12.11
       99.0,       9.18,    11.45,     5.89,     7.31,    12.08
      100.0,       9.16,    11.43,     5.86,     7.28,    12.05
      101.0,       9.13,    11.40,     5.84,     7.25,    12.03
      102.0,       9.10,    11.37,     5.81,     7.22,    12.00
      103.0,       9.07,    11.34,     5.78,     7.20,    11.97
      104.0,       9.05,    11.32,     5.76,     7.17,    11.94
      105.0,       9.02,    11.29,     5.73,     7.15,    11.92
      106.0,       9.00,    11.26,     5.71,     7.13,    11.89
      107.0,       8.97,    11.24,     5.69,     7.10,    11.87
      108.0,       8.95,    11.21,     5.66,     7.08,    11.84
      109.0,       8.93,    11.19,     5.64,     7.06,    11.82
      110.0,       8.91,    11.17,     5.62,     7.04,    11.80
      111.0,       8.88,    11.15,     5.60,     7.02,    11.77
      112.0,       8.86,    11.12,     5.58,     7.00,    11.75
      113.0,       8.84,    11.10,     5.56,     6.98,    11.73
      114.0,       8.82,    11.08,     5.54,     6.96,    11.71
      115.0,       8.80,    11.06,     5.53,     6.94,    11.69
      116.0,       8.78,    11.04,     5.51,     6.92,    11.67
      117.0,       8.77,    11.02,     5.49,     6.90,    11.65
      118.0,       8.75,    11.00,     5.48,     6.89,    11.63
      119.0,       8.73,    10.98,     5.46,     6.87,    11.61
      120.0,       8.71,    10.96,     5.44,     6.85,    11.59
      121.0,       8.69,    10.94,     5.43,     6.84,    11.57
      122.0,       8.68,    10.92,     5.41,     6.82,    11.55
      123.0,       8.66,    10.91,     5.40,     6.81,    11.53
      124.0,       8.64,    10.89,     5.39,     6.79,    11.51
      125.0,       8.63,    10.87,     5.37,     6.78,    11.50
      126.0,       8.61,    10.85,     5.36,     6.76,    11.48
      127.0,       8.60,    10.84,     5.35,     6.75,    11.46
      128.0,       8.58,    10.82,     5.33,     6.74,    11.44
      129.0,       8.57,    10.80,     5.32,     6.72,    11.43
      130.0,       8.55,    10.79,     5.31,     6.71,    11.41
      131.0,       8.54,    10.77,     5.30,     6.70,    11.39
      132.0,       8.53,    10.76,     5.28,     6.68,    11.38
      133.0,       8.51,    10.74,     5.27,     6.67,    11.36
      134.0,       8.50,    10.73,     5.26,     6.66,    11.35
      135.0,       8.49,    10.71,     5.25,     6.65,    11.33
      136.0,       8.47,    10.70,     5.24,     6.64,    11.32
      137.0,       8.46,    10.68,     5.23,     6.63,    11.30
      138.0,       8.45,    10.67,     5.22,     6.61,    11.29
      139.0,       8.43,    10.65,     5.21,     6.60,    11.27
      140.0,       8.42,    10.64,     5.20,     6.59,    11.26
      141.0,       8.41,    10.62,     5.19,     6.58,    11.24
      142.0,       8.40,    10.61,     5.18,     6.57,    11.23
      143.0,       8.39,    10.60,     5.17,     6.56,    11.21
      144.0,       8.37,    10.58,     5.16,     6.55,    11.20
      145.0,       8.36,    10.57,     5.15,     6.54,    11.18
      146.0,       8.35,    10.55,     5.15,     6.53,    11.17
      147.0,       8.34,    10.54,     5.14,     6.52,    11.16
      148.0,       8.33,    10.53,     5.13,     6.51,    11.14
      149.0,       8.32,    10.52,     5.12,     6.50,    11.13
      150.0,       8.31,    10.50,     5.11,     6.49,    11.12
      151.0,       8.29,    10.49,     5.10,     6.48,    11.10
      152.0,       8.28,    10.48,     5.10,     6.47,    11.09
      153.0,       8.27,    10.46,     5.09,     6.47,    11.08
      154.0,       8.26,    10.45,     5.08,     6.46,    11.06
      155.0,       8.25,    10.44,     5.07,     6.45,    11.05
      156.0,       8.24,    10.43,     5.06,     6.44,    11.04
      157.0,       8.23,    10.41,     5.06,     6.43,    11.03
      158.0,       8.22,    10.40,     5.05,     6.42,    11.01
      159.0,       8.21,    10.39,     5.04,     6.41,    11.00
      160.0,       8.20,    10.38,     5.04,     6.40,    10.99
      161.0,       8.19,    10.37,     5.03,     6.40,    10.97
      162.0,       8.18,    10.35,     5.02,     6.39,    10.96
      163.0,       8.17,    10.34,     5.02,     6.38,    10.95
      164.0,       8.16,    10.33,     5.01,     6.37,    10.94
      165.0,       8.15,    10.32,     5.00,     6.36,    10.93
      166.0,       8.14,    10.31,     5.00,     6.36,    10.91
      167.0,       8.13,    10.30,     4.99,     6.35,    10.90
      168.0,       8.12,    10.29,     4.98,     6.34,    10.89
      169.0,       8.11,    10.27,     4.98,     6.33,    10.88
      170.0,       8.11,    10.26,     4.97,     6.33,    10.87
      171.0,       8.10,    10.25,     4.96,     6.32,    10.85
      172.0,       8.09,    10.24,     4.96,     6.31,    10.84
      173.0,       8.08,    10.23,     4.95,     6.30,    10.83
      174.0,       8.07,    10.22,     4.94,     6.30,    10.82
      175.0,       8.06,    10.21,     4.94,     6.29,    10.81
      176.0,       8.05,    10.20,     4.93,     6.28,    10.80
      177.0,       8.04,    10.18,     4.93,     6.27,    10.78
      178.0,       8.03,    10.17,     4.92,     6.27,    10.77
      179.0,       8.02,    10.16,     4.91,     6.26,    10.76
      180.0,       8.02,    10.15,     4.91,     6.25,    10.75
      181.0,       8.01,    10.14,     4.90,     6.25,    10.74
      182.0,       8.00,    10.13,     4.90,     6.24,    10.73
      183.0,       7.99,    10.12,     4.89,     6.23,    10.71
      184.0,       7.98,    10.11,     4.89,     6.22,    10.70
      185.0,       7.97,    10.10,     4.88,     6.22,    10.69
      186.0,       7.96,    10.09,     4.87,     6.21,    10.68
      187.0,       7.95,    10.08,     4.87,     6.20,    10.67
      188.0,       7.95,    10.07,     4.86,     6.20,    10.66
      189.0,       7.94,    10.06,     4.86,     6.19,    10.65
      190.0,       7.93,    10.04,     4.85,     6.18,    10.64
      191.0,       7.92,    10.03,     4.85,     6.18,    10.63
      192.0,       7.91,    10.02,     4.84,     6.17,    10.61
      193.0,       7.90,    10.01,     4.84,     6.16,    10.60
      194.0,       7.90,    10.00,     4.83,     6.16,    10.59
      195.0,       7.89,     9.99,     4.83,     6.15,    10.58
      196.0,       7.88,     9.98,     4.82,     6.14,    10.57
      197.0,       7.87,     9.97,     4.81,     6.14,    10.56
      198.0,       7.86,     9.96,     4.81,     6.13,    10.55
      199.0,       7.85,     9.95,     4.80,     6.12,    10.54
      200.0,       7.85,     9.94,     4.80,     6.12,    10.53
      201.0,       7.84,     9.93,     4.79,     6.11,    10.52
      202.0,       7.83,     9.92,     4.79,     6.10,    10.51
      203.0,       7.82,     9.91,     4.78,     6.10,    10.49
      204.0,       7.81,     9.90,     4.78,     6.09,    10.48
      205.0,       7.81,     9.89,     4.77,     6.09,    10.47
      206.0,       7.80,     9.88,     4.77,     6.08,    10.46
      207.0,       7.79,     9.87,     4.76,     6.07,    10.45
      208.0,       7.78,     9.86,     4.76,     6.07,    10.44
      209.0,       7.77,     9.85,     4.75,     6.06,    10.43
      210.0,       7.77,     9.84,     4.75,     6.05,    10.42
      211.0,       7.76,     9.83,     4.74,     6.05,    10.41
      212.0,       7.75,     9.82,     4.74,     6.04,    10.40
      213.0,       7.74,     9.81,     4.73,     6.03,    10.39
      214.0,       7.73,     9.80,     4.73,     6.03,    10.38
      215.0,       7.73,     9.79,     4.72,     6.02,    10.37
      216.0,       7.72,     9.78,     4.72,     6.02,    10.36
      217.0,       7.71,     9.77,     4.71,     6.01,    10.35
      218.0,       7.70,     9.76,     4.71,     6.00,    10.34
      219.0,       7.69,     9.75,     4.70,     6.00,    10.32
      220.0,       7.69,     9.74,     4.70,     5.99,    10.31
      221.0,       7.68,     9.73,     4.69,     5.98,    10.30
      222.0,       7.67,     9.72,     4.69,     5.98,    10.29
      223.0,       7.66,     9.71,     4.68,     5.97,    10.28
      224.0,       7.65,     9.70,     4.68,     5.97,    10.27
      225.0,       7.65,     9.69,     4.67,     5.96,    10.26
      226.0,       7.64,     9.68,     4.67,     5.95,    10.25
      227.0,       7.63,     9.67,     4.66,     5.95,    10.24
      228.0,       7.62,     9.66,     4.66,     5.94,    10.23
      229.0,       7.62,     9.65,     4.66,     5.94,    10.22
      230.0,       7.61,     9.64,     4.65,     5.93,    10.21
