Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       9.31,     7.23,     9.38,     9.24,    11.39
        1.0,      15.57,    13.43,    15.64,    15.51,    17.68
        2.0,      20.24,    18.25,    20.21,    20.10,    22.41
        3.0,      23.96,    22.24,    23.79,    23.71,    26.12
        4.0,      26.77,    25.43,    26.44,    26.39,    28.84
        5.0,      28.72,    27.84,    28.21,    28.17,    30.64
        6.0,      29.87,    29.52,    29.17,    29.15,    31.64
        7.0,      30.37,    30.56,    29.46,    29.46,    31.99
        8.0,      30.36,    31.10,    29.24,    29.24,    31.86
        9.0,      30.02,    31.27,    28.68,    28.68,    31.42
       10.0,      29.48,    31.22,    27.94,    27.93,    30.83
       11.0,      28.87,    31.07,    27.12,    27.11,    30.19
       12.0,      28.26,    30.87,    26.32,    26.29,    29.56
       13.0,      27.68,    30.69,    25.55,    25.51,    28.96
       14.0,      27.13,    30.52,    24.82,    24.77,    28.38
       15.0,      26.60,    30.37,    24.13,    24.07,    27.83
       16.0,      26.09,    30.21,    23.47,    23.40,    27.30
       17.0,      25.60,    30.06,    22.83,    22.75,    26.78
       18.0,      25.13,    29.90,    22.22,    22.13,    26.28
       19.0,      24.68,    29.75,    21.63,    21.53,    25.80
       20.0,      24.24,    29.60,    21.06,    20.95,    25.34
       21.0,      23.81,    29.44,    20.51,    20.40,    24.89
       22.0,      23.40,    29.29,    19.99,    19.87,    24.46
       23.0,      23.01,    29.14,    19.48,    19.36,    24.04
       24.0,      22.62,    29.00,    19.00,    18.86,    23.63
       25.0,      22.25,    28.85,    18.53,    18.39,    23.24
       26.0,      21.90,    28.70,    18.09,    17.94,    22.86
       27.0,      21.55,    28.55,    17.66,    17.50,    22.50
       28.0,      21.22,    28.41,    17.24,    17.08,    22.15
       29.0,      20.90,    28.26,    16.84,    16.68,    21.80
       30.0,      20.59,    28.12,    16.46,    16.29,    21.48
       31.0,      20.29,    27.98,    16.09,    15.92,    21.16
       32.0,      20.00,    27.84,    15.74,    15.56,    20.85
       33.0,      19.72,    27.69,    15.40,    15.21,    20.55
       34.0,      19.44,    27.55,    15.07,    14.88,    20.26
       35.0,      19.18,    27.41,    14.76,    14.56,    19.99
       36.0,      18.93,    27.27,    14.46,    14.26,    19.72
       37.0,      18.68,    27.14,    14.17,    13.96,    19.46
       38.0,      18.44,    27.00,    13.89,    13.68,    19.21
       39.0,      18.21,    26.86,    13.62,    13.41,    18.96
       40.0,      17.99,    26.73,    13.36,    13.14,    18.73
       41.0,      17.77,    26.59,    13.11,    12.89,    18.50
       42.0,      17.57,    26.46,    12.87,    12.65,    18.28
       43.0,      17.36,    26.32,    12.64,    12.42,    18.07
       44.0,      17.17,    26.19,    12.42,    12.19,    17.87
       45.0,      16.98,    26.06,    12.20,    11.98,    17.67
       46.0,      16.79,    25.93,    12.00,    11.77,    17.48
       47.0,      16.61,    25.80,    11.80,    11.57,    17.29
       48.0,      16.44,    25.67,    11.61,    11.38,    17.11
       49.0,      16.27,    25.54,    11.43,    11.19,    16.94
       50.0,      16.11,    25.41,    11.25,    11.01,    16.77
       51.0,      15.95,    25.28,    11.08,    10.84,    16.61
       52.0,      15.80,    25.16,    10.92,    10.68,    16.45
       53.0,      15.65,    25.03,    10.77,    10.52,    16.29
       54.0,      15.51,    24.90,    10.61,    10.37,    16.15
       55.0,      15.37,    24.78,    10.47,    10.22,    16.00
       56.0,      15.23,    24.66,    10.33,    10.08,    15.87
       57.0,      15.10,    24.53,    10.20,     9.94,    15.73
       58.0,      14.97,    24.41,    10.07,     9.81,    15.60
       59.0,      14.85,    24.29,     9.94,     9.68,    15.48
       60.0,      14.73,    24.17,     9.82,     9.56,    15.35
       61.0,      14.61,    24.05,     9.71,     9.45,    15.24
       62.0,      14.49,    23.93,     9.59,     9.33,    15.12
       63.0,      14.38,    23.81,     9.49,     9.22,    15.01
       64.0,      14.27,    23.69,     9.38,     9.12,    14.90
       65.0,      14.17,    23.57,     9.28,     9.02,    14.80
       66.0,      14.07,    23.45,     9.19,     8.92,    14.70
       67.0,      13.97,    23.34,     9.10,     8.83,    14.60
       68.0,      13.87,    23.22,     9.01,     8.74,    14.51
       69.0,      13.77,    23.10,     8.92,     8.65,    14.42
       70.0,      13.68,    22.99,     8.84,     8.57,    14.33
       71.0,      13.59,    22.88,     8.76,     8.49,    14.24
       72.0,      13.50,    22.76,     8.68,     8.41,    14.16
       73.0,      13.42,    22.65,     8.61,     8.34,    14.07
       74.0,      13.33,    22.54,     8.54,     8.26,    14.00
       75.0,      13.25,    22.43,     8.47,     8.19,    13.92
       76.0,      13.17,    22.31,     8.40,     8.13,    13.84
       77.0,      13.09,    22.20,     8.34,     8.06,    13.77
       78.0,      13.02,    22.09,     8.27,     8.00,    13.70
       79.0,      12.94,    21.98,     8.21,     7.94,    13.63
       80.0,      12.87,    21.88,     8.16,     7.88,    13.57
       81.0,      12.80,    21.77,     8.10,     7.82,    13.50
       82.0,      12.73,    21.66,     8.05,     7.77,    13.44
       83.0,      12.66,    21.55,     7.99,     7.72,    13.38
       84.0,      12.60,    21.45,     7.94,     7.67,    13.32
       85.0,      12.53,    21.34,     7.90,     7.62,    13.26
       86.0,      12.47,    21.24,     7.85,     7.57,    13.21
       87.0,      12.40,    21.13,     7.80,     7.53,    13.15
       88.0,      12.34,    21.03,     7.76,     7.48,    13.10
       89.0,      12.28,    20.93,     7.72,     7.44,    13.05
       90.0,      12.22,    20.82,     7.68,     7.40,    13.00
       91.0,      12.17,    20.72,     7.64,     7.36,    12.95
       92.0,      12.11,    20.62,     7.60,     7.32,    12.90
       93.0,      12.05,    20.52,     7.56,     7.28,    12.86
       94.0,      12.00,    20.42,     7.53,     7.25,    12.81
       95.0,      11.95,    20.32,     7.49,     7.21,    12.77
       96.0,      11.89,    20.22,     7.46,     7.18,    12.73
       97.0,      11.84,    20.12,     7.43,     7.15,    12.68
       98.0,      11.79,    20.02,     7.39,     7.11,    12.64
       99.0,      11.74,    19.92,     7.36,     7.08,    12.60
      100.0,      11.69,    19.83,     7.33,     7.05,    12.56
      101.0,      11.65,    19.73,     7.31,     7.03,    12.53
      102.0,      11.60,    19.63,     7.28,     7.00,    12.49
      103.0,      11.55,    19.54,     7.25,     6.97,    12.45
      104.0,      11.51,    19.44,     7.22,     6.94,    12.42
      105.0,      11.46,    19.35,     7.20,     6.92,    12.38
      106.0,      11.42,    19.25,     7.17,     6.89,    12.35
      107.0,      11.37,    19.16,     7.15,     6.87,    12.32
      108.0,      11.33,    19.07,     7.13,     6.85,    12.29
      109.0,      11.29,    18.97,     7.10,     6.82,    12.25
      110.0,      11.25,    18.88,     7.08,     6.80,    12.22
      111.0,      11.21,    18.79,     7.06,     6.78,    12.19
      112.0,      11.17,    18.70,     7.04,     6.76,    12.16
      113.0,      11.13,    18.61,     7.02,     6.74,    12.13
      114.0,      11.09,    18.52,     7.00,     6.72,    12.11
      115.0,      11.05,    18.43,     6.98,     6.70,    12.08
      116.0,      11.01,    18.34,     6.96,     6.68,    12.05
      117.0,      10.97,    18.25,     6.94,     6.66,    12.02
      118.0,      10.93,    18.16,     6.93,     6.65,    12.00
      119.0,      10.90,    18.07,     6.91,     6.63,    11.97
      120.0,      10.86,    17.98,     6.89,     6.61,    11.95
      121.0,      10.82,    17.90,     6.88,     6.60,    11.92
      122.0,      10.79,    17.81,     6.86,     6.58,    11.90
      123.0,      10.75,    17.73,     6.84,     6.56,    11.87
      124.0,      10.72,    17.64,     6.83,     6.55,    11.85
      125.0,      10.68,    17.55,     6.81,     6.53,    11.83
      126.0,      10.65,    17.47,     6.80,     6.52,    11.81
      127.0,      10.61,    17.39,     6.78,     6.51,    11.78
      128.0,      10.58,    17.30,     6.77,     6.49,    11.76
      129.0,      10.55,    17.22,     6.76,     6.48,    11.74
      130.0,      10.52,    17.14,     6.74,     6.47,    11.72
      131.0,      10.48,    17.05,     6.73,     6.45,    11.70
      132.0,      10.45,    16.97,     6.72,     6.44,    11.68
      133.0,      10.42,    16.89,     6.70,     6.43,    11.66
      134.0,      10.39,    16.81,     6.69,     6.42,    11.64
      135.0,      10.36,    16.73,     6.68,     6.40,    11.62
      136.0,      10.33,    16.65,     6.67,     6.39,    11.60
      137.0,      10.30,    16.57,     6.66,     6.38,    11.58
      138.0,      10.27,    16.49,     6.64,     6.37,    11.56
      139.0,      10.24,    16.41,     6.63,     6.36,    11.54
      140.0,      10.21,    16.33,     6.62,     6.35,    11.52
      141.0,      10.18,    16.25,     6.61,     6.34,    11.50
      142.0,      10.15,    16.18,     6.60,     6.33,    11.49
      143.0,      10.12,    16.10,     6.59,     6.31,    11.47
      144.0,      10.09,    16.02,     6.58,     6.30,    11.45
      145.0,      10.06,    15.94,     6.57,     6.29,    11.43
      146.0,      10.03,    15.87,     6.56,     6.28,    11.42
      147.0,      10.00,    15.79,     6.55,     6.28,    11.40
      148.0,       9.98,    15.72,     6.54,     6.27,    11.38
      149.0,       9.95,    15.64,     6.53,     6.26,    11.37
      150.0,       9.92,    15.57,     6.52,     6.25,    11.35
      151.0,       9.89,    15.49,     6.51,     6.24,    11.33
      152.0,       9.87,    15.42,     6.50,     6.23,    11.32
      153.0,       9.84,    15.35,     6.49,     6.22,    11.30
      154.0,       9.81,    15.27,     6.48,     6.21,    11.29
      155.0,       9.79,    15.20,     6.47,     6.20,    11.27
      156.0,       9.76,    15.13,     6.47,     6.19,    11.26
      157.0,       9.73,    15.06,     6.46,     6.18,    11.24
      158.0,       9.71,    14.98,     6.45,     6.18,    11.23
      159.0,       9.68,    14.91,     6.44,     6.17,    11.21
      160.0,       9.66,    14.84,     6.43,     6.16,    11.20
      161.0,       9.63,    14.77,     6.42,     6.15,    11.18
      162.0,       9.61,    14.70,     6.41,     6.14,    11.17
      163.0,       9.58,    14.63,     6.41,     6.14,    11.15
      164.0,       9.56,    14.56,     6.40,     6.13,    11.14
      165.0,       9.53,    14.49,     6.39,     6.12,    11.12
      166.0,       9.51,    14.43,     6.38,     6.11,    11.11
      167.0,       9.48,    14.36,     6.37,     6.10,    11.09
      168.0,       9.46,    14.29,     6.37,     6.10,    11.08
      169.0,       9.43,    14.22,     6.36,     6.09,    11.07
      170.0,       9.41,    14.16,     6.35,     6.08,    11.05
      171.0,       9.39,    14.09,     6.34,     6.07,    11.04
      172.0,       9.36,    14.02,     6.34,     6.07,    11.02
      173.0,       9.34,    13.96,     6.33,     6.06,    11.01
      174.0,       9.32,    13.89,     6.32,     6.05,    11.00
      175.0,       9.29,    13.82,     6.31,     6.05,    10.98
      176.0,       9.27,    13.76,     6.31,     6.04,    10.97
      177.0,       9.25,    13.69,     6.30,     6.03,    10.96
      178.0,       9.22,    13.63,     6.29,     6.02,    10.94
      179.0,       9.20,    13.57,     6.28,     6.02,    10.93
      180.0,       9.18,    13.50,     6.28,     6.01,    10.92
      181.0,       9.15,    13.44,     6.27,     6.00,    10.91
      182.0,       9.13,    13.38,     6.26,     6.00,    10.89
      183.0,       9.11,    13.31,     6.26,     5.99,    10.88
      184.0,       9.09,    13.25,     6.25,     5.98,    10.87
      185.0,       9.06,    13.19,     6.24,     5.98,    10.85
      186.0,       9.04,    13.13,     6.23,     5.97,    10.84
      187.0,       9.02,    13.06,     6.23,     5.96,    10.83
      188.0,       9.00,    13.00,     6.22,     5.96,    10.82
      189.0,       8.98,    12.94,     6.21,     5.95,    10.80
      190.0,       8.96,    12.88,     6.21,     5.94,    10.79
      191.0,       8.93,    12.82,     6.20,     5.94,    10.78
      192.0,       8.91,    12.76,     6.19,     5.93,    10.77
      193.0,       8.89,    12.70,     6.19,     5.92,    10.75
      194.0,       8.87,    12.64,     6.18,     5.92,    10.74
      195.0,       8.85,    12.58,     6.17,     5.91,    10.73
      196.0,       8.83,    12.52,     6.17,     5.90,    10.72
      197.0,       8.81,    12.47,     6.16,     5.90,    10.70
      198.0,       8.79,    12.41,     6.15,     5.89,    10.69
      199.0,       8.77,    12.35,     6.15,     5.89,    10.68
      200.0,       8.74,    12.29,     6.14,     5.88,    10.67
      201.0,       8.72,    12.23,     6.13,     5.87,    10.66
      202.0,       8.70,    12.18,     6.13,     5.87,    10.64
      203.0,       8.68,    12.12,     6.12,     5.86,    10.63
      204.0,       8.66,    12.06,     6.11,     5.85,    10.62
      205.0,       8.64,    12.01,     6.11,     5.85,    10.61
      206.0,       8.62,    11.95,     6.10,     5.84,    10.60
      207.0,       8.60,    11.90,     6.09,     5.84,    10.58
      208.0,       8.58,    11.84,     6.09,     5.83,    10.57
      209.0,       8.56,    11.79,     6.08,     5.82,    10.56
      210.0,       8.54,    11.73,     6.08,     5.82,    10.55
      211.0,       8.52,    11.68,     6.07,     5.81,    10.54
      212.0,       8.50,    11.62,     6.06,     5.81,    10.53
      213.0,       8.48,    11.57,     6.06,     5.80,    10.51
      214.0,       8.47,    11.51,     6.05,     5.79,    10.50
      215.0,       8.45,    11.46,     6.04,     5.79,    10.49
      216.0,       8.43,    11.41,     6.04,     5.78,    10.48
      217.0,       8.41,    11.36,     6.03,     5.78,    10.47
      218.0,       8.39,    11.30,     6.03,     5.77,    10.46
      219.0,       8.37,    11.25,     6.02,     5.76,    10.44
      220.0,       8.35,    11.20,     6.01,     5.76,    10.43
      221.0,       8.33,    11.15,     6.01,     5.75,    10.42
      222.0,       8.31,    11.09,     6.00,     5.75,    10.41
      223.0,       8.29,    11.04,     5.99,     5.74,    10.40
      224.0,       8.28,    10.99,     5.99,     5.73,    10.39
      225.0,       8.26,    10.94,     5.98,     5.73,    10.38
      226.0,       8.24,    10.89,     5.98,     5.72,    10.36
      227.0,       8.22,    10.84,     5.97,     5.72,    10.35
      228.0,       8.20,    10.79,     5.96,     5.71,    10.34
      229.0,       8.18,    10.74,     5.96,     5.70,    10.33
      230.0,       8.17,    10.69,     5.95,     5.70,    10.32
      231.0,       8.15,    10.64,     5.95,     5.69,    10.31
      232.0,       8.13,    10.59,     5.94,     5.69,    10.30
      233.0,       8.11,    10.54,     5.93,     5.68,    10.29
      234.0,       8.09,    10.50,     5.93,     5.68,    10.28
      235.0,       8.08,    10.45,     5.92,     5.67,    10.26
      236.0,       8.06,    10.40,     5.92,     5.66,    10.25
      237.0,       8.04,    10.35,     5.91,     5.66,    10.24
      238.0,       8.02,    10.30,     5.90,     5.65,    10.23
      239.0,       8.00,    10.26,     5.90,     5.65,    10.22
      240.0,       7.99,    10.21,     5.89,     5.64,    10.21
      241.0,       7.97,    10.16,     5.89,     5.64,    10.20
      242.0,       7.95,    10.11,     5.88,     5.63,    10.19
      243.0,       7.94,    10.07,     5.87,     5.62,    10.18
      244.0,       7.92,    10.02,     5.87,     5.62,    10.16
      245.0,       7.90,     9.98,     5.86,     5.61,    10.15
      246.0,       7.88,     9.93,     5.86,     5.61,    10.14
      247.0,       7.87,     9.88,     5.85,     5.60,    10.13
      248.0,       7.85,     9.84,     5.84,     5.60,    10.12
      249.0,       7.83,     9.79,     5.84,     5.59,    10.11
      250.0,       7.82,     9.75,     5.83,     5.58,    10.10
      251.0,       7.80,     9.70,     5.83,     5.58,    10.09
      252.0,       7.78,     9.66,     5.82,     5.57,    10.08
      253.0,       7.77,     9.62,     5.81,     5.57,    10.07
      254.0,       7.75,     9.57,     5.81,     5.56,    10.06
      255.0,       7.73,     9.53,     5.80,     5.56,    10.04
      256.0,       7.72,     9.48,     5.80,     5.55,    10.03
      257.0,       7.70,     9.44,     5.79,     5.54,    10.02
      258.0,       7.68,     9.40,     5.79,     5.54,    10.01
      259.0,       7.67,     9.36,     5.78,     5.53,    10.00
      260.0,       7.65,     9.31,     5.77,     5.53,     9.99
      261.0,       7.64,     9.27,     5.77,     5.52,     9.98
      262.0,       7.62,     9.23,     5.76,     5.52,     9.97
      263.0,       7.60,     9.19,     5.76,     5.51,     9.96
      264.0,       7.59,     9.14,     5.75,     5.51,     9.95
      265.0,       7.57,     9.10,     5.74,     5.50,     9.94
      266.0,       7.56,     9.06,     5.74,     5.49,     9.93
      267.0,       7.54,     9.02,     5.73,     5.49,     9.92
      268.0,       7.52,     8.98,     5.73,     5.48,     9.91
      269.0,       7.51,     8.94,     5.72,     5.48,     9.90
      270.0,       7.49,     8.90,     5.72,     5.47,     9.88
      271.0,       7.48,     8.86,     5.71,     5.47,     9.87
      272.0,       7.46,     8.82,     5.70,     5.46,     9.86
      273.0,       7.45,     8.78,     5.70,     5.46,     9.85
      274.0,       7.43,     8.74,     5.69,     5.45,     9.84
      275.0,       7.42,     8.70,     5.69,     5.45,     9.83
      276.0,       7.40,     8.66,     5.68,     5.44,     9.82
      277.0,       7.38,     8.62,     5.68,     5.43,     9.81
      278.0,       7.37,     8.58,     5.67,     5.43,     9.80
      279.0,       7.35,     8.54,     5.66,     5.42,     9.79
      280.0,       7.34,     8.50,     5.66,     5.42,     9.78
      281.0,       7.32,     8.46,     5.65,     5.41,     9.77
      282.0,       7.31,     8.42,     5.65,     5.41,     9.76
      283.0,       7.29,     8.39,     5.64,     5.40,     9.75
      284.0,       7.28,     8.35,     5.64,     5.40,     9.74
      285.0,       7.26,     8.31,     5.63,     5.39,     9.73
      286.0,       7.25,     8.27,     5.63,     5.39,     9.72
      287.0,       7.24,     8.23,     5.62,     5.38,     9.71
      288.0,       7.22,     8.20,     5.61,     5.37,     9.70
      289.0,       7.21,     8.16,     5.61,     5.37,     9.69
      290.0,       7.19,     8.12,     5.60,     5.36,     9.68
      291.0,       7.18,     8.09,     5.60,     5.36,     9.67
      292.0,       7.16,     8.05,     5.59,     5.35,     9.66
      293.0,       7.15,     8.01,     5.59,     5.35,     9.64
      294.0,       7.13,     7.98,     5.58,     5.34,     9.63
      295.0,       7.12,     7.94,     5.57,     5.34,     9.62
      296.0,       7.10,     7.90,     5.57,     5.33,     9.61
      297.0,       7.09,     7.87,     5.56,     5.33,     9.60
      298.0,       7.08,     7.83,     5.56,     5.32,     9.59
      299.0,       7.06,     7.80,     5.55,     5.32,     9.58
      300.0,       7.05,     7.76,     5.55,     5.31,     9.57
      301.0,       7.03,     7.73,     5.54,     5.31,     9.56
      302.0,       7.02,     7.69,     5.54,     5.30,     9.55
      303.0,       7.01,     7.66,     5.53,     5.29,     9.54
      304.0,       6.99,     7.62,     5.52,     5.29,     9.53
      305.0,       6.98,     7.59,     5.52,     5.28,     9.52
      306.0,       6.96,     7.56,     5.51,     5.28,     9.51
      307.0,       6.95,     7.52,     5.51,     5.27,     9.50
      308.0,       6.94,     7.49,     5.50,     5.27,     9.49
      309.0,       6.92,     7.45,     5.50,     5.26,     9.48
      310.0,       6.91,     7.42,     5.49,     5.26,     9.47
      311.0,       6.90,     7.39,     5.49,     5.25,     9.46
      312.0,       6.88,     7.35,     5.48,     5.25,     9.45
      313.0,       6.87,     7.32,     5.47,     5.24,     9.44
      314.0,       6.86,     7.29,     5.47,     5.24,     9.43
      315.0,       6.84,     7.25,     5.46,     5.23,     9.42
      316.0,       6.83,     7.22,     5.46,     5.23,     9.41
      317.0,       6.82,     7.19,     5.45,     5.22,     9.40
      318.0,       6.80,     7.16,     5.45,     5.22,     9.39
      319.0,       6.79,     7.13,     5.44,     5.21,     9.38
      320.0,       6.78,     7.09,     5.44,     5.21,     9.37
      321.0,       6.76,     7.06,     5.43,     5.20,     9.36
      322.0,       6.75,     7.03,     5.43,     5.19,     9.35
      323.0,       6.74,     7.00,     5.42,     5.19,     9.34
      324.0,       6.72,     6.97,     5.42,     5.18,     9.33
      325.0,       6.71,     6.94,     5.41,     5.18,     9.32
      326.0,       6.70,     6.90,     5.40,     5.17,     9.31
      327.0,       6.69,     6.87,     5.40,     5.17,     9.30
      328.0,       6.67,     6.84,     5.39,     5.16,     9.29
      329.0,       6.66,     6.81,     5.39,     5.16,     9.28
      330.0,       6.65,     6.78,     5.38,     5.15,     9.27
      331.0,       6.63,     6.75,     5.38,     5.15,     9.26
      332.0,       6.62,     6.72,     5.37,     5.14,     9.25
      333.0,       6.61,     6.69,     5.37,     5.14,     9.24
      334.0,       6.60,     6.66,     5.36,     5.13,     9.23
      335.0,       6.58,     6.63,     5.36,     5.13,     9.22
      336.0,       6.57,     6.60,     5.35,     5.12,     9.21
      337.0,       6.56,     6.57,     5.35,     5.12,     9.20
      338.0,       6.55,     6.54,     5.34,     5.11,     9.19
      339.0,       6.53,     6.51,     5.33,     5.11,     9.18
      340.0,       6.52,     6.48,     5.33,     5.10,     9.17
      341.0,       6.51,     6.46,     5.32,     5.10,     9.16
      342.0,       6.50,     6.43,     5.32,     5.09,     9.15
      343.0,       6.49,     6.40,     5.31,     5.09,     9.14
      344.0,       6.47,     6.37,     5.31,     5.08,     9.13
      345.0,       6.46,     6.34,     5.30,     5.08,     9.13
      346.0,       6.45,     6.31,     5.30,     5.07,     9.12
      347.0,       6.44,     6.28,     5.29,     5.07,     9.11
      348.0,       6.43,     6.26,     5.29,     5.06,     9.10
      349.0,       6.41,     6.23,     5.28,     5.06,     9.09
      350.0,       6.40,     6.20,     5.28,     5.05,     9.08
      351.0,       6.39,     6.17,     5.27,     5.05,     9.07
      352.0,       6.38,     6.15,     5.27,     5.04,     9.06
      353.0,       6.37,     6.12,     5.26,     5.04,     9.05
      354.0,       6.35,     6.09,     5.25,     5.03,     9.04
      355.0,       6.34,     6.06,     5.25,     5.03,     9.03
      356.0,       6.33,     6.04,     5.24,     5.02,     9.02
      357.0,       6.32,     6.01,     5.24,     5.02,     9.01
      358.0,       6.31,     5.98,     5.23,     5.01,     9.00
      359.0,       6.30,     5.96,     5.23,     5.01,     8.99
      360.0,       6.28,     5.93,     5.22,     5.00,     8.98
      361.0,       6.27,     5.90,     5.22,     5.00,     8.97
      362.0,       6.26,     5.88,     5.21,     4.99,     8.96
      363.0,       6.25,     5.85,     5.21,     4.99,     8.95
      364.0,       6.24,     5.83,     5.20,     4.98,     8.94
      365.0,       6.23,     5.80,     5.20,     4.98,     8.93
      366.0,       6.22,     5.77,     5.19,     4.97,     8.92
      367.0,       6.20,     5.75,     5.19,     4.97,     8.91
      368.0,       6.19,     5.72,     5.18,     4.96,     8.90
      369.0,       6.18,     5.70,     5.18,     4.96,     8.90
      370.0,       6.17,     5.67,     5.17,     4.95,     8.89
      371.0,       6.16,     5.65,     5.17,     4.95,     8.88
      372.0,       6.15,     5.62,     5.16,     4.94,     8.87
      373.0,       6.14,     5.60,     5.16,     4.94,     8.86
      374.0,       6.13,     5.57,     5.15,     4.93,     8.85
      375.0,       6.11,     5.55,     5.15,     4.93,     8.84
      376.0,       6.10,     5.52,     5.14,     4.92,     8.83
      377.0,       6.09,     5.50,     5.14,     4.92,     8.82
      378.0,       6.08,     5.47,     5.13,     4.91,     8.81
      379.0,       6.07,     5.45,     5.13,     4.91,     8.80
      380.0,       6.06,     5.43,     5.12,     4.90,     8.79
      381.0,       6.05,     5.40,     5.11,     4.90,     8.78
      382.0,       6.04,     5.38,     5.11,     4.89,     8.77
      383.0,       6.03,     5.35,     5.10,     4.89,     8.76
      384.0,       6.02,     5.33,     5.10,     4.88,     8.75
      385.0,       6.01,     5.31,     5.09,     4.88,     8.74
      386.0,       6.00,     5.28,     5.09,     4.87,     8.74
      387.0,       5.98,     5.26,     5.08,     4.87,     8.73
      388.0,       5.97,     5.24,     5.08,     4.86,     8.72
      389.0,       5.96,     5.21,     5.07,     4.86,     8.71
      390.0,       5.95,     5.19,     5.07,     4.85,     8.70
      391.0,       5.94,     5.17,     5.06,     4.85,     8.69
      392.0,       5.93,     5.14,     5.06,     4.84,     8.68
      393.0,       5.92,     5.12,     5.05,     4.84,     8.67
      394.0,       5.91,     5.10,     5.05,     4.83,     8.66
      395.0,       5.90,     5.08,     5.04,     4.83,     8.65
      396.0,       5.89,     5.05,     5.04,     4.82,     8.64
      397.0,       5.88,     5.03,     5.03,     4.82,     8.63
      398.0,       5.87,     5.01,     5.03,     4.81,     8.62
      399.0,       5.86,     4.99,     5.02,     4.81,     8.62
      400.0,       5.85,     4.97,     5.02,     4.81,     8.61
