Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       2.81,     2.76,     2.86,     2.86,     2.76
        2.0,       4.66,     4.64,     4.67,     4.67,     4.64
        3.0,       6.26,     6.30,     6.22,     6.22,     6.30
        4.0,       7.72,     7.81,     7.63,     7.63,     7.81
        5.0,       9.09,     9.24,     8.93,     8.93,     9.24
        6.0,      10.38,    10.59,    10.17,    10.17,    10.59
        7.0,      11.62,    11.90,    11.34,    11.34,    11.90
        8.0,      12.81,    13.15,    12.47,    12.47,    13.16
        9.0,      13.99,    14.39,    13.58,    13.57,    14.42
       10.0,      15.19,    15.65,    14.71,    14.68,    15.71
       11.0,      16.46,    16.96,    15.91,    15.85,    17.10
       12.0,      17.83,    18.38,    17.22,    17.13,    18.60
       13.0,      19.33,    19.90,    18.64,    18.54,    20.22
       14.0,      20.92,    21.52,    20.17,    20.05,    21.92
       15.0,      22.56,    23.18,    21.75,    21.63,    23.66
       16.0,      24.18,    24.83,    23.31,    23.20,    25.36
       17.0,      25.70,    26.39,    24.77,    24.69,    26.93
       18.0,      27.03,    27.78,    26.04,    26.00,    28.30
       19.0,      28.12,    28.95,    27.07,    27.07,    29.41
       20.0,      28.93,    29.84,    27.80,    27.84,    30.23
       21.0,      29.43,    30.45,    28.23,    28.29,    30.75
       22.0,      29.65,    30.79,    28.37,    28.44,    30.99
       23.0,      29.62,    30.88,    28.27,    28.33,    31.00
       24.0,      29.40,    30.80,    27.98,    28.01,    30.84
       25.0,      29.06,    30.58,    27.56,    27.54,    30.57
       26.0,      28.65,    30.29,    27.08,    27.00,    30.24
       27.0,      28.22,    29.98,    26.58,    26.44,    29.89
       28.0,      27.79,    29.66,    26.09,    25.88,    29.55
       29.0,      27.39,    29.36,    25.62,    25.35,    29.23
       30.0,      27.00,    29.06,    25.18,    24.85,    28.92
       31.0,      26.63,    28.78,    24.76,    24.37,    28.62
       32.0,      26.28,    28.50,    24.36,    23.91,    28.34
       33.0,      25.93,    28.23,    23.96,    23.46,    28.06
       34.0,      25.59,    27.96,    23.59,    23.03,    27.79
       35.0,      25.27,    27.70,    23.22,    22.62,    27.53
       36.0,      24.95,    27.44,    22.87,    22.22,    27.28
       37.0,      24.65,    27.18,    22.53,    21.84,    27.03
       38.0,      24.35,    26.93,    22.21,    21.47,    26.79
       39.0,      24.06,    26.69,    21.89,    21.11,    26.56
       40.0,      23.79,    26.45,    21.59,    20.76,    26.34
       41.0,      23.52,    26.21,    21.30,    20.43,    26.12
       42.0,      23.25,    25.98,    21.01,    20.11,    25.91
       43.0,      23.00,    25.75,    20.74,    19.80,    25.71
       44.0,      22.75,    25.53,    20.48,    19.50,    25.51
       45.0,      22.52,    25.31,    20.23,    19.21,    25.31
       46.0,      22.28,    25.10,    19.98,    18.93,    25.13
       47.0,      22.06,    24.88,    19.75,    18.66,    24.95
       48.0,      21.84,    24.68,    19.52,    18.41,    24.77
       49.0,      21.63,    24.47,    19.30,    18.15,    24.60
       50.0,      21.43,    24.27,    19.09,    17.91,    24.43
       51.0,      21.23,    24.07,    18.88,    17.68,    24.27
       52.0,      21.03,    23.88,    18.68,    17.45,    24.12
       53.0,      20.85,    23.69,    18.49,    17.24,    23.97
       54.0,      20.67,    23.50,    18.31,    17.03,    23.82
       55.0,      20.49,    23.32,    18.13,    16.83,    23.68
       56.0,      20.32,    23.14,    17.96,    16.63,    23.54
       57.0,      20.15,    22.96,    17.80,    16.44,    23.40
       58.0,      19.99,    22.79,    17.63,    16.26,    23.27
       59.0,      19.83,    22.62,    17.48,    16.08,    23.14
       60.0,      19.68,    22.45,    17.33,    15.91,    23.02
       61.0,      19.53,    22.29,    17.19,    15.75,    22.90
       62.0,      19.39,    22.13,    17.05,    15.59,    22.78
       63.0,      19.24,    21.97,    16.91,    15.44,    22.66
       64.0,      19.11,    21.81,    16.78,    15.29,    22.55
       65.0,      18.98,    21.66,    16.66,    15.14,    22.45
       66.0,      18.85,    21.51,    16.53,    15.01,    22.34
       67.0,      18.72,    21.36,    16.42,    14.87,    22.24
       68.0,      18.60,    21.21,    16.30,    14.74,    22.14
       69.0,      18.48,    21.07,    16.19,    14.62,    22.04
       70.0,      18.36,    20.93,    16.08,    14.50,    21.95
       71.0,      18.25,    20.79,    15.98,    14.38,    21.85
       72.0,      18.14,    20.65,    15.88,    14.27,    21.76
       73.0,      18.03,    20.52,    15.78,    14.16,    21.68
       74.0,      17.93,    20.39,    15.69,    14.05,    21.59
       75.0,      17.83,    20.26,    15.60,    13.95,    21.51
       76.0,      17.73,    20.13,    15.51,    13.85,    21.43
       77.0,      17.63,    20.01,    15.43,    13.75,    21.35
       78.0,      17.54,    19.89,    15.35,    13.66,    21.27
       79.0,      17.45,    19.77,    15.27,    13.57,    21.19
       80.0,      17.36,    19.65,    15.19,    13.48,    21.12
       81.0,      17.27,    19.53,    15.11,    13.40,    21.05
       82.0,      17.19,    19.42,    15.04,    13.32,    20.98
       83.0,      17.11,    19.30,    14.97,    13.24,    20.91
       84.0,      17.02,    19.19,    14.90,    13.16,    20.84
       85.0,      16.95,    19.08,    14.83,    13.09,    20.78
       86.0,      16.87,    18.98,    14.77,    13.01,    20.72
       87.0,      16.79,    18.87,    14.71,    12.94,    20.65
       88.0,      16.72,    18.77,    14.65,    12.88,    20.59
       89.0,      16.65,    18.67,    14.59,    12.81,    20.53
       90.0,      16.58,    18.57,    14.53,    12.75,    20.47
       91.0,      16.51,    18.47,    14.47,    12.69,    20.42
       92.0,      16.44,    18.37,    14.42,    12.63,    20.36
       93.0,      16.38,    18.28,    14.37,    12.57,    20.31
       94.0,      16.32,    18.18,    14.32,    12.51,    20.25
       95.0,      16.25,    18.09,    14.27,    12.46,    20.20
       96.0,      16.19,    18.00,    14.22,    12.40,    20.15
       97.0,      16.13,    17.91,    14.17,    12.35,    20.10
       98.0,      16.07,    17.82,    14.13,    12.30,    20.05
       99.0,      16.02,    17.74,    14.08,    12.25,    20.00
      100.0,      15.96,    17.65,    14.04,    12.20,    19.95
      101.0,      15.91,    17.57,    13.99,    12.16,    19.91
      102.0,      15.85,    17.49,    13.95,    12.11,    19.86
      103.0,      15.80,    17.40,    13.91,    12.07,    19.81
      104.0,      15.75,    17.33,    13.87,    12.03,    19.77
      105.0,      15.70,    17.25,    13.83,    11.99,    19.73
      106.0,      15.65,    17.17,    13.80,    11.95,    19.68
      107.0,      15.60,    17.09,    13.76,    11.91,    19.64
      108.0,      15.55,    17.02,    13.72,    11.87,    19.60
      109.0,      15.51,    16.95,    13.69,    11.83,    19.56
      110.0,      15.46,    16.87,    13.66,    11.79,    19.52
      111.0,      15.42,    16.80,    13.62,    11.76,    19.48
      112.0,      15.37,    16.73,    13.59,    11.72,    19.44
      113.0,      15.33,    16.66,    13.56,    11.69,    19.40
      114.0,      15.29,    16.59,    13.53,    11.66,    19.37
      115.0,      15.24,    16.53,    13.50,    11.63,    19.33
      116.0,      15.20,    16.46,    13.47,    11.59,    19.29
      117.0,      15.16,    16.40,    13.44,    11.56,    19.26
      118.0,      15.12,    16.33,    13.41,    11.53,    19.22
      119.0,      15.09,    16.27,    13.38,    11.50,    19.19
      120.0,      15.05,    16.21,    13.35,    11.48,    19.15
      121.0,      15.01,    16.14,    13.33,    11.45,    19.12
      122.0,      14.97,    16.08,    13.30,    11.42,    19.09
      123.0,      14.94,    16.02,    13.27,    11.39,    19.05
      124.0,      14.90,    15.97,    13.25,    11.37,    19.02
      125.0,      14.87,    15.91,    13.22,    11.34,    18.99
      126.0,      14.83,    15.85,    13.20,    11.32,    18.96
      127.0,      14.80,    15.80,    13.17,    11.29,    18.93
      128.0,      14.76,    15.74,    13.15,    11.27,    18.90
      129.0,      14.73,    15.69,    13.13,    11.24,    18.87
      130.0,      14.70,    15.63,    13.10,    11.22,    18.84
      131.0,      14.67,    15.58,    13.08,    11.20,    18.81
      132.0,      14.63,    15.53,    13.06,    11.17,    18.78
      133.0,      14.60,    15.48,    13.03,    11.15,    18.75
      134.0,      14.57,    15.42,    13.01,    11.13,    18.72
      135.0,      14.54,    15.37,    12.99,    11.11,    18.69
      136.0,      14.51,    15.32,    12.97,    11.09,    18.66
      137.0,      14.48,    15.28,    12.95,    11.07,    18.63
      138.0,      14.45,    15.23,    12.93,    11.05,    18.61
      139.0,      14.42,    15.18,    12.91,    11.03,    18.58
      140.0,      14.40,    15.13,    12.89,    11.01,    18.55
      141.0,      14.37,    15.09,    12.87,    10.99,    18.52
      142.0,      14.34,    15.04,    12.85,    10.97,    18.50
      143.0,      14.31,    15.00,    12.83,    10.95,    18.47
      144.0,      14.29,    14.95,    12.81,    10.93,    18.44
      145.0,      14.26,    14.91,    12.79,    10.91,    18.42
      146.0,      14.23,    14.87,    12.77,    10.90,    18.39
      147.0,      14.21,    14.82,    12.76,    10.88,    18.37
      148.0,      14.18,    14.78,    12.74,    10.86,    18.34
      149.0,      14.15,    14.74,    12.72,    10.84,    18.32
      150.0,      14.13,    14.70,    12.70,    10.83,    18.29
      151.0,      14.10,    14.66,    12.68,    10.81,    18.27
      152.0,      14.08,    14.62,    12.67,    10.79,    18.24
      153.0,      14.06,    14.58,    12.65,    10.78,    18.22
      154.0,      14.03,    14.54,    12.63,    10.76,    18.19
      155.0,      14.01,    14.50,    12.61,    10.75,    18.17
      156.0,      13.98,    14.47,    12.60,    10.73,    18.14
      157.0,      13.96,    14.43,    12.58,    10.71,    18.12
      158.0,      13.94,    14.39,    12.56,    10.70,    18.10
      159.0,      13.91,    14.35,    12.55,    10.68,    18.07
      160.0,      13.89,    14.32,    12.53,    10.67,    18.05
      161.0,      13.87,    14.28,    12.52,    10.65,    18.03
      162.0,      13.85,    14.25,    12.50,    10.64,    18.00
      163.0,      13.82,    14.21,    12.48,    10.62,    17.98
      164.0,      13.80,    14.18,    12.47,    10.61,    17.96
      165.0,      13.78,    14.14,    12.45,    10.59,    17.93
      166.0,      13.76,    14.11,    12.44,    10.58,    17.91
      167.0,      13.74,    14.08,    12.42,    10.57,    17.89
      168.0,      13.72,    14.04,    12.40,    10.55,    17.87
      169.0,      13.70,    14.01,    12.39,    10.54,    17.84
      170.0,      13.67,    13.98,    12.37,    10.52,    17.82
      171.0,      13.65,    13.95,    12.36,    10.51,    17.80
      172.0,      13.63,    13.92,    12.34,    10.50,    17.78
      173.0,      13.61,    13.88,    12.33,    10.48,    17.75
      174.0,      13.59,    13.85,    12.31,    10.47,    17.73
      175.0,      13.57,    13.82,    12.30,    10.46,    17.71
      176.0,      13.55,    13.79,    12.28,    10.44,    17.69
      177.0,      13.53,    13.76,    12.27,    10.43,    17.67
      178.0,      13.51,    13.73,    12.26,    10.42,    17.65
      179.0,      13.49,    13.71,    12.24,    10.40,    17.62
      180.0,      13.47,    13.68,    12.23,    10.39,    17.60
      181.0,      13.46,    13.65,    12.21,    10.38,    17.58
      182.0,      13.44,    13.62,    12.20,    10.37,    17.56
      183.0,      13.42,    13.59,    12.18,    10.35,    17.54
      184.0,      13.40,    13.56,    12.17,    10.34,    17.52
      185.0,      13.38,    13.54,    12.16,    10.33,    17.50
      186.0,      13.36,    13.51,    12.14,    10.32,    17.48
      187.0,      13.34,    13.48,    12.13,    10.30,    17.46
      188.0,      13.32,    13.46,    12.11,    10.29,    17.43
      189.0,      13.31,    13.43,    12.10,    10.28,    17.41
      190.0,      13.29,    13.40,    12.09,    10.27,    17.39
      191.0,      13.27,    13.38,    12.07,    10.25,    17.37
      192.0,      13.25,    13.35,    12.06,    10.24,    17.35
      193.0,      13.23,    13.33,    12.04,    10.23,    17.33
      194.0,      13.22,    13.30,    12.03,    10.22,    17.31
      195.0,      13.20,    13.28,    12.02,    10.21,    17.29
      196.0,      13.18,    13.25,    12.00,    10.19,    17.27
      197.0,      13.16,    13.23,    11.99,    10.18,    17.25
      198.0,      13.14,    13.20,    11.98,    10.17,    17.23
      199.0,      13.13,    13.18,    11.96,    10.16,    17.21
      200.0,      13.11,    13.16,    11.95,    10.15,    17.19
      201.0,      13.09,    13.13,    11.94,    10.13,    17.17
      202.0,      13.08,    13.11,    11.92,    10.12,    17.15
      203.0,      13.06,    13.08,    11.91,    10.11,    17.13
      204.0,      13.04,    13.06,    11.90,    10.10,    17.11
      205.0,      13.03,    13.04,    11.88,    10.09,    17.09
      206.0,      13.01,    13.02,    11.87,    10.08,    17.07
      207.0,      12.99,    12.99,    11.86,    10.07,    17.05
      208.0,      12.97,    12.97,    11.84,    10.05,    17.03
      209.0,      12.96,    12.95,    11.83,    10.04,    17.01
      210.0,      12.94,    12.93,    11.82,    10.03,    16.99
      211.0,      12.93,    12.91,    11.80,    10.02,    16.97
      212.0,      12.91,    12.88,    11.79,    10.01,    16.95
      213.0,      12.89,    12.86,    11.78,    10.00,    16.93
      214.0,      12.88,    12.84,    11.77,     9.99,    16.91
      215.0,      12.86,    12.82,    11.75,     9.97,    16.89
      216.0,      12.84,    12.80,    11.74,     9.96,    16.87
      217.0,      12.83,    12.78,    11.73,     9.95,    16.86
      218.0,      12.81,    12.76,    11.71,     9.94,    16.84
      219.0,      12.80,    12.74,    11.70,     9.93,    16.82
      220.0,      12.78,    12.72,    11.69,     9.92,    16.80
      221.0,      12.76,    12.70,    11.68,     9.91,    16.78
      222.0,      12.75,    12.68,    11.66,     9.90,    16.76
      223.0,      12.73,    12.66,    11.65,     9.89,    16.74
      224.0,      12.72,    12.64,    11.64,     9.88,    16.72
