Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       3.41,     3.34,     3.42,     3.45,     3.42
        2.0,       5.93,     5.90,     5.96,     5.95,     5.92
        3.0,       8.25,     8.28,     8.32,     8.22,     8.18
        4.0,      10.52,    10.64,    10.66,    10.44,    10.34
        5.0,      12.84,    13.09,    13.08,    12.70,    12.49
        6.0,      15.27,    15.69,    15.61,    15.05,    14.72
        7.0,      17.82,    18.44,    18.24,    17.50,    17.08
        8.0,      20.46,    21.31,    20.92,    20.04,    19.56
        9.0,      23.12,    24.20,    23.58,    22.58,    22.13
       10.0,      25.71,    27.01,    26.10,    25.04,    24.70
       11.0,      28.12,    29.61,    28.40,    27.32,    27.16
       12.0,      30.24,    31.87,    30.37,    29.33,    29.39
       13.0,      32.00,    33.72,    31.97,    31.00,    31.30
       14.0,      33.34,    35.10,    33.17,    32.29,    32.81
       15.0,      34.27,    36.00,    33.99,    33.18,    33.89
       16.0,      34.80,    36.48,    34.46,    33.73,    34.53
       17.0,      35.01,    36.60,    34.66,    33.98,    34.79
       18.0,      34.96,    36.45,    34.66,    34.00,    34.74
       19.0,      34.75,    36.13,    34.55,    33.88,    34.46
       20.0,      34.46,    35.73,    34.37,    33.68,    34.05
       21.0,      34.13,    35.30,    34.19,    33.45,    33.58
       22.0,      33.81,    34.89,    34.00,    33.23,    33.10
       23.0,      33.50,    34.50,    33.82,    33.01,    32.66
       24.0,      33.21,    34.13,    33.65,    32.80,    32.24
       25.0,      32.93,    33.78,    33.48,    32.60,    31.85
       26.0,      32.66,    33.44,    33.31,    32.40,    31.47
       27.0,      32.39,    33.11,    33.15,    32.20,    31.11
       28.0,      32.13,    32.79,    32.98,    32.00,    30.76
       29.0,      31.88,    32.48,    32.82,    31.80,    30.41
       30.0,      31.63,    32.19,    32.66,    31.61,    30.08
       31.0,      31.39,    31.90,    32.50,    31.41,    29.76
       32.0,      31.16,    31.62,    32.34,    31.22,    29.45
       33.0,      30.93,    31.35,    32.18,    31.03,    29.14
       34.0,      30.70,    31.09,    32.03,    30.84,    28.85
       35.0,      30.48,    30.84,    31.87,    30.65,    28.57
       36.0,      30.27,    30.59,    31.72,    30.47,    28.29
       37.0,      30.06,    30.36,    31.57,    30.29,    28.02
       38.0,      29.85,    30.13,    31.42,    30.10,    27.76
       39.0,      29.65,    29.91,    31.27,    29.92,    27.51
       40.0,      29.46,    29.69,    31.13,    29.74,    27.26
       41.0,      29.26,    29.48,    30.98,    29.57,    27.02
       42.0,      29.07,    29.28,    30.84,    29.39,    26.79
       43.0,      28.89,    29.09,    30.69,    29.22,    26.56
       44.0,      28.71,    28.90,    30.55,    29.04,    26.34
       45.0,      28.53,    28.71,    30.41,    28.87,    26.12
       46.0,      28.36,    28.53,    30.27,    28.70,    25.92
       47.0,      28.19,    28.36,    30.14,    28.53,    25.71
       48.0,      28.02,    28.19,    30.00,    28.37,    25.51
       49.0,      27.85,    28.03,    29.87,    28.20,    25.32
       50.0,      27.69,    27.87,    29.73,    28.04,    25.13
       51.0,      27.53,    27.71,    29.60,    27.87,    24.95
       52.0,      27.38,    27.56,    29.47,    27.71,    24.77
       53.0,      27.23,    27.42,    29.34,    27.55,    24.59
       54.0,      27.08,    27.27,    29.21,    27.39,    24.42
       55.0,      26.93,    27.13,    29.09,    27.24,    24.26
       56.0,      26.78,    27.00,    28.96,    27.08,    24.09
       57.0,      26.64,    26.87,    28.84,    26.93,    23.94
       58.0,      26.50,    26.74,    28.71,    26.77,    23.78
       59.0,      26.36,    26.62,    28.59,    26.62,    23.63
       60.0,      26.23,    26.49,    28.47,    26.47,    23.48
       61.0,      26.10,    26.37,    28.35,    26.32,    23.33
       62.0,      25.96,    26.26,    28.23,    26.17,    23.19
       63.0,      25.83,    26.15,    28.11,    26.03,    23.05
