Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       3.17,     2.96,     3.38,     3.38,     2.96
        2.0,       5.73,     5.58,     5.88,     5.87,     5.57
        3.0,       8.15,     8.12,     8.21,     8.15,     8.11
        4.0,      10.57,    10.70,    10.52,    10.40,    10.68
        5.0,      13.12,    13.43,    12.93,    12.72,    13.39
        6.0,      15.85,    16.37,    15.49,    15.20,    16.35
        7.0,      18.79,    19.55,    18.20,    17.83,    19.59
        8.0,      21.91,    22.94,    21.00,    20.60,    23.08
        9.0,      25.10,    26.46,    23.81,    23.40,    26.73
       10.0,      28.24,    29.95,    26.49,    26.12,    30.39
       11.0,      31.17,    33.26,    28.92,    28.63,    33.87
       12.0,      33.75,    36.23,    30.99,    30.81,    36.98
       13.0,      35.87,    38.72,    32.62,    32.55,    39.57
       14.0,      37.44,    40.65,    33.79,    33.81,    41.53
       15.0,      38.46,    41.98,    34.48,    34.58,    42.80
       16.0,      38.95,    42.73,    34.76,    34.89,    43.41
       17.0,      38.99,    42.98,    34.71,    34.82,    43.44
       18.0,      38.68,    42.85,    34.41,    34.46,    43.02
       19.0,      38.15,    42.45,    33.97,    33.92,    42.28
       20.0,      37.50,    41.90,    33.45,    33.28,    41.37
       21.0,      36.81,    41.30,    32.93,    32.62,    40.39
       22.0,      36.13,    40.70,    32.42,    31.98,    39.44
       23.0,      35.49,    40.14,    31.94,    31.37,    38.53
       24.0,      34.89,    39.62,    31.48,    30.78,    37.67
       25.0,      34.30,    39.11,    31.03,    30.21,    36.86
       26.0,      33.74,    38.62,    30.60,    29.67,    36.08
       27.0,      33.19,    38.14,    30.18,    29.13,    35.32
       28.0,      32.67,    37.68,    29.78,    28.62,    34.59
       29.0,      32.15,    37.23,    29.39,    28.12,    33.88
       30.0,      31.66,    36.79,    29.01,    27.63,    33.20
       31.0,      31.18,    36.36,    28.64,    27.16,    32.54
       32.0,      30.71,    35.95,    28.29,    26.70,    31.90
       33.0,      30.26,    35.55,    27.95,    26.25,    31.29
       34.0,      29.82,    35.16,    27.61,    25.82,    30.69
       35.0,      29.40,    34.78,    27.29,    25.40,    30.12
       36.0,      28.99,    34.41,    26.98,    24.99,    29.56
       37.0,      28.59,    34.05,    26.68,    24.60,    29.03
       38.0,      28.20,    33.70,    26.38,    24.21,    28.51
       39.0,      27.83,    33.36,    26.10,    23.84,    28.01
       40.0,      27.46,    33.03,    25.82,    23.48,    27.53
       41.0,      27.11,    32.70,    25.56,    23.12,    27.06
       42.0,      26.77,    32.39,    25.30,    22.78,    26.61
       43.0,      26.44,    32.09,    25.05,    22.45,    26.17
