Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       2.05,     1.90,     2.09,     2.20,     2.03
        2.0,       3.45,     3.32,     3.49,     3.56,     3.44
        3.0,       4.68,     4.60,     4.71,     4.73,     4.68
        4.0,       5.80,     5.79,     5.82,     5.77,     5.83
        5.0,       6.86,     6.93,     6.87,     6.75,     6.90
        6.0,       7.87,     8.03,     7.86,     7.66,     7.93
        7.0,       8.84,     9.08,     8.81,     8.53,     8.92
        8.0,       9.77,    10.11,     9.72,     9.36,     9.87
        9.0,      10.67,    11.12,    10.61,    10.16,    10.80
       10.0,      11.55,    12.10,    11.47,    10.93,    11.70
       11.0,      12.41,    13.07,    12.31,    11.68,    12.58
       12.0,      13.25,    14.01,    13.12,    12.41,    13.44
       13.0,      14.07,    14.95,    13.92,    13.12,    14.29
       14.0,      14.88,    15.86,    14.71,    13.82,    15.12
       15.0,      15.67,    16.77,    15.48,    14.50,    15.93
       16.0,      16.45,    17.66,    16.24,    15.17,    16.73
       17.0,      17.22,    18.55,    16.98,    15.82,    17.53
       18.0,      17.98,    19.42,    17.71,    16.46,    18.30
       19.0,      18.72,    20.28,    18.44,    17.10,    19.07
       20.0,      19.46,    21.14,    19.15,    17.72,    19.83
       21.0,      20.19,    21.98,    19.85,    18.33,    20.58
       22.0,      20.91,    22.83,    20.56,    18.94,    21.33
       23.0,      21.65,    23.69,    21.29,    19.55,    22.08
       24.0,      22.43,    24.59,    22.07,    20.20,    22.85
       25.0,      23.27,    25.58,    22.93,    20.90,    23.68
       26.0,      24.20,    26.67,    23.88,    21.67,    24.57
       27.0,      25.20,    27.84,    24.91,    22.52,    25.54
       28.0,      26.26,    29.08,    25.99,    23.41,    26.56
       29.0,      27.33,    30.34,    27.07,    24.32,    27.59
       30.0,      28.36,    31.54,    28.08,    25.20,    28.60
       31.0,      29.28,    32.63,    28.97,    25.98,    29.53
       32.0,      30.05,    33.55,    29.69,    26.63,    30.34
       33.0,      30.63,    34.24,    30.20,    27.11,    30.98
       34.0,      31.00,    34.69,    30.49,    27.40,    31.43
       35.0,      31.17,    34.90,    30.57,    27.51,    31.69
       36.0,      31.14,    34.89,    30.47,    27.44,    31.77
       37.0,      30.97,    34.71,    30.22,    27.23,    31.71
       38.0,      30.69,    34.40,    29.88,    26.92,    31.54
       39.0,      30.34,    34.02,    29.49,    26.56,    31.30
       40.0,      29.98,    33.62,    29.10,    26.18,    31.03
       41.0,      29.62,    33.22,    28.71,    25.80,    30.76
       42.0,      29.28,    32.84,    28.34,    25.44,    30.49
       43.0,      28.96,    32.49,    28.00,    25.09,    30.25
       44.0,      28.65,    32.15,    27.67,    24.77,    30.01
       45.0,      28.35,    31.82,    27.36,    24.45,    29.78
       46.0,      28.06,    31.50,    27.05,    24.15,    29.56
       47.0,      27.78,    31.19,    26.76,    23.85,    29.34
       48.0,      27.51,    30.89,    26.48,    23.56,    29.12
       49.0,      27.24,    30.59,    26.20,    23.28,    28.90
       50.0,      26.99,    30.30,    25.94,    23.01,    28.69
       51.0,      26.73,    30.02,    25.68,    22.74,    28.48
       52.0,      26.49,    29.75,    25.44,    22.48,    28.28
       53.0,      26.25,    29.48,    25.20,    22.23,    28.08
       54.0,      26.01,    29.22,    24.97,    21.98,    27.88
       55.0,      25.79,    28.97,    24.75,    21.74,    27.68
       56.0,      25.57,    28.72,    24.54,    21.51,    27.49
       57.0,      25.35,    28.48,    24.33,    21.29,    27.30
       58.0,      25.14,    28.25,    24.13,    21.07,    27.11
       59.0,      24.93,    28.02,    23.93,    20.85,    26.92
       60.0,      24.73,    27.80,    23.75,    20.64,    26.74
       61.0,      24.54,    27.58,    23.56,    20.44,    26.56
       62.0,      24.35,    27.37,    23.39,    20.24,    26.39
       63.0,      24.16,    27.16,    23.22,    20.05,    26.21
       64.0,      23.98,    26.96,    23.05,    19.86,    26.04
       65.0,      23.80,    26.76,    22.90,    19.68,    25.87
       66.0,      23.63,    26.57,    22.74,    19.50,    25.70
       67.0,      23.46,    26.38,    22.59,    19.33,    25.54
       68.0,      23.29,    26.20,    22.45,    19.16,    25.38
       69.0,      23.13,    26.02,    22.31,    18.99,    25.22
       70.0,      22.98,    25.85,    22.17,    18.83,    25.06
       71.0,      22.82,    25.67,    22.04,    18.68,    24.90
       72.0,      22.67,    25.51,    21.91,    18.52,    24.75
       73.0,      22.53,    25.34,    21.78,    18.37,    24.60
       74.0,      22.38,    25.18,    21.66,    18.23,    24.45
       75.0,      22.24,    25.03,    21.55,    18.09,    24.30
       76.0,      22.10,    24.88,    21.43,    17.95,    24.16
       77.0,      21.97,    24.73,    21.32,    17.82,    24.01
       78.0,      21.84,    24.58,    21.21,    17.69,    23.87
       79.0,      21.71,    24.44,    21.11,    17.56,    23.73
       80.0,      21.58,    24.30,    21.01,    17.43,    23.60
       81.0,      21.46,    24.16,    20.91,    17.31,    23.46
       82.0,      21.34,    24.03,    20.81,    17.19,    23.33
       83.0,      21.22,    23.90,    20.72,    17.08,    23.20
       84.0,      21.11,    23.77,    20.63,    16.96,    23.06
       85.0,      20.99,    23.64,    20.54,    16.85,    22.94
       86.0,      20.88,    23.52,    20.45,    16.75,    22.81
       87.0,      20.77,    23.40,    20.37,    16.64,    22.68
       88.0,      20.67,    23.28,    20.28,    16.54,    22.56
       89.0,      20.56,    23.16,    20.20,    16.44,    22.44
       90.0,      20.46,    23.05,    20.13,    16.34,    22.32
       91.0,      20.36,    22.94,    20.05,    16.24,    22.20
       92.0,      20.26,    22.83,    19.97,    16.15,    22.08
       93.0,      20.16,    22.72,    19.90,    16.06,    21.97
       94.0,      20.07,    22.62,    19.83,    15.97,    21.85
       95.0,      19.97,    22.51,    19.76,    15.88,    21.74
       96.0,      19.88,    22.41,    19.69,    15.80,    21.63
       97.0,      19.79,    22.31,    19.63,    15.71,    21.52
       98.0,      19.70,    22.22,    19.56,    15.63,    21.41
       99.0,      19.62,    22.12,    19.50,    15.55,    21.30
      100.0,      19.53,    22.03,    19.43,    15.47,    21.20
      101.0,      19.45,    21.93,    19.37,    15.40,    21.09
      102.0,      19.37,    21.84,    19.31,    15.32,    20.99
      103.0,      19.29,    21.75,    19.25,    15.25,    20.89
      104.0,      19.21,    21.66,    19.20,    15.18,    20.79
      105.0,      19.13,    21.58,    19.14,    15.10,    20.69
      106.0,      19.05,    21.49,    19.08,    15.04,    20.59
      107.0,      18.97,    21.41,    19.03,    14.97,    20.49
      108.0,      18.90,    21.33,    18.98,    14.90,    20.39
      109.0,      18.83,    21.24,    18.92,    14.84,    20.30
      110.0,      18.75,    21.16,    18.87,    14.77,    20.21
      111.0,      18.68,    21.09,    18.82,    14.71,    20.11
      112.0,      18.61,    21.01,    18.77,    14.65,    20.02
      113.0,      18.54,    20.93,    18.72,    14.59,    19.93
      114.0,      18.48,    20.86,    18.67,    14.53,    19.84
