Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       2.01,     1.88,     2.14,     2.14,     1.88
        2.0,       3.42,     3.30,     3.53,     3.53,     3.30
        3.0,       4.66,     4.59,     4.73,     4.73,     4.59
        4.0,       5.80,     5.79,     5.82,     5.82,     5.79
        5.0,       6.88,     6.94,     6.83,     6.83,     6.94
        6.0,       7.92,     8.04,     7.79,     7.79,     8.04
        7.0,       8.91,     9.11,     8.70,     8.70,     9.11
        8.0,       9.87,    10.16,     9.58,     9.58,    10.16
        9.0,      10.80,    11.17,    10.43,    10.43,    11.17
       10.0,      11.71,    12.17,    11.25,    11.25,    12.17
       11.0,      12.60,    13.15,    12.05,    12.05,    13.15
       12.0,      13.47,    14.11,    12.83,    12.83,    14.11
       13.0,      14.32,    15.05,    13.59,    13.59,    15.05
       14.0,      15.16,    15.98,    14.33,    14.33,    15.98
       15.0,      15.98,    16.90,    15.06,    15.06,    16.90
       16.0,      16.80,    17.81,    15.78,    15.78,    17.81
       17.0,      17.60,    18.71,    16.48,    16.48,    18.71
       18.0,      18.39,    19.60,    17.17,    17.17,    19.60
       19.0,      19.17,    20.47,    17.86,    17.86,    20.47
       20.0,      19.94,    21.34,    18.53,    18.53,    21.34
       21.0,      20.70,    22.21,    19.19,    19.19,    22.21
       22.0,      21.46,    23.06,    19.85,    19.85,    23.06
       23.0,      22.23,    23.94,    20.54,    20.51,    23.92
       24.0,      23.05,    24.88,    21.28,    21.21,    24.82
       25.0,      23.94,    25.90,    22.09,    21.97,    25.79
       26.0,      24.92,    27.03,    22.98,    22.82,    26.86
       27.0,      26.00,    28.27,    23.95,    23.75,    28.04
       28.0,      27.14,    29.58,    24.96,    24.74,    29.30
       29.0,      28.31,    30.91,    25.96,    25.76,    30.60
       30.0,      29.42,    32.18,    26.90,    26.74,    31.86
       31.0,      30.42,    33.32,    27.72,    27.62,    33.03
       32.0,      31.25,    34.27,    28.38,    28.35,    34.02
       33.0,      31.87,    34.96,    28.85,    28.88,    34.77
       34.0,      32.24,    35.39,    29.12,    29.19,    35.26
       35.0,      32.37,    35.55,    29.20,    29.28,    35.47
       36.0,      32.29,    35.46,    29.10,    29.17,    35.44
       37.0,      32.04,    35.19,    28.88,    28.89,    35.19
       38.0,      31.66,    34.78,    28.58,    28.49,    34.79
