Radius (km), Mean (m/s), NE (m/s), SE (m/s), SW (m/s), NW (m/s)
        0.0,       0.00,     0.00,     0.00,     0.00,     0.00
        1.0,       2.15,     2.05,     2.16,     2.36,     2.05
        2.0,       3.50,     3.46,     3.54,     3.55,     3.46
        3.0,       4.66,     4.70,     4.74,     4.51,     4.70
        4.0,       5.71,     5.84,     5.82,     5.34,     5.84
        5.0,       6.68,     6.91,     6.82,     6.09,     6.91
        6.0,       7.60,     7.93,     7.77,     6.78,     7.93
        7.0,       8.48,     8.91,     8.68,     7.42,     8.91
        8.0,       9.32,     9.85,     9.54,     8.03,     9.85
        9.0,      10.13,    10.77,    10.38,     8.61,    10.77
       10.0,      10.92,    11.66,    11.19,     9.16,    11.66
       11.0,      11.68,    12.53,    11.98,     9.69,    12.53
       12.0,      12.43,    13.38,    12.75,    10.20,    13.38
       13.0,      13.16,    14.22,    13.50,    10.69,    14.22
       14.0,      13.87,    15.03,    14.24,    11.16,    15.03
       15.0,      14.57,    15.84,    14.96,    11.63,    15.84
       16.0,      15.25,    16.63,    15.66,    12.08,    16.63
       17.0,      15.92,    17.41,    16.35,    12.52,    17.41
       18.0,      16.58,    18.18,    17.04,    12.95,    18.18
       19.0,      17.23,    18.93,    17.71,    13.36,    18.93
       20.0,      17.88,    19.68,    18.37,    13.77,    19.68
       21.0,      18.51,    20.43,    19.02,    14.18,    20.42
       22.0,      19.14,    21.19,    19.67,    14.57,    21.15
       23.0,      19.79,    22.00,    20.32,    14.96,    21.87
       24.0,      20.46,    22.91,    21.00,    15.34,    22.60
       25.0,      21.19,    23.94,    21.72,    15.73,    23.36
       26.0,      21.97,    25.08,    22.49,    16.14,    24.16
       27.0,      22.80,    26.31,    23.31,    16.57,    25.01
       28.0,      23.68,    27.57,    24.17,    17.03,    25.93
       29.0,      24.56,    28.80,    25.04,    17.51,    26.88
       30.0,      25.40,    29.92,    25.88,    17.99,    27.83
       31.0,      26.17,    30.85,    26.64,    18.45,    28.75
       32.0,      26.82,    31.54,    27.30,    18.88,    29.57
       33.0,      27.33,    31.98,    27.83,    19.23,    30.27
       34.0,      27.66,    32.14,    28.21,    19.51,    30.80
       35.0,      27.84,    32.06,    28.44,    19.70,    31.15
       36.0,      27.86,    31.78,    28.54,    19.79,    31.33
       37.0,      27.76,    31.36,    28.53,    19.80,    31.34
       38.0,      27.57,    30.85,    28.45,    19.74,    31.23
       39.0,      27.33,    30.31,    28.32,    19.64,    31.03
       40.0,      27.06,    29.76,    28.18,    19.50,    30.78
       41.0,      26.79,    29.24,    28.03,    19.36,    30.52
       42.0,      26.53,    28.75,    27.89,    19.21,    30.26
       43.0,      26.28,    28.28,    27.76,    19.08,    30.02
       44.0,      26.06,    27.83,    27.64,    18.95,    29.80
       45.0,      25.84,    27.40,    27.52,    18.84,    29.59
       46.0,      25.62,    26.99,    27.40,    18.72,    29.38
       47.0,      25.42,    26.59,    27.28,    18.61,    29.18
       48.0,      25.22,    26.20,    27.17,    18.50,    28.99
       49.0,      25.02,    25.84,    27.06,    18.40,    28.79
       50.0,      24.83,    25.48,    26.95,    18.29,    28.60
       51.0,      24.65,    25.14,    26.84,    18.19,    28.41
       52.0,      24.46,    24.81,    26.74,    18.08,    28.23
       53.0,      24.29,    24.49,    26.64,    17.98,    28.05
       54.0,      24.12,    24.18,    26.53,    17.88,    27.87
       55.0,      23.95,    23.89,    26.43,    17.78,    27.69
       56.0,      23.78,    23.61,    26.33,    17.68,    27.51
       57.0,      23.62,    23.33,    26.24,    17.59,    27.34
       58.0,      23.47,    23.07,    26.14,    17.49,    27.17
       59.0,      23.32,    22.82,    26.05,    17.40,    27.00
       60.0,      23.17,    22.57,    25.95,    17.30,    26.84
       61.0,      23.02,    22.34,    25.86,    17.21,    26.68
       62.0,      22.88,    22.11,    25.77,    17.12,    26.51
       63.0,      22.74,    21.89,    25.68,    17.03,    26.36
       64.0,      22.60,    21.68,    25.59,    16.94,    26.20
       65.0,      22.47,    21.48,    25.50,    16.85,    26.04
       66.0,      22.34,    21.28,    25.42,    16.76,    25.89
       67.0,      22.21,    21.09,    25.33,    16.68,    25.74
       68.0,      22.09,    20.91,    25.25,    16.59,    25.59
       69.0,      21.96,    20.74,    25.16,    16.51,    25.44
       70.0,      21.84,    20.57,    25.08,    16.42,    25.29
       71.0,      21.72,    20.40,    25.00,    16.34,    25.15
       72.0,      21.61,    20.25,    24.92,    16.26,    25.01
       73.0,      21.49,    20.10,    24.84,    16.18,    24.86
       74.0,      21.38,    19.95,    24.76,    16.10,    24.72
       75.0,      21.27,    19.81,    24.68,    16.02,    24.58
       76.0,      21.17,    19.67,    24.60,    15.94,    24.45
       77.0,      21.06,    19.54,    24.53,    15.86,    24.31
       78.0,      20.96,    19.41,    24.45,    15.78,    24.18
       79.0,      20.85,    19.29,    24.38,    15.71,    24.04
       80.0,      20.75,    19.17,    24.30,    15.63,    23.91
       81.0,      20.65,    19.06,    24.23,    15.55,    23.78
       82.0,      20.56,    18.95,    24.15,    15.48,    23.65
       83.0,      20.46,    18.84,    24.08,    15.40,    23.52
       84.0,      20.37,    18.73,    24.01,    15.33,    23.40
       85.0,      20.27,    18.63,    23.94,    15.26,    23.27
       86.0,      20.18,    18.54,    23.87,    15.18,    23.14
       87.0,      20.09,    18.44,    23.80,    15.11,    23.02
       88.0,      20.00,    18.35,    23.73,    15.04,    22.90
       89.0,      19.92,    18.27,    23.66,    14.97,    22.78
       90.0,      19.83,    18.18,    23.59,    14.90,    22.65
       91.0,      19.75,    18.10,    23.52,    14.83,    22.53
       92.0,      19.66,    18.02,    23.45,    14.76,    22.42
       93.0,      19.58,    17.94,    23.38,    14.69,    22.30
       94.0,      19.50,    17.87,    23.32,    14.62,    22.18
       95.0,      19.42,    17.79,    23.25,    14.55,    22.06
       96.0,      19.34,    17.72,    23.19,    14.48,    21.95
       97.0,      19.26,    17.66,    23.12,    14.42,    21.84
       98.0,      19.18,    17.59,    23.05,    14.35,    21.72
       99.0,      19.10,    17.53,    22.99,    14.28,    21.61
